GISJOIN,pop1990,hhsize1990,mhi1990,coastdist,cbddist,hhtrans1994,salesprice1994,salespricesf1994
G24000307011011004,606,3.179796987,70359,165.8066962,38272.64289,11,230000,103.6912752
G24000307011011005,39,3,70359,177.1423816,37884.94462,1,155000,139.8916968
G24000307011011006,59,2.95,70359,200.8029058,37944.9031,,,
G24000307011011008,23,3.240223464,70359,286.5572506,37979.02663,1,104000,73.18789585
G24000307011011009,28,3.111111111,70359,97.68474486,37794.89999,,,
G24000307011011010,8,2.666666667,70359,160.8422892,38089.58353,,,
G24000307011011011,30,2.727272727,70359,226.0234868,37983.43833,,,
G24000307011011012,29,2.9,70359,97.67796753,38069.49477,,,
G24000307011011015,53,3.348484848,70359,685.7187242,38071.27572,1,187500,66.30127298
G24000307011011019,168,3.348484848,70359,590.6303654,38259.37051,4,217000,99.77804515
G24000307011012004,206,2.600075485,60302,394.87417,38576.76657,2,354750,186.4288124
G24000307011012005,42,2.625,60302,118.6352718,38181.77393,3,92000,91.91176471
G24000307011012007,22,2.2,60302,194.0562034,38262.26881,,,
G24000307011012008,11,3.666666667,60302,232.2267543,38338.23569,,,
G24000307011012009,32,2.666666667,60302,275.2977767,38547.72457,,,
G24000307011012010,25,2.083333333,60302,57.41278327,38185.83235,,,
G24000307011012011,34,2.428571429,60302,128.9910323,38321.41473,,,
G24000307011012012,64,2.37037037,60302,203.2587379,38415.98694,,,
G24000307011012013,42,2.625,60302,126.6201921,38501.2264,,,
G24000307011012015,113,2.704012988,60302,387.196289,39091.36164,2,153149.5,133.2587744
G24000307011012016,1,1,60302,144.44812,39198.92179,,,
G24000307011012017,27,2.454545455,60302,385.9133576,39352.86736,,,
G24000307011012018,18,2.36257992,60302,223.2007751,39234.97383,1,182000,90.6374502
G24000307011012019,5,2.5,60302,285.6474194,39150.82863,,,
G24000307011012020,38,3.067151194,60302,54.68030818,38492.11588,,,
G24000307011013002,70,2.999444956,60302,215.5181485,39406.52348,1,168000,67.09265176
G24000307011013003,33,2.830654982,60302,306.4639076,39366.14042,1,115000,133.1018519
G24000307011013004,70,3.684210526,60302,536.2962273,39521.78049,1,125800,109.3913043
G24000307011013005,41,2.411764706,60302,561.2879016,39596.28813,1,164000,134.9794239
G24000307011013006,64,3.047619048,60302,533.3482164,39708.8608,2,158450,129.4976717
G24000307011013007,10,2.5,60302,761.0217442,39818.50478,,,
G24000307011013009,210,2.890152875,60302,462.9710708,40163.90615,1,236000,119.4331984
G24000307011013010,39,2.785714286,60302,637.2598106,40178.84529,1,147500,82.31026786
G24000307011013011,3,2.999593996,60302,573.468616,40213.96663,,,
G24000307011013012,43,2.529411765,60302,681.1760211,40040.48899,2,136000,112.0238726
G24000307011013014,33,2.719559413,60302,867.9899568,40443.8171,,,
G24000307011013015,14,2.461538462,60302,1048.543305,40547.60672,1,129900,105.0970874
G24000307011013016,5,2.676868304,60302,977.5033783,40412.82257,1,95400,73.61111111
G24000307011013018,18,2.461538462,60302,1136.00496,40673.70348,,,
G24000307011014001,154,3.337078652,70359,844.37228,38304.98231,13,256500,97.90167095
G24000307011014005,187,3.337078652,70359,914.7959578,38541.49022,53,177000,83.14390963
G24000307011014006,25,3.337078652,70359,1419.488442,38275.14052,,,
G24000307011014008,21,3.241095326,70359,1230.534369,38666.61592,,,
G24000307011014009,1,3.234536576,70359,872.2583239,38828.11871,,,
G24000307011014010,47,3.227276055,70359,390.5134577,39213.00643,,,
G24000307011014011,148,3.31019633,70359,224.7091328,38926.50594,3,325000,98.36459836
G24000307011014012,12,3.337078652,70359,482.4416317,38532.90939,,,
G24000307011014013,79,3.337078652,70359,314.5236393,38714.01155,2,253000,100.8838384
G24000307011014019,83,3.227280583,70359,1074.393499,39605.62109,1,182000,76.21440536
G24000307011014020,31,2.818181863,70359,632.9886195,40151.42594,,,
G24000307011014022,84,2.807168768,70359,263.6006076,39845.86411,1,193000,136.4922207
G24000307011021001,3,2.983606557,49491,358.6211933,39482.11439,,,
G24000307011021003,53,2.983606557,49491,834.3545831,40020.90788,2,129950,110.18423
G24000307011021004,48,2.983606557,49491,998.6671584,40267.6751,,,
G24000307011021007,33,2.983606557,49491,903.3348963,39986.38131,,,
G24000307011021011,9,2.983606557,49491,579.6447755,39804.68687,,,
G24000307011021013,13,2.983606557,49491,580.0168552,39742.96556,,,
G24000307011021014,7,2.983606557,49491,912.4757118,40125.57231,,,
G24000307011021015,4,2.983606557,49491,534.2552182,39552.52327,,,
G24000307011021023,5,2.983606557,49491,1075.665317,40252.03277,,,
G24000307011021024,5,2.983606557,49491,1000.88589,40395.6671,,,
G24000307011021029,1,2,49491,777.0669112,40825.92739,,,
G24000307011021031,1,2,49491,791.5467979,40682.976,,,
G24000307011021033,11,1.833333333,49491,484.4149296,40506.00877,,,
G24000307011021034,49,3.0625,49491,417.2343674,40500.82419,1,105000,78.35820896
G24000307011021035,47,2.35,49491,357.248959,40501.40063,1,92500,136.0294118
G24000307011021036,33,2.357142857,49491,344.8124444,40452.46604,1,150000,132.5088339
G24000307011021037,47,3.357142857,49491,201.7724786,40604.63312,,,
G24000307011021038,57,2.85,49491,169.0257304,40699.13258,1,147000,74.05541562
G24000307011021039,75,2.884615385,49491,388.8263835,40616.22584,1,109450,80.47794118
G24000307011021040,58,3.222222222,49491,401.7371872,40687.3001,4,82231.5,51.69434559
G24000307011021041,74,2.789473684,49491,285.8208666,41295.96631,2,114900,97.121727
G24000307011021042,63,3,49491,243.4399362,40914.48568,3,117900,95.2023988
G24000307011021043,34,2.615384615,49491,76.9580362,40852.97983,,,
G24000307011021044,81,3.115384615,49491,108.4034446,40935.84262,2,78200,82.515625
G24000307011021045,102,3.290322581,49491,464.3850223,40825.72334,2,110000,97.98230575
G24000307011021046,13,2.789473684,49491,589.0425907,41343.93147,,,
G24000307011021048,48,2.4,49491,67.20217468,41014.35796,3,133500,92.88129496
G24000307011021049,15,2.789473684,49491,520.171167,41406.39849,,,
G24000307011021051,62,2.952380952,49491,426.635199,40757.20425,3,114150,85.6981982
G24000307011021052,74,3.523809524,49491,231.6989117,40846.70609,2,121250,82.69245198
G24000307011021053,56,2.947368421,49491,176.7832118,40775.69185,2,116000,75.36725407
G24000307011021057,4,2.789473684,49491,659.7403305,41294.75,,,
G24000307011022005,95,2.52572413,43059,163.4362754,38966.69693,,,
G24000307011022013,343,2.515401213,43059,195.1452791,39340.90362,4,95000,82.06171814
G24000307011022018,10,2,43059,139.3227082,39335.10276,,,
G24000307011022020,5,1.291034333,43059,250.6776896,39470.27914,,,
G24000307011022021,25,2.777777778,43059,271.7043998,39467.1526,,,
G24000307011022022,20,2.857142857,43059,166.3262155,39427.45919,,,
G24000307011022023,38,2.375,43059,203.7997536,39446.09587,2,160000,121.0627999
G24000307011022025,24,3,43059,208.8106413,39272.40259,,,
G24000307011022026,23,3.833333333,43059,122.4205893,39404.51999,,,
G24000307011022027,178,5.393939394,43059,64.25488707,39279.77281,,,
G24000307011022028,15,2.142857143,43059,159.1987129,39372.96972,,,
G24000307011022030,12,1.5,43059,154.7716134,39271.99274,,,
G24000307011022032,18,3,43059,226.1756779,39345.19164,,,
G24000307011022033,30,2.727272727,43059,213.9760035,39350.30998,1,93500,65.61403509
G24000307011022034,13,1.857142857,43059,224.2223227,39436.18871,,,
G24000307011023001,40,2.145653157,46707,8.839084029,39720.36941,,,
G24000307011023003,39,2.6,46707,86.7825314,39844.95176,2,138000,74.56943685
G24000307011023004,18,2.571428571,46707,42.98618703,39712.82902,,,
G24000307011023005,39,2.6,46707,127.94104,39790.19265,2,89000,41.27868497
G24000307011023006,17,2.125,46707,118.2263446,39762.26754,,,
G24000307011023007,39,2.294117647,46707,275.8590714,39868.0884,3,125150,59.70896947
G24000307011023008,45,2.8125,46707,356.9247737,39865.36153,1,118000,163.8888889
G24000307011023009,23,2.555555556,46707,427.3481319,39861.46413,,,
G24000307011023010,28,2.545454545,46707,484.186274,39859.18608,1,104000,51.53617443
G24000307011023011,34,3.090909091,46707,545.0017433,39856.93517,1,86609,100.2418981
G24000307011023012,46,3.066666667,46707,588.1143406,39854.10868,,,
G24000307011023013,43,2.529411765,46707,571.0146246,39852.34137,1,92000,122.3404255
G24000307011023014,19,2.714285714,46707,561.8136483,39849.53307,,,
G24000307011023016,45,3.214285714,46707,636.9299551,39914.19932,,,
G24000307011023017,52,3.714285714,46707,699.4528868,39963.38462,1,122000,84.72222222
G24000307011023018,43,3.307692308,46707,778.2475029,40043.32704,1,124000,116.1048689
G24000307011023019,38,3.454545455,46707,739.4172053,40023.45723,,,
G24000307011023020,21,2.333333333,46707,793.6465824,40080.24301,,,
G24000307011023021,52,2.888888889,46707,762.5247083,40069.81492,2,82919,69.50461023
G24000307011023022,66,2.869565217,46707,701.839724,40059.52093,2,64000,48.81785031
G24000307011023023,71,2.958333333,46707,642.9629318,40048.09935,2,105250,83.47868217
G24000307011023024,66,3.473684211,46707,588.0744664,40038.51338,2,118700,97.45459402
G24000307011023025,68,3.4,46707,536.2352389,40028.07724,1,103073,72.38272472
G24000307011023026,69,2.875,46707,490.3106566,40018.48342,5,103000,94.87373737
G24000307011023027,63,2.739130435,46707,446.0045974,40007.92176,,,
G24000307011023028,14,2.8,46707,415.0417617,40098.47924,,,
G24000307011023029,53,2.408901261,46707,343.7023855,40026.10782,1,106750,86.08870968
G24000307011023030,55,2.894736842,46707,269.6479936,39989.73631,1,60000,44.11764706
G24000307011023031,72,3.130434783,46707,195.3814102,39952.49486,1,78000,114.7058824
G24000307011023032,16,2.666666667,46707,118.0965591,39976.44484,2,130525,83.24298469
G24000307011023033,53,2.944444444,46707,521.4118276,40256.53484,,,
G24000307011023034,54,3.375,46707,503.5618544,40241.65372,1,116500,125.1342642
G24000307011023035,58,3.052631579,46707,493.5711035,40229.80962,1,52000,51.58730159
G24000307011023036,35,2.1875,46707,500.0501254,40212.13241,2,136000,132.8601954
G24000307011023037,16,3.2,46707,512.8971182,40180.02426,,,
G24000307011023039,13,2.6,46707,744.3056629,40238.09148,1,115000,130.6818182
G24000307011023040,47,3.615384615,46707,816.523106,40170.43739,,,
G24000307011023041,71,3.227272727,46707,820.7005858,40101.77938,,,
G24000307011023042,65,2.954545455,46707,569.5452293,40299.38442,1,59900,52.17770035
G24000307011023043,54,3.176470588,46707,544.0507246,40275.72218,3,122253,110.5361664
G24000307011023044,10,1.428571429,46707,577.2998014,40359.56137,,,
G24000307011024002,38,2.322580645,46707,164.0679801,39559.1414,,,
G24000307011024003,126,2.508772878,46707,196.1270903,39985.45317,2,570000,169.7180267
G24000307011024004,57,3,46707,207.2721717,39982.53759,1,92000,115
G24000307011024005,89,3.068965517,46707,160.3639767,40024.69234,1,144000,99.17355372
G24000307011024006,66,3.142857143,46707,128.734508,40041.72068,,,
G24000307011024007,12,2,46707,101.8527836,40324.15536,,,
G24000307011024008,43,2.529411765,46707,82.54299585,40475.9538,,,
G24000307011024009,59,2.95,46707,226.9433534,40288.02647,1,89500,61.30136986
G24000307011024010,38,2.533333333,46707,244.1955343,40119.35801,2,127200,112.4142566
G24000307011024012,60,3.333333333,46707,99.98644599,40062.29144,,,
G24000307011024013,21,2.625,46707,94.41662344,39925.69587,1,175000,105.6763285
G24000307011024014,10,2,46707,111.6629131,39884.01536,1,119900,78.67454068
G24000307011024015,42,2.625,46707,123.0126782,39829.62115,,,
G24000307011024016,29,2.071428571,46707,145.9113634,39798.24864,,,
G24000307011024017,38,2.714285714,46707,136.7984808,40343.26546,,,
G24000307011024018,48,2.526315789,46707,223.2836186,40131.09813,,,
G24000307011024019,34,2.266666667,46707,96.1997201,39970.0477,1,107900,93.66319444
G24000307011024020,31,2.214285714,46707,164.7560396,40107.60081,,,
G24000307011024021,46,2.705882353,46707,110.287302,40089.16824,2,106500,91.74277698
G24000307011024022,21,2.333333333,46707,302.0094581,40165.13493,,,
G24000307011024023,39,2.785714286,46707,341.1193413,40174.19407,1,124900,79.3015873
G24000307011024024,77,2.483870968,46707,350.8463467,40286.95302,1,136500,95.05571031
G24000307011024025,91,3.5,46707,365.0456749,40308.42169,1,97000,93.26923077
G24000307011024026,82,3.037037037,46707,369.4216387,40351.59067,4,115000,90.05917383
G24000307011024027,59,2.681818182,46707,320.9759212,40395.55478,3,45000,41.66666667
G24000307011024028,26,2.6,46707,356.9428493,40372.07899,1,136000,61.26126126
G24000307011024029,40,2.352941176,46707,231.9099828,40358.11794,,,
G24000307011024030,50,2.777777778,46707,244.5627204,40322.75567,1,109000,82.57575758
G24000307011024031,32,3.2,46707,71.80882549,40498.82652,1,134000,95.71428571
G24000307011024032,140,2.8,46707,163.6200904,40619.60677,2,94450,69.66275543
G24000307011024033,50,2.777777778,46707,124.2140158,40745.82002,1,76500,56.91964286
G24000307011024034,27,2.25,46707,64.50699803,40765.82487,,,
G24000307011024035,63,3,46707,99.28957991,40639.96367,1,135000,119.6808511
G24000307011024036,22,2.75,46707,208.3500456,40528.01967,,,
G24000307011024037,22,2.444444444,46707,159.9271152,40610.03758,,,
G24000307011024038,28,2.153846154,46707,115.9919909,40705.48173,1,115000,67.64705882
G24000307011024039,38,2.923076923,46707,244.4304289,40466.34052,1,1e+05,58.68544601
G24000307011024042,34,3.090909091,46707,113.4193041,40511.76516,1,79000,69.29824561
G24000307012001004,21,2.812477666,47083,214.9539028,40980.3905,1,1e+06,135.6852103
G24000307012001005,8,2.812494796,47083,225.7467739,41464.44934,,,
G24000307012001006,24,2.812489723,47083,185.894445,41286.62097,,,
G24000307012001007,56,2.80000623,47083,568.4444462,41731.9266,2,78750,69.9183822
G24000307012001008,28,3.111111111,47083,194.1020601,41215.79945,4,72190,119.322314
G24000307012001009,175,2.6933154,47083,401.0251055,41863.07594,1,134868,121.7220217
G24000307012001010,11,3.666666667,47083,252.4283028,41309.60501,,,
G24000307012001011,131,2.202629323,47083,178.216372,41671.1986,5,250000,106.1120543
G24000307012001012,19,1.9,47083,116.8547355,41585.25138,2,106200,72.49279559
G24000307012001013,2,2.071428571,47083,68.72412856,41746.06724,,,
G24000307012001014,20,2.222222222,47083,135.9376786,41742.9189,,,
G24000307012001015,8,2.666666667,47083,121.0313591,41680.03028,,,
G24000307012001016,20,2.222222222,47083,78.74108441,41494.34194,,,
G24000307012001017,15,1.875,47083,98.69226271,41906.76816,,,
G24000307012001018,16,2.666666667,47083,100.774402,41810.32604,,,
G24000307012001019,26,2.888888889,47083,131.1837649,41686.74673,,,
G24000307012001020,6,3,47083,93.14530811,41548.88113,,,
G24000307012001021,9,2.25,47083,111.1353248,41958.36914,1,190000,100.8492569
G24000307012001023,62,2.374571183,47083,91.09348186,41839.4527,1,2e+05,110.3752759
G24000307012001025,4,2.074537263,47083,59.39810649,41856.92888,,,
G24000307012001028,20,2.812499992,47083,1064.356608,42592.05039,,,
G24000307012001029,351,3.054392849,47083,806.1741679,42847.51473,8,121250,83.35726963
G24000307012001031,18,3,47083,257.0713775,42193.08319,,,
G24000307012001032,29,3.404712439,47083,676.8379296,43434.22077,,,
G24000307012001033,17,2.833333333,47083,285.147407,42267.1427,,,
G24000307012001034,51,2.833333333,47083,315.5691135,42343.82585,,,
G24000307012001035,27,2.545372483,47083,85.80344411,42387.19212,,,
G24000307012001037,22,3.142857143,47083,181.0351228,41855.75432,,,
G24000307012001038,20,2.857142857,47083,197.921992,41731.37361,,,
G24000307012001039,23,3.833333333,47083,188.2404933,41638.85537,,,
G24000307012001040,32,3.2,47083,241.6495567,41797.7933,1,128000,75.29411765
G24000307012001044,27,2.25,47083,178.6912683,41965.90786,3,80000,66.66666667
G24000307012001045,80,2.580645161,47083,307.7485643,41928.29183,1,161000,78.00387597
G24000307012001047,25,4.166666667,47083,256.415026,41867.79024,,,
G24000307012001048,19,3.166666667,47083,314.3338496,42153.11444,,,
G24000307012001049,15,2.666666667,47083,177.895259,42072.38476,,,
G24000307012001050,36,3.6,47083,271.7421093,42078.14789,1,112500,108.0691643
G24000307012002001,76,2.182241828,49923,367.0143461,44137.18516,,,
G24000307012002002,8,2.666666667,49923,467.2337436,44028.35396,,,
G24000307012002003,14,3.5,49923,395.7205298,44244.71722,,,
G24000307012002004,23,3.285714286,49923,378.9825474,44117.10945,,,
G24000307012002005,31,2.312000119,49923,603.9906329,43854.89146,,,
G24000307012002006,8,2.666666667,49923,526.8133671,44024.94355,,,
G24000307012002010,12,2,49923,367.9974686,44490.27699,,,
G24000307012002014,48,2.558879764,49923,631.8046741,44029.03769,,,
G24000307012002015,9,3,49923,464.8955991,44268.36177,,,
G24000307012002016,19,2.375,49923,548.96161,44113.62896,1,190000,96.93877551
G24000307012002017,15,2.142857143,49923,498.5010396,44197.25915,,,
G24000307012002018,12,2,49923,605.2815203,43932.7556,1,173900,149.7846684
G24000307012002019,23,2.875,49923,565.8715328,43930.00655,,,
G24000307012002020,110,2.270367975,49923,144.9868079,44836.29031,3,195000,48.77813505
G24000307012002021,19,2.714285714,49923,144.2425088,44909.71918,,,
G24000307012002022,30,3.75,49923,183.6779152,44923.01441,,,
G24000307012002023,11,2.221932889,49923,80.84583461,44617.47298,,,
G24000307012002024,20,2.222222222,49923,75.17510156,44730.00473,1,92000,134.502924
G24000307012002025,20,2.857142857,49923,97.9789047,44787.7577,,,
G24000307012002026,13,2.166666667,49923,84.46666752,44671.90497,,,
G24000307012002027,11,1.982174791,49923,116.0634002,44971.66045,,,
G24000307012002029,45,2.826763008,49923,152.6222259,45834.24311,,,
G24000307012002031,57,3,49923,247.7528041,45985.959,1,139999,112.1786859
G24000307012002032,11,2.75,49923,204.0886018,46276.89113,,,
G24000307012002033,3,3,49923,159.2671592,46170.12403,,,
G24000307012002034,2,2,49923,194.3097418,46225.00559,,,
G24000307012002035,184,3.028478993,49923,668.87942,45645.6313,,,
G24000307012002036,13,2.6,49923,538.6020367,45958.98504,,,
G24000307012002038,22,3.142857143,49923,372.4444332,46128.66142,,,
G24000307012002039,123,2.371944101,49923,179.8695257,45095.68364,5,138000,84.40514469
G24000307012002040,30,3,49923,136.8276308,45330.35972,,,
G24000307012002042,21,3,49923,161.6950369,45271.53562,1,129900,83.05626598
G24000307012002045,23,2.336163787,49923,63.0710504,44548.03705,1,229900,238.238342
G24000307012002046,31,2.334104819,49923,162.8819651,44824.51357,,,
G24000307012002047,50,3.333333333,49923,197.7260121,45102.39065,,,
G24000307012002048,8,4,49923,328.8646488,46077.61424,,,
G24000307012003001,27,2.235409852,47083,7.465893578,43454.81884,,,
G24000307012003002,27,2.235294118,47083,86.79025849,43387.23298,1,124900,85.08174387
G24000307012003007,68,2.53210141,47083,81.6660477,43960.52653,3,87800,73.16666667
G24000307012003008,25,2.5,47083,180.5351503,43667.33918,,,
G24000307012003009,18,3,47083,163.0797315,43551.7815,1,140000,95.6284153
G24000307012003010,38,3.166666667,47083,196.6167477,43481.8576,1,145000,90.625
G24000307012003011,35,3.181818182,47083,217.126881,43413.57852,,,
G24000307012003012,28,2.8,47083,210.2546743,43345.94494,1,110000,88.14102564
G24000307012003013,28,3.5,47083,399.2243766,43436.68752,,,
G24000307012003014,6,3,47083,519.8600685,43499.72208,,,
G24000307012003015,45,2.601699081,47083,108.8989416,44299.15749,1,140000,89.28571429
G24000307012003016,38,2.651707399,47083,265.4989822,44103.21038,1,152000,100.330033
G24000307012003018,2,3.239343167,47083,356.3156689,44243.62912,,,
G24000307012003019,30,3,47083,356.4382532,43809.13161,,,
G24000307012003020,16,3.2,47083,314.2504349,43631.05085,,,
G24000307012003021,19,2.714285714,47083,338.2432608,43566.64337,,,
G24000307012003022,11,2.2,47083,375.0408789,43503.07347,,,
G24000307012003023,15,3.75,47083,481.9631802,43564.57536,,,
G24000307012003024,38,3.454545455,47083,305.4170179,43776.91261,1,106100,117.8888889
G24000307012003025,14,3.5,47083,544.3803048,43928.92545,1,69000,55.24419536
G24000307012003026,291,2.626966276,47083,266.3410797,44239.05957,8,142500,95.43270892
G24000307012003027,37,2.642857143,47083,168.735406,44236.03222,1,80000,51.54639175
G24000307012003028,58,2.761904762,47083,219.5947576,43995.19612,,,
G24000307012003029,64,3.2,47083,338.9545839,44115.40841,,,
G24000307012003030,17,2.428571429,47083,311.3511064,44358.04007,,,
G24000307012003031,20,4,47083,139.0572843,44545.37316,,,
G24000307012003032,42,2.470588235,47083,437.1436241,43861.15631,,,
G24000307012003035,12,2.4,47083,166.2652967,44477.66235,,,
G24000307012003036,28,3.295369834,47083,424.587639,44172.34446,,,
G24000307012003037,11,2.461947239,47083,258.3470119,43758.49016,,,
G24000307012003038,38,3.166666667,47083,246.5399208,44327.16484,,,
G24000307012003039,19,3.166666667,47083,448.3857174,43562.30066,,,
G24000307012003040,24,3.428571429,47083,475.4236188,43691.27392,,,
G24000307012003041,54,3.176470588,47083,577.3220192,43713.68297,2,108948,75.20780777
G24000307012003042,60,3.333333333,47083,622.5549294,43674.63019,,,
G24000307012003043,47,3.615384615,47083,556.7116381,43639.57735,1,127500,127.5
G24000307012003044,16,3.2,47083,454.867078,43629.58892,,,
G24000307012003045,10,1.666666667,47083,437.0143956,43693.86271,,,
G24000307012003046,22,2,47083,407.0497057,43826.22279,,,
G24000307012003047,20,2.5,47083,456.0760906,43861.03434,1,1e+05,72.78020378
G24000307012003048,33,3.666666667,47083,495.0755903,43906.69413,1,14500,13.73106061
G24000307012003049,71,2.958333333,47083,167.9080101,43685.67913,2,213000,84.61121974
G24000307012003050,37,2.60079352,47083,77.83043261,43833.76719,,,
G24000307012003054,26,2.888888889,47083,129.6128602,43684.61896,1,115000,72.78481013
G24000307012003055,42,2.282231108,47083,294.6077168,44301.1176,1,109800,99.81818182
G24000307012004000,163,2.295774648,41324,47.81021655,44953.32285,2,180125,92.08844581
G24000307012004003,126,2.407986281,41324,272.3191231,45495.34684,1,175000,84.5410628
G24000307012004005,305,2.541666667,41324,526.6190903,46526.39955,1,475000,126.7342583
G24000307012004007,40,3.333333333,41324,84.79570345,46854.79554,1,115000,84.06432749
G24000307012004008,37,3.083333333,41324,167.7334479,46903.23322,1,212000,108.7179487
G24000307012004009,33,2.2,41324,366.7447687,46673.23719,1,112000,115.4639175
G24000307012004010,25,2.777777778,41324,325.8241527,46567.84135,,,
G24000307012004012,75,2.258077775,41324,25.34008011,46165.25937,1,296000,251.7006803
G24000307012004013,20,4,41324,251.6621992,46764.91309,,,
G24000307012004014,11,2.2,41324,392.278448,46897.05237,,,
G24000307012004015,22,2.2,41324,166.6269635,47355.72579,,,
G24000307012004016,20,2.5,41324,187.3436263,47293.45475,1,124900,68.92935982
G24000307012004017,24,3.428571429,41324,336.3700686,47198.53601,,,
G24000307012004018,24,2.666666667,41324,445.7632749,46987.84785,1,101900,102.2066199
G24000307012004019,22,2.444444444,41324,462.4860992,46864.02938,1,90000,51.84331797
G24000307012004020,42,3.143140553,41324,257.3766288,47177.01371,3,125000,64.30041152
G24000307012004021,26,2.888888889,41324,406.4313307,46769.8435,,,
G24000307012004022,50,2.684210526,41324,451.2643039,47079.53051,,,
G24000307012004023,79,2.319148936,41324,166.485476,46620.11889,1,153000,74.09200969
G24000307012004024,18,2.571428571,41324,240.9057141,46970.16109,,,
G24000307012004025,32,2.909090909,41324,251.7760015,46442.75552,1,98300,82.25941423
G24000307012004026,15,2.998685173,41324,184.8210022,46432.791,,,
G24000307012004027,8,2.1306542,41324,33.94672031,46236.19614,,,
G24000307012004028,77,2.26408727,41324,3.225435475,45963.57768,3,344500,102.0971302
G24000307012004029,6,2.290322581,41324,123.7035045,46084.78497,,,
G24000307012004035,13,2.319148936,41324,103.3878537,46649.45558,,,
G24000307012004039,23,2.875,41324,156.585401,46498.91548,1,135000,87.54863813
G24000307012004040,20,2.222222222,41324,482.9918017,46944.2294,1,88500,66.8429003
G24000307012004041,18,2.571428571,41324,335.0165631,46804.17148,,,
G24000307013001000,94,3.125,70157,6615.871229,39155.50803,,,
G24000307013001002,6,3.125,70157,7909.475947,38646.72764,,,
G24000307013001003,1,1,70157,8229.78097,38233.33188,,,
G24000307013001004,28,2.8,70157,8998.159373,38573.14396,,,
G24000307013001007,349,3.261682243,70157,6086.352006,40135.04605,3,296000,110.4565538
G24000307013001008,25,3,70157,6690.404977,41095.98531,,,
G24000307013001009,219,3.421875,70157,5558.03474,41252.83704,1,415000,127.1446078
G24000307013001010,128,3,70157,5890.256009,40858.86358,,,
G24000307013001012,96,3.310344828,70157,7489.932137,42454.15216,,,
G24000307013001013,61,3.05,70157,7467.081202,42303.86211,,,
G24000307013001014,347,3.036471537,70157,7554.893697,41881.10791,5,150750,122.9608483
G24000307013001015,44,3.384615385,70157,7903.113445,41841.91618,,,
G24000307013001016,2,3,70157,8183.214553,41228.95114,,,
G24000307013001017,59,3.036262559,70157,8148.165203,41685.16718,1,162500,164.4736842
G24000307013001018,45,2.818495044,70157,8224.194465,42451.05014,3,158000,148.7758945
G24000307013001019,58,3.052631579,70157,7881.3466,42412.61873,,,
G24000307013001020,42,3.818181818,70157,7938.837805,42040.13456,,,
G24000307013001021,72,3,70157,8056.279238,41819.92126,,,
G24000307013001022,56,3.111111111,70157,7737.62582,42320.71889,,,
G24000307013002000,178,2.88,77548,3735.45029,39270.98172,2,267925,146.0659488
G24000307013002002,42,2.8,77548,3248.861226,40101.88675,3,215000,101.8766756
G24000307013002003,7,2.88,77548,3305.724338,39741.83971,,,
G24000307013002005,209,2.88,77548,2224.082297,38989.85699,,,
G24000307013002007,55,2.619047619,77548,3025.599813,39955.55573,,,
G24000307013002008,70,3.181818182,77548,2726.12011,40162.00757,2,321300,131.25
G24000307013002009,38,2.88,77548,2322.576591,39822.1839,2,304950,139.2166725
G24000307013002010,77,3.076923077,77548,1849.094599,39987.64852,1,169900,160.2830189
G24000307013002011,49,2.882352941,77548,2150.531263,40766.98507,,,
G24000307013002012,3,3.085700438,77548,2694.283858,40720.41121,,,
G24000307013002013,19,2.363636364,77548,3083.084496,40738.57718,,,
G24000307013002014,200,3.07816217,77548,3316.456473,41899.52939,3,340000,96.59243359
G24000307013002015,6,2.363636364,77548,2966.992378,40889.97579,,,
G24000307013002017,16,2.666666667,77548,1513.991481,40783.65948,,,
G24000307013002018,16,2.7,77548,1661.564179,41291.64539,,,
G24000307013002019,11,2.7,77548,2045.456775,41755.2699,,,
G24000307013002024,43,3.085656433,77548,4406.60554,43384.72947,,,
G24000307013002025,29,3.085629776,77548,3575.847611,43069.63574,,,
G24000307013002026,12,3,77548,4071.396089,43677.23969,,,
G24000307013002027,11,3.085660573,77548,2654.534158,42189.7266,,,
G24000307013002029,8,3.085682002,77548,4328.668049,44106.93285,,,
G24000307013002030,15,3.085688795,77548,4296.137429,43523.2876,,,
G24000307013002031,5,3.085674751,77548,4718.069619,43979.87834,,,
G24000307013002032,12,3.085695786,77548,4807.625788,43877.68182,1,159000,117.7777778
G24000307013003000,176,3.197674419,50578,5467.080903,49111.26054,2,240000,113.747961
G24000307013003001,36,2.6,50578,7942.849717,49646.66313,,,
G24000307013003002,16,2.6,50578,9191.151637,49721.51481,,,
G24000307013003003,588,3.213114754,50578,8354.417331,51293.17933,6,197500,119.9724051
G24000307013003004,68,3.633333333,50578,10401.13551,49585.44271,,,
G24000307013003005,33,3.633333333,50578,11256.62503,49409.73595,,,
G24000307013003006,21,3,50578,11804.15395,49680.55707,1,199765,44.48118459
G24000307013003008,99,3.197674419,50578,5485.968347,50487.87999,,,
G24000307013003009,8,3.633333333,50578,9619.333269,49782.1432,,,
G24000307013004000,30,3.219676975,46731,4362.296563,41463.7093,,,
G24000307013004001,1,3.219910585,46731,4618.34294,41387.08912,,,
G24000307013004003,283,3.218446932,46731,5616.229687,43568.90221,4,252500,51.42767685
G24000307013004006,153,3.1875,46731,5871.153329,42475.7469,2,347000,119.6768453
G24000307013004007,151,2.849056604,46731,6831.190718,42686.32641,,,
