GISJOIN,pop1990,hhsize1990,mhi1990,coastdist,cbddist,hhtrans1994,salesprice1994,salespricesf1994
G24000307401021007,74,2.96,37130,12248.60187,19190.43592,1,159900,141.7553191
G24000307401021008,129,3.394736842,37130,12460.65878,19526.3756,,,
G24000307401021009,31,2.818181818,37130,12490.64785,19603.71129,1,145000,74.43531828
G24000307401022001,5,2.5,50342,9882.029169,17045.39413,,,
G24000307401022004,7,2.800947574,50342,10718.99822,17888.92983,,,
G24000307401022005,2,3.428571429,50342,10015.95282,17196.30414,,,
G24000307401022007,2,3.428571429,50342,10043.89239,17228.07525,,,
G24000307401022017,41,2.762291418,50342,10409.3335,17609.27198,,,
G24000307401022021,3,3.428571429,50342,10305.86604,17497.32939,,,
G24000307401022022,4,3.428571429,50342,9937.831318,17128.18298,,,
G24000307401022029,34,2.53125,50342,11106.06175,18334.09235,,,
G24000307401022044,27,2.53125,50342,11197.0924,18492.94823,,,
G24000307401022045,15,2.53125,50342,11374.57619,18608.45325,,,
G24000307401022046,11,2.75,50342,10490.21317,18134.68136,,,
G24000307401022048,4,2.53125,50342,11571.62641,18779.86415,,,
G24000307401022057,293,2.706590491,50342,12402.92189,19799.87398,,,
G24000307401022061,424,2.851151724,50342,11787.98475,19484.81256,8,146500,90.47432645
G24000307401022062,235,3.175675676,50342,11742.6065,19560.78468,1,148000,95.60723514
G24000307401022063,127,3.175,50342,11394.91557,19210.26148,3,156900,109.186747
G24000307401022065,1,1.714285714,50342,12205.66519,19410.87447,,,
G24000307401023000,54,3.176470588,47054,11957.96271,19100.64906,,,
G24000307401023007,34,2.833333333,47054,13115.47398,20232.93499,,,
G24000307401023008,105,3,47054,13034.16671,20092.16492,,,
G24000307401023009,49,2.882352941,47054,12819.92643,19871.47271,,,
G24000307401023010,39,2.759955216,47054,12965.65767,20052.1942,,,
G24000307401023011,9,3.130281168,47054,13034.76532,20132.47186,,,
G24000307401023012,20,2.509805467,47054,12982.3789,20104.22963,,,
G24000307401023016,19,2.112418476,47054,13281.05604,20413.19564,,,
G24000307401023017,11,3.461538462,47054,13353.40535,20423.99997,,,
G24000307401023019,81,2.793103448,47054,13457.71427,20464.01939,,,
G24000307401023022,27,2.454545455,47054,13829.35625,20870.06437,,,
G24000307401023024,34,3.461538462,47054,13510.04203,20611.02908,1,118000,81.83079057
G24000307401023025,52,2.363636364,47054,14016.93592,21128.9727,,,
G24000307401023026,103,2.422222222,47054,13607.26964,21240.95611,,,
G24000307401031000,1043,3.000135899,46488,10265.90349,18502.64261,6,175450,95.13047792
G24000307401031001,77,3.5,46488,9885.170895,18248.63172,,,
G24000307401031004,124,3.444444444,46488,9769.356587,18192.46948,3,170950,100.1464558
G24000307401031005,62,3.063665985,46488,10431.61118,18235.19015,5,210225,85.31858766
G24000307401031006,71,3.064171123,46488,10421.64544,18421.27776,1,207960,94.44141689
G24000307401031007,87,2.735294118,46488,10591.00856,18876.58254,,,
G24000307401031012,58,2.9,46488,9631.48083,17818.93395,1,58000,46.4
G24000307401032000,46,2.705882353,61061,8148.178789,16531.08173,,,
G24000307401032002,49,3.45,61061,8609.045511,16944.69006,1,132900,102.8637771
G24000307401032006,204,3.45,61061,9203.897555,17708.7296,5,160000,89.18918919
G24000307401032007,107,3.451612903,61061,9457.126728,18020.17641,,,
G24000307401032008,316,3.45,61061,9552.475804,18201.08554,7,141900,84.17508418
G24000307401032009,121,3.45,61061,9773.72153,18318.46318,,,
G24000307401032010,397,3.036846031,61061,8912.070066,17816.65311,13,135000,90.47619048
G24000307401032011,37,3.037220844,61061,8926.646662,17711.01357,1,131000,111.965812
G24000307401032012,65,3.037220844,61061,9039.905213,17902.17762,2,143500,157.7044572
G24000307401032013,70,3.037220844,61061,9121.978819,17998.57157,,,
G24000307401032014,166,3.037220844,61061,8962.995087,18001.09523,5,94500,98.92473118
G24000307401032015,191,3.037220844,61061,8825.348573,17744.98473,8,117000,90.12295082
G24000307401032016,91,3.037220844,61061,8998.101838,17802.60252,,,
G24000307401032017,192,3.003541939,61061,9343.379965,18425.171,6,164200,93.18805277
G24000307401032018,20,3.037220844,61061,9365.323403,18419.89258,5,181333,98.11764706
G24000307401032019,15,2.937325332,61061,9469.070467,18568.49257,2,163212.5,92.67164183
G24000307401032021,94,2.997638106,61061,9753.541861,18566.40761,1,181000,93.29896907
G24000307401032023,204,2.935779817,61061,9692.537485,18654.25595,4,162250,115.6597761
G24000307401033000,110,3.235294118,57530,11151.10251,19118.59872,1,115000,69.02761104
G24000307401033001,218,3.391304348,57530,11423.30265,19402.07654,1,129700,87.81313473
G24000307401033002,141,3,57530,11143.67057,19212.97569,4,130400,117.064429
G24000307401033003,95,3.064516129,57530,11117.6684,19435.44816,,,
G24000307401033004,199,3.553571429,57530,11325.12999,19492.76261,3,135900,131.9417476
G24000307401033005,108,3.272727273,57530,11370.62114,19669.6096,3,127000,84.30521092
G24000307401033006,16,3.391304348,57530,11483.80974,19744.80896,,,
G24000307401033007,31,2.583333333,57530,11271.82117,19808.52728,,,
G24000307401033008,91,3.64,57530,11146.21869,19716.29637,,,
G24000307401033009,120,3.243243243,57530,11137.51163,19601.43425,1,129900,126.1165049
G24000307401033010,88,3.666666667,57530,10990.78512,19622.37258,,,
G24000307401033011,49,3.266666667,57530,10978.58816,19842.12413,1,76418,62.43300654
G24000307401033012,75,3.409090909,57530,11122.29263,19803.84902,,,
G24000307401033013,183,3.150537634,57530,11148.84705,20335.51826,6,157000,91.10350097
G24000307401033014,5,3.150537634,57530,11250.62562,20073.34228,,,
G24000307401033015,33,3.150537634,57530,11326.84519,20059.60286,3,175000,95.52401747
G24000307401033016,2,3.150537634,57530,11301.95044,20223.92343,7,181900,97.88519637
G24000307401033017,69,3.150537634,57530,11377.26161,19896.18919,2,121508.5,105.5250779
G24000307401033019,178,3.296296296,57530,11010.85722,20065.3427,1,146000,76.60020986
G24000307401034000,88,2.933333333,46488,8438.735346,16583.07405,,,
G24000307401034001,78,3.0625,46488,8491.132417,16566.29536,,,
G24000307401034002,167,3.0625,46488,8534.599686,16489.25647,1,129900,120.2777778
G24000307401034003,45,3.038961039,46488,8737.917992,16598.95672,4,135000,119.0136734
G24000307401034006,81,3.038961039,46488,9057.009598,16756.15161,1,110000,114.5833333
G24000307401034008,10,3.038961039,46488,9287.266428,16894.3137,,,
G24000307401034009,246,3.038961039,46488,8926.965871,16964.94774,4,145500,90.77708579
G24000307401034010,31,3.038961039,46488,9184.661116,16888.05426,,,
G24000307401034012,55,3.038961039,46488,9410.645673,17381.01892,1,77000,67.30769231
G24000307401041000,48,3.443609023,37266,9881.906203,19212.82917,8,194540,84.87594617
G24000307401041001,74,3.443609023,37266,10326.08549,19181.94449,7,180000,95.28439475
G24000307401041002,11,3.443609023,37266,10285.28926,19206.72909,1,179900,101.523702
G24000307401041003,382,3.441441441,37266,10829.4428,19212.4382,3,129900,122.8522337
G24000307401041004,128,3.657142857,37266,10946.40638,19223.88906,1,146900,83.84703196
G24000307401041005,17,3.337103574,37266,9861.075992,19627.73315,1,184000,96.4360587
G24000307401041006,26,3.443609023,37266,9928.391444,19431.29521,16,190280,90.53108093
G24000307401041007,33,3.443609023,37266,10118.88576,19396.01454,6,190770,95.07672458
G24000307401041008,144,3.443609023,37266,10312.13134,19458.84464,11,183740,97.43190299
G24000307401041009,180,3.255217501,37266,10806.50729,19471.77741,7,144900,84.27835052
G24000307401041010,116,3.039215686,37266,10545.5784,20050.47646,,,
G24000307401041011,23,3.039215686,37266,10497.05225,19853.65797,,,
G24000307401041014,16,3.039215686,37266,10129.02036,19794.2827,,,
G24000307401041015,32,3.443609023,37266,9969.733157,19597.21567,2,183500,80.48245614
G24000307401041016,43,3.443609023,37266,9923.053686,19321.61531,10,186735,91.80538381
G24000307401041018,188,3.111126744,37266,9570.005321,20336.06691,2,197000,83.33523978
G24000307401041021,43,3.157147063,37266,10501.18245,20521.95913,,,
G24000307401042000,46,2.090909091,37266,9033.047454,18540.99802,,,
G24000307401042002,31,2.894140228,37266,9171.160413,18585.61655,,,
G24000307401042003,223,3.165296512,37266,9221.756197,18939.20433,24,191164.5,90.72335423
G24000307401042004,100,3.154541515,37266,9164.039211,19251.96742,8,139581.5,66.7188655
G24000307401042005,18,3.167267073,37266,9385.329193,19042.16715,6,203299,97.42340319
G24000307401042007,12,3.167271201,37266,8992.394469,19132.0135,,,
G24000307401042008,284,2.916646285,37266,9505.136361,19175.40799,4,202383,89.145826
G24000307401042009,233,2.982150679,37266,9668.511388,19269.04114,3,160000,97.74748074
G24000307401042012,13,3.167279412,37266,9176.10789,19301.49272,,,
G24000307401043000,664,3.160016733,37266,8883.448094,19762.02634,,,
G24000307401043001,71,3.167279412,37266,8919.115572,19521.88786,,,
G24000307401043002,2,3.167279412,37266,9178.085073,19797.99588,,,
G24000307401043006,249,3.058210634,37266,9406.070197,19772.12161,,,
G24000307401043008,24,3.167279175,37266,9741.678284,19787.31818,,,
G24000307401051000,1276,3.348000736,20950,8245.916229,19941.73518,1,196000,92.10526316
G24000307401051005,13,3.34796748,20950,8739.892388,18978.89635,,,
G24000307401051007,388,3.34796748,20950,8195.119727,20686.58997,,,
G24000307401051008,28,3.34796748,20950,8876.372501,18885.86186,,,
G24000307401051010,95,3.34796748,20950,7654.074743,20892.10169,,,
G24000307401051011,154,3.34796748,20950,7807.624978,20758.75719,,,
G24000307401051012,89,3.34796748,20950,7838.97069,20526.17686,,,
G24000307401052000,742,3.723116906,20950,8420.696062,20747.68989,,,
G24000307401052002,58,2.953389601,20950,7704.6414,21236.41676,1,107000,84.92063492
G24000307401052003,25,2.5,20950,7575.841665,21178.22666,,,
G24000307401052004,15,3.309222998,20950,7440.612736,21223.74461,,,
G24000307402011000,154,3.256988599,48289,3998.057631,14978.14771,,,
G24000307402011005,249,2.075132298,48289,4087.013504,15825.8153,,,
G24000307402011006,78,2.313864221,48289,3969.738931,15768.44826,,,
G24000307402011012,474,2.957831325,48289,4606.93205,17265.92001,9,108000,90
G24000307402011014,84,2.709677419,48289,4535.419118,17143.57936,,,
G24000307402011015,147,2.826923077,48289,4434.722714,17277.33412,1,120000,66.66666667
G24000307402011016,61,3.388888889,48289,4523.749791,16960.64394,,,
G24000307402011017,210,2.617283951,48289,4134.598882,16892.61722,4,127500,76.19366787
G24000307402012000,390,2.702508961,41500,4995.310291,16839.67478,2,99100,73.84628852
G24000307402012001,32,2.702508961,41500,5178.652204,16937.92239,,,
G24000307402012002,226,3.323529412,41500,5382.789306,17244.1171,10,127200,98.39537348
G24000307402012004,432,2.622869319,41500,4990.752472,17041.42993,,,
G24000307402012006,139,3.159090909,41500,5327.43587,17418.56429,3,144900,83.36575875
G24000307402012007,172,3.659574468,41500,5037.820202,17284.65891,1,145000,81.64414414
G24000307402012008,45,2.8125,41500,4918.330415,17242.35198,,,
G24000307402012009,87,3,41500,4993.588642,17426.12982,1,140000,123.1310466
G24000307402012010,98,3.5,41500,5199.220766,17523.04217,1,152500,97.75641026
G24000307402012011,112,3.5,41500,5369.201032,17527.20357,,,
G24000307402013003,34,3.289473684,41500,4710.994543,15701.32539,,,
G24000307402013004,33,3,41500,4887.219434,15610.33037,,,
G24000307402013006,937,2.665975104,41500,4929.424132,17388.43024,4,102950,94.5302457
G24000307402013008,69,3.285714286,41500,5130.947965,17784.45753,,,
G24000307402013012,105,2.696134159,41500,5098.624092,17627.67013,5,139000,79.004329
G24000307402013016,209,3.137838443,41500,5683.495138,17930.39107,2,91000,57.61238338
G24000307402013017,125,2.918877736,41500,5379.88229,17756.23887,3,137000,87.82051282
G24000307402013018,44,3.548387097,41500,5206.526116,17653.34838,,,
G24000307402013019,66,3.548387097,41500,5295.994656,17654.09336,4,130450,84.688281
G24000307402013023,91,3.289473684,41500,4826.936487,16096.96975,,,
G24000307402014000,299,2.751243781,32702,3677.697145,15945.59307,,,
G24000307402014001,254,2.751243781,32702,3803.491001,15987.64971,1,117850,72.2120098
G24000307402014002,69,4.058823529,32702,3878.896359,16114.33791,,,
G24000307402014003,35,2.5,32702,3968.66854,16153.24619,,,
G24000307402014004,87,2.806451613,32702,3997.444893,16239.89962,,,
G24000307402014005,56,2.947368421,32702,3766.937916,16157.68573,1,120000,73.52941176
G24000307402014006,28,2.153846154,32702,3754.895489,16081.62721,2,114000,76.94327731
G24000307402014007,68,3.090909091,32702,3850.257073,16365.72875,1,131000,69.97863248
G24000307402014008,81,3,32702,3754.000716,16248.56457,1,83000,39.52380952
G24000307402014009,103,3.21875,32702,3674.643378,16248.87384,2,103500,87.77472527
G24000307402014010,51,2.833333333,32702,3556.157893,16289.16078,,,
G24000307402014011,106,3.419354839,32702,3757.020461,16478.54119,1,118000,79.62213225
G24000307402014012,59,2.458333333,32702,3925.984803,16423.48797,1,132000,64.0776699
G24000307402014013,108,3,32702,4123.705409,16353.2269,,,
G24000307402014014,31,2.818181818,32702,4162.229427,16417.69625,,,
G24000307402014015,70,2.692307692,32702,4004.67634,16470.29178,2,88600,54.28921569
G24000307402014016,67,2.913043478,32702,4106.836768,16503.41994,3,106500,81.34615385
G24000307402014017,49,2.882352941,32702,4290.068021,16522.80139,,,
G24000307402014018,46,2.705882353,32702,4333.667238,16604.20311,,,
G24000307402014019,37,2.642857143,32702,4175.253225,16582.10844,,,
G24000307402014020,40,2.857142857,32702,4378.343573,16680.93678,,,
G24000307402014021,37,3.363636364,32702,4255.03832,16663.36775,1,112000,107.6923077
G24000307402014022,61,3.388888889,32702,4271.89168,16735.68054,1,110000,105.7692308
G24000307402014023,33,2.357142857,32702,4095.167807,16623.34518,,,
G24000307402014024,36,3,32702,4420.849198,16758.08573,,,
G24000307402031002,59,3.541666667,60232,5804.531503,17502.27184,1,138800,123.9285714
G24000307402031003,29,2.9,60232,6045.493352,17605.67664,2,74000,58.88797213
G24000307402031004,76,2.855855856,60232,6346.514519,17786.15397,,,
G24000307402031005,23,2.3,60232,6534.556409,17935.2215,,,
G24000307402031006,42,2.855855856,60232,6634.737706,17811.202,,,
G24000307402031007,56,2.855855856,60232,6715.411823,17948.55296,1,172500,112.745098
G24000307402031008,179,2.90475742,60232,6970.230321,18331.73553,,,
G24000307402031009,10,3.333333333,60232,7077.051975,18587.9695,1,1e+05,62.89308176
G24000307402031012,38,2.923076923,60232,6952.795817,18882.12435,,,
G24000307402031013,40,2.842105263,60232,6520.2749,19106.52728,1,290000,109.9734547
G24000307402031015,14,2.842105263,60232,6731.943634,19025.73031,,,
G24000307402031017,41,3.002949853,60232,6234.104449,18891.51143,1,224025,97.91302448
G24000307402031018,321,3.002949853,60232,5858.85897,18644.68826,7,165000,97.06546275
G24000307402031019,11,3.002949853,60232,5559.913465,18852.20017,,,
G24000307402031021,43,3.002949853,60232,5627.49417,19252.90313,10,240507.5,99.09434688
G24000307402031023,11,2.75,60232,6549.66178,18101.68856,1,115000,140.9313725
G24000307402031024,17,3.002949853,60232,5218.046742,18922.92931,,,
G24000307402031025,10,3.002949853,60232,5065.482424,18979.57594,,,
G24000307402031026,106,3.085714286,60232,5555.823577,18430.64937,,,
G24000307402031027,47,3.357142857,60232,5681.078205,18345.97115,,,
G24000307402031030,246,3.002949853,60232,4915.68173,19564.10826,5,146500,83.61872146
G24000307402031031,189,3.002949853,60232,5635.452663,19542.00653,12,224375,100.1167222
G24000307402031032,57,3.002949853,60232,4989.300283,20003.20201,,,
G24000307402031033,47,3.002949853,60232,5139.961282,19626.72162,,,
G24000307402031035,35,3.002949853,60232,4610.050638,20184.19648,,,
G24000307402032000,198,3.09375085,40288,7600.150283,18334.25071,3,213550,93.00958188
G24000307402032001,156,3.362318841,40288,7366.456047,18845.79907,4,138501.5,88.19492662
G24000307402032003,70,3.333333333,40288,7082.657523,19074.17392,1,148000,125.8503401
G24000307402032004,76,3.362318841,40288,7302.024995,19086.45586,,,
G24000307402032005,153,3.477272727,40288,6938.480948,19522.0659,4,143250,98.04357686
G24000307402032006,126,3.309859155,40288,6575.584032,19512.05157,2,102800,101.2089448
G24000307402032007,76,3.309859155,40288,6658.634616,19584.5191,1,83000,69.16666667
G24000307402032008,56,3.5,40288,6542.091105,19772.06902,,,
G24000307402032009,49,3.266666667,40288,6513.719074,19845.92494,1,98000,61.44200627
G24000307402032010,55,3.235294118,40288,6565.47902,19956.57722,1,74000,71.15384615
G24000307402032011,232,3.259615385,40288,5744.840822,20110.08542,7,148026,88.68833087
G24000307402032012,85,3.269230769,40288,6328.713061,20133.49899,3,130500,130.5
G24000307402032013,107,3.259615385,40288,5852.20977,20257.5226,1,156000,87.83783784
G24000307402032014,135,3.139534884,40288,6351.830434,19958.03839,4,96500,85.63920874
G24000307402032015,117,4.034482759,40288,6085.547353,20182.34561,1,137000,105.0613497
G24000307402032016,59,2.565217391,40288,6286.110505,20237.56724,,,
G24000307402032017,33,3.309859155,40288,6310.616386,19662.92361,,,
G24000307402032018,44,2.933333333,40288,5751.605548,20974.11851,,,
G24000307402032020,1,1.095724923,40288,6573.921511,20181.4902,,,
G24000307403031002,151,3.145833333,37330,8332.044853,18321.25609,,,
G24000307403031003,104,2.951807229,37330,8607.762275,18560.56632,2,192375,83.34025791
G24000307403031004,56,2.951807229,37330,8134.32354,19198.32581,,,
G24000307403031006,82,2.951807229,37330,8128.765259,18967.26855,,,
G24000307403031007,68,3.090909091,37330,8258.358688,18764.62033,1,114900,119.6875
G24000307403031008,70,3.333333333,37330,8326.678936,18673.72221,3,134900,87.82552083
G24000307403031010,68,2.539331364,37330,7985.162653,18585.25433,1,56000,77.66990291
G24000307403031015,173,2.412765633,37330,7568.290865,19229.0848,6,199325,115.3705708
G24000307403031016,79,3.038461538,37330,7344.53576,19559.42255,,,
G24000307403031017,189,2.999155164,37330,7577.937224,19966.39636,,,
G24000307403032000,83,3.113207547,42981,7168.704078,19784.07107,2,100848,71.25612408
G24000307403032002,14,3.113207547,42981,7253.47972,19974.31292,,,
G24000307403032003,44,3.113207547,42981,7081.295068,19866.56367,1,133900,119.5535714
G24000307403032004,39,3.9,42981,6912.640465,19860.0337,,,
G24000307403032005,41,2.5625,42981,6858.480587,19951.01575,1,127900,111.8006993
G24000307403032006,21,3.113207547,42981,7043.286779,19959.99023,2,130750,104.7138047
G24000307403032007,39,2.4375,42981,7003.837704,20054.05331,,,
G24000307403032008,44,2.933333333,42981,7212.975589,20066.43415,1,125000,91.91176471
G24000307403032009,46,2.875,42981,7172.479136,20158.79653,1,140000,126.3537906
G24000307403032010,66,3,42981,6967.895232,20281.55303,1,141200,67.04653371
G24000307403032011,44,3.142857143,42981,6966.205256,20145.45971,,,
G24000307403032012,65,3.25,42981,6749.644013,20133.90152,,,
G24000307403032013,46,2.705882353,42981,6802.020292,20042.66549,4,127450,100.0411196
G24000307403032014,25,3.125,42981,6642.629168,20221.72498,,,
G24000307403032015,43,2.529411765,42981,6629.055157,20321.30763,1,152900,147.0192308
G24000307403032016,95,2.794117647,42981,6931.603946,20416.7864,2,126700,117.4895862
G24000307403032017,16,2.5846917,42981,6571.67536,20538.34421,,,
G24000307403032018,4,4,42981,6425.076152,20487.11504,,,
G24000307403032020,12,2.470588235,42981,6684.218282,20910.53642,,,
G24000307403032021,64,2.666666667,42981,7348.790538,20607.16537,32,141525,121.7730235
G24000307403032025,9,1.5,42981,7046.137809,21281.1198,,,
G24000307403032026,2,2.481078151,42981,6765.415626,21286.7305,,,
G24000307403032027,51,2.942917877,42981,6449.73995,21507.46468,1,156000,132.6530612
G24000307403032028,13,2.891891892,42981,6191.023454,21487.39398,,,
G24000307403032029,81,2.891891892,42981,6231.256649,21255.94321,4,152040,103.0850697
G24000307403032030,20,2.222222222,42981,6243.320639,20968.5803,,,
G24000307403032032,13,2.891891892,42981,6100.555522,21506.00422,1,128900,121.6037736
G24000307403032033,27,3.057119508,42981,6855.234081,20545.30046,1,145900,98.05107527
G24000307403041003,2,2.949387796,28444,6884.738354,22685.7048,,,
G24000307403041005,23,3.285714286,28444,6692.267487,22671.15256,,,
G24000307403041007,14,2.8,28444,6714.580564,22772.79337,,,
G24000307403041008,4,2,28444,6668.995422,22556.59068,,,
G24000307403041010,11,2.746517229,28444,7509.292186,23030.19159,,,
G24000307403041012,6,2,28444,7536.472368,23523.34898,,,
G24000307403041021,577,2.643445138,28444,5815.506395,23409.21347,4,127925,127.4739583
G24000307403041022,46,2.735849057,28444,5382.922784,23684.93889,,,
G24000307403041026,10,2.713178295,28444,5909.319759,23676.8918,2,139800,92.24471924
G24000307403041027,30,2.735849057,28444,5297.262772,23799.71375,,,
G24000307403041031,30,3.333333333,28444,6110.15091,23761.97927,1,126000,132.9113924
G24000307403041032,91,2.735849057,28444,5501.372396,23764.25872,,,
G24000307403041037,19,2.714285714,28444,5836.172191,24111.35424,1,126675,115.1590909
G24000307403041039,8,4,28444,6479.641086,23866.89271,,,
G24000307403041043,83,2.964285714,28444,6577.197818,23396.78282,,,
G24000307403041044,37,2.722111809,28444,6601.882126,23172.2182,1,114900,111.9883041
G24000307403041049,23,2.875,28444,7598.289296,23821.22419,,,
G24000307403041053,17,2.833333333,28444,7269.943324,23833.17691,,,
G24000307403041057,14,2.875,28444,6768.442562,23863.44459,,,
G24000307403041059,85,3.068181818,28444,4834.075262,24429.44466,,,
G24000307403041060,29,3.068181818,28444,4756.861457,24183.76319,,,
G24000307403041062,20,3.068181818,28444,4568.662171,24306.64371,,,
G24000307403041063,29,2.636363636,28444,6287.780275,23973.93916,,,
G24000307403041064,13,2.6,28444,6494.464224,23993.62707,2,129900,91.38396496
G24000307403041066,32,3.555555556,28444,7643.011554,23959.6682,,,
G24000307403042000,601,2.732636037,42981,5256.455743,22958.96398,14,164000,98.62420578
G24000307403042001,73,2.735849057,42981,5139.331858,22888.37899,2,138850,105.3927131
G24000307403051001,39,2.457446809,28444,8840.122243,21988.70288,14,141975.5,73.12097884
G24000307403051002,7,2.457446809,28444,8749.992795,22021.57548,15,144110,93.38738208
G24000307403051003,4,2.457446809,28444,8581.582209,21610.66037,,,
G24000307403051004,4,2.457446809,28444,9039.931254,21963.56088,9,129900,100.5209581
G24000307403051006,2,2.457446809,28444,8854.117549,22179.88196,7,145859,87.38970588
G24000307403051007,2,2.457446809,28444,9062.729012,22174.77088,,,
G24000307403051010,5,2.457446809,28444,8593.015316,22037.29148,2,193500,94.67192955
G24000307403051011,10,2.457446809,28444,8662.3704,21659.08706,7,137600,77.25230947
G24000307403051012,2,2.457446809,28444,8977.238153,21889.38986,1,126000,95.45454545
G24000307403052000,61,2.457446809,28444,8337.91608,22418.4488,45,132025,97.65329296
G24000307403052001,2,2.457446809,28444,8375.067589,22265.31682,,,
G24000307403052003,3,2.457446809,28444,8237.579871,22121.94021,,,
G24000307403052005,1,2.457446809,28444,8320.38456,22211.19524,,,
G24000307403052006,8,2.457446809,28444,8502.739125,22430.90271,7,129765,94.3059593
G24000307403052007,6,2.457446809,28444,8695.5126,22335.0958,5,149545,96.64276402
G24000307403052010,91,2.827282525,28444,8127.912281,22991.07836,,,
G24000307403052011,1,2.457446809,28444,7933.857887,22590.66112,,,
G24000307403052014,6,2.457446809,28444,8176.22517,22812.30205,,,
G24000307403052015,6,2.457446809,28444,7980.602421,22761.93604,,,
G24000307403053000,891,3.406993764,41250,8706.552674,20886.84687,2,97684.5,74.00340909
G24000307403053002,468,3.341059603,41250,8439.080918,21305.95134,5,214225,88.39642263
G24000307403053003,18,3.341059603,41250,8218.489391,21101.90938,,,
G24000307403053004,58,3.341059603,41250,8217.813425,21202.22917,,,
G24000307403053005,10,2.457446809,41250,8339.014294,21583.8197,20,199425,88.7262777
G24000307403053006,5,2.457446809,41250,8155.548966,21664.34662,25,175975,92.87257019
G24000307403053008,5,2.457446809,41250,8319.559558,21590.72916,2,180012.5,97.90130766
G24000307403053009,44,3.341059603,41250,8109.334566,21202.97741,,,
G24000307403053010,49,3.341059603,41250,8034.731168,21241.81438,,,
G24000307403054000,162,3.297972821,41250,7694.592628,21728.46933,3,185800,78.83642496
G24000307403054002,41,3.341059603,41250,7358.257854,21763.56305,,,
G24000307403054003,1,2.457446809,41250,7379.20807,21918.82774,,,
G24000307403054004,135,3.341059603,41250,7852.758883,21584.08757,1,176500,96.76535088
G24000307403054006,2,2.457446809,41250,8213.578933,21807.91208,2,178025,96.44282914
G24000307403054009,11,3.341059603,41250,7407.485462,22098.25495,,,
G24000307405001000,41,2.411764706,52028,15264.80636,24435.2502,,,
G24000307405001003,1,2.771428571,52028,15207.00531,25210.81099,,,
G24000307405001004,3,2.771428571,52028,15825.15965,25478.51077,17,261802,100.6505178
G24000307405001019,8,2.771428571,52028,16669.22527,25914.12697,18,223548,95.96923856
G24000307405001020,1,2.771428571,52028,16141.75687,25183.91796,1,227124,95.75210793
G24000307405001021,1,2.771428571,52028,16002.01753,26012.47728,,,
G24000307405001022,1,2.771428571,52028,15880.35176,25083.35596,3,271763,100.355613
G24000307405001030,1,2.771428571,52028,15976.9612,26074.31748,,,
G24000307405001031,1,2.771428571,52028,16328.72755,25219.04063,1,236383,86.14540816
G24000307405001033,1,2.771428571,52028,16021.2815,25952.32983,,,
G24000307405001035,1,2.771428571,52028,16382.6409,25292.15781,,,
G24000307405001037,1,2.771428571,52028,16109.32658,25465.79332,15,166070,77.16287215
G24000307405001039,1,2.771428571,52028,15713.24513,25504.60343,1,263544,95.27982646
G24000307405001040,2,2.771428571,52028,15885.84224,25359.77447,19,221425,91.72636103
G24000307405001045,1,2.771428571,52028,16139.55113,25388.44285,,,
G24000307405001047,2,2.771428571,52028,16034.67737,25372.11904,,,
G24000307405001048,2,2.771428571,52028,16128.76843,25462.70289,3,159628,79.41691542
G24000307405001049,1,2.771428571,52028,16113.68189,25583.83249,,,
G24000307405001050,1,2.771428571,52028,16119.15738,25525.70415,,,
G24000307405001057,1,2.771428571,52028,15589.23798,25448.76693,,,
G24000307405002000,29,2.416666667,42436,17537.19272,26153.71098,1,228000,65.74394464
G24000307405002005,146,2.455555556,42436,17194.08368,27079.40414,6,110900,98.7295082
G24000307405002006,75,2.455555556,42436,16808.66867,26896.41423,3,115000,98.36065574
G24000307405002007,2,2.168460876,42436,16640.0704,27004.22369,5,152265,77.52800407
G24000307405002010,3,2.771428571,42436,16377.70692,26758.18189,26,163291.5,78.81352632
G24000307405002014,7,2.771428571,42436,15857.2571,26492.09895,12,154285,94.34323279
G24000307405002017,1,2.771428571,42436,15918.08405,26467.77294,,,
G24000307405002022,1,2.771428571,42436,16413.58838,26899.88251,2,164500,79.64600346
G24000307405002023,1,2.771428571,42436,16342.62447,26855.91225,1,148490,78.15263158
G24000307405002024,1,2.771428571,42436,16257.31741,26821.90012,,,
G24000307405002026,3,2.771428571,42436,16125.51247,26831.22058,,,
G24000307405002027,1,2.771428571,42436,16071.00715,26601.70703,49,148900,107.0238095
G24000307405002039,1,1,42436,16342.15268,26959.74906,,,
G24000307405003000,4,2.771428571,52028,15281.96956,26128.76541,,,
G24000307405003004,1,2.771428571,52028,15178.6965,25662.46985,,,
G24000307405003007,29,2.771428571,52028,15458.4939,25845.07784,28,138750,130.7415802
G24000307405003014,4,2.771428571,52028,15671.46265,25695.36876,,,
G24000307406011001,1,2.090909091,22153,12828.45768,21220.52231,,,
G24000307406011003,14,2.090909091,22153,12642.18695,20852.84351,,,
G24000307406031048,17,2.428571429,28444,10381.33222,28512.89329,,,
G24000307406032085,34,873.3322562,28444,8456.35582,23862.92499,,,
G24000307407011001,3,3.092482904,43036,7543.898457,25733.93243,,,
G24000307407011003,2,3.109777931,43036,7689.182118,25771.28779,1,135000,108.8709677
G24000307407011004,3,3.093067433,43036,7665.866537,25901.36967,9,137330,101.0223881
G24000307407011006,11,3.1023575,43036,7842.016907,26038.70954,7,141395,106.7303683
G24000307407011012,9,3.090709869,43036,8301.452091,26484.27119,,,
