GISJOIN,pop1990,hhsize1990,mhi1990,coastdist,cbddist,hhtrans1993,salesprice1993,salespricesf1993
G24000504001001000,724,2.52242666744216,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001001,68,2.52340159624351,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001002,83,2.46426594838126,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001003,97,2.5220941374673,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001004,26,2.52351455694521,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001006,26,2.52353059646616,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001007,34,4.85714285714286,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001012,378,2.52355072463768,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001013,34,2.52355072463768,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001014,49,2.52355072463768,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001001015,51,2.42857142857143,34336,7538.380331,8675.488834,12,109750,80.55555556
G24000504001002000,688,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002004,1,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002008,2,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002009,1,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002011,6,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002012,26,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002013,1,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002014,1,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002016,5,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002017,1,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001002018,3,1.72060857538036,34336,6704.894039,7827.227724,,,
G24000504001003000,110,1.72060857538036,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003001,31,1.82352941176471,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003002,1,1.72060857538036,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003003,69,1.72060857538036,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003005,29,2.41666666666667,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003006,40,2.5,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003007,318,1.72060857538036,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003008,8,1.72060857538036,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003009,29,2.41666666666667,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003010,40,2.35294117647059,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003011,44,2.31578947368421,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003012,9,1.5,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003014,17,2.83333333333333,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003015,33,2.75,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504001003016,53,2.94444444444444,34336,6658.489487,7674.575045,2,101450,67.89279844
G24000504002001004,83,1.80434782608696,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001005,48,2.6260162601626,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001008,158,2.6260162601626,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001009,244,1.93292682926829,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001010,206,2.08080808080808,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001011,75,1.97368421052632,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001012,84,2.47058823529412,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001013,77,2.13888888888889,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001014,58,1.67901234567901,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001015,27,1.67901234567901,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001016,51,1.67901234567901,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001017,58,2.6260162601626,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001018,54,2.63414634146342,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001019,35,2.63414634146342,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001020,30,2.6260162601626,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001021,29,2.6260162601626,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001022,73,1.93292682926829,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002001023,19,2.63414634146342,26643,7615.388678,8408.603725,3,77900,70.68965517
G24000504002002000,16,2.28571428571429,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002001,17,2.125,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002002,32,2.125,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002003,47,2.125,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002004,39,2.125,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002005,41,2.3,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002007,19,2.3,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002008,55,2.3,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002009,42,1.97872340425532,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002010,221,2.57408097198478,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002011,60,2.48543689320388,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002012,37,2.95652173913044,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002013,55,2.53061224489796,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002014,17,2.53061224489796,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002017,34,2.42857142857143,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002018,56,2.33333333333333,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002019,34,2.125,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002020,97,2.02083333333333,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002021,43,2.38888888888889,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002022,30,1.97872340425532,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002023,20,1.97872340425532,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002024,32,2.53061224489796,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002025,20,2.53061224489796,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002026,31,2.95652173913043,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504002002027,41,2.27777777777778,40900,8330.676839,9196.762415,12,97500,76.06907895
G24000504004001000,26,2.36363636363636,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001002,67,2.48148148148148,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001004,73,2.80769230769231,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001005,63,2.625,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001006,119,2.53191489361702,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001009,91,2.75757575757576,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001010,265,2.63932866287238,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001011,27,3.14285714285714,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001012,96,1.81132075471698,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001013,45,4.5,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001015,7,7,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001017,36,2.11764705882353,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004001018,37,1.94736842105263,43214,9498.615365,10576.58676,7,115000,73.34710744
G24000504004002001,97,2.77142857142857,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002002,159,3.05769230769231,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002003,59,3.24359608229671,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002005,8,3.02439024390244,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002006,116,3.02439024390244,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002007,200,3.24359596016954,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002009,20,3.24359605654407,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002010,30,2.72727272727273,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002011,51,2.42857142857143,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002013,1,1,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002016,6,2,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002017,9,3.024,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002018,1,2.25,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002019,59,2.91357962352323,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002021,11,2.93333333333333,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002022,16,4,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002023,269,3.024,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002024,100,3.024,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004002025,35,2.25,50714,8650.377131,10035.90996,12,141632,86.5074034
G24000504004003001,66,2.64,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003002,99,2.30232558139535,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003003,36,2.76923076923077,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003004,29,2.41666666666667,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003005,94,2.41025641025641,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003006,2,2.5,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003007,28,2.5,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003008,26,2.36363636363636,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003009,138,2.33898305084746,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003010,65,2.95454545454545,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003011,70,2.69230769230769,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003012,86,2.6875,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003013,50,2.38095238095238,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003014,19,2.71428571428571,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003015,50,2.08333333333333,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004003016,95,2.375,57023,10047.42368,11083.59006,7,180000,99.32170543
G24000504004004000,84,3.36,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004001,47,2.45945945945946,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004002,44,2.45945945945946,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004003,91,2.6,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004004,140,2.33333333333333,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004005,81,2.53125,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004006,67,2.91304347826087,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004007,32,2.66666666666667,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004008,56,2.43478260869565,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004009,66,3.14285714285714,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004004010,32,2.90909090909091,55859,10161.90061,11361.97177,8,127950,93.37322946
G24000504004005000,85,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005002,7,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005004,18,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005005,4,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005006,66,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005007,24,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005009,5,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005010,1,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005012,6,2.35483870967742,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005013,69,2.39983452170593,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005015,3,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005016,64,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005020,1,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005021,1,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005023,161,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005029,4,2.35483870967742,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005034,2,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504004005036,27,3.26388888888889,50714,9369.6894,11256.53333,21,250000,92.31301939
G24000504005001000,48,3,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001002,87,2.9,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001003,67,2.57692307692308,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001004,80,3.47826086956522,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001005,47,2.47368421052632,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001006,443,2.67855065738974,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001007,12,2.4,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001008,25,2.27272727272727,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001009,10,3.33333333333333,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001010,50,2.54663462478022,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001011,17,1.88888888888889,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001012,42,2.47058823529412,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001013,14,2,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001014,40,2.54354009692168,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001015,51,2.8313512594909,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001016,44,3.14285714285714,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001017,32,2.90909090909091,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001018,89,3.16393442622951,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001019,1,3.16393442622951,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001022,1,3.16393442622951,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001023,94,3.16155222742178,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001024,1,3.16393442622951,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001025,6,3.16393442622951,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001026,12,2.83034012447819,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001027,45,2.04498876103509,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001028,65,2.58730158730159,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001029,36,3,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001031,58,2.52173913043478,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001033,50,2.63157894736842,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001034,63,2.58667533543922,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001035,30,3.33333333333333,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001036,5,2.58730158730159,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504005001037,29,2.58730158730159,62895,11104.24127,12488.10865,18,221535,97.8196297
G24000504006001000,5,1.5,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001001,4,1.5,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001003,70,2.34285714285714,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001004,12,2.34285714285714,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001005,45,2,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001006,3,2,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001007,141,1.84313725490196,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001008,103,1.84313725490196,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001009,95,2.39705882352941,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001010,41,2.2093023255814,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001011,91,1.84313725490196,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001012,41,1.84313725490196,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001013,68,2.39705882352941,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001014,55,2.5,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006001015,54,2.2093023255814,33676,8121.314031,8525.65978,7,85000,69.50844854
G24000504006002000,25,2.35897435897436,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002001,83,2.35897435897436,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002002,375,2.35897435897436,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002003,68,2.35897435897436,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002005,283,2.18014705882353,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002007,245,2.18014705882353,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006002008,66,2.18014705882353,30417,8228.196085,8832.936823,6,91750,74.45008948
G24000504006003000,40,2.85714285714286,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003001,98,2.88571428571429,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003002,141,2.38983050847458,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003003,382,2.48051948051948,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003004,55,2.11538461538462,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003005,43,2.52941176470588,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003006,111,3.08333333333333,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003008,54,2.84210526315789,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003010,70,2.41379310344828,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003011,16,1.77777777777778,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504006003013,3,2.88571428571429,45469,8775.972199,9410.153951,8,132250,95.38659765
G24000504007011000,86,2.55172413793103,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011002,62,2.55172413793103,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011003,48,2.38636363636364,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011004,14,2.38636363636364,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011005,76,2.47692307692308,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011006,65,2.47692307692308,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011007,78,2.25,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011008,43,2.38636363636364,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011009,29,2.125,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011010,17,2.125,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011011,29,2.54166666666667,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011012,93,2.54166666666667,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011013,22,2.125,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011014,47,2.6,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011015,52,2.6,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011016,51,2.13207547169811,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011017,49,2.13207547169811,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011018,13,2.13207547169811,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011019,18,2.6,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011021,7,2.25,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011022,68,2.25,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011023,155,1.96212121212121,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011024,91,1.96212121212121,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011026,13,1.96212121212121,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007011027,20,2.47692307692308,44132,8750.448815,9192.360333,6,101250,72.10477941
G24000504007012004,172,4.21881030196881,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012007,58,4.26415094339623,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012008,16,1.33333333333333,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012009,78,1.5,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012010,28,1.5,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012012,71,3.4329765878848,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012013,38,2.85714285714286,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012024,15,2.4,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012026,9,2.4,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012027,12,2,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012028,4,2,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012029,46,3.06666666666667,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012030,66,2.8,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012031,390,1.55520504731861,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012035,185,1.5,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012036,59,1.55520504731861,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012037,39,1.55520504731861,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007012041,4,1.55520504731861,34850,9504.056777,9863.615684,5,118000,88.58858859
G24000504007021005,43,2.59615384615385,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021006,28,3.11111111111111,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021007,64,2.39130434782609,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021008,11,2.75,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021009,74,2.59615384615385,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021010,18,2.59615384615385,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021011,58,2.95238095238095,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021012,41,2.72222222222222,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021013,105,2.72222222222222,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021014,61,2.72222222222222,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021016,46,2.39130434782609,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021017,37,2.72222222222222,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021018,172,2.56716417910448,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021019,43,2.65714285714286,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021021,4,2.95238095238095,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021022,120,2.76,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021023,167,2.26923076923077,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021024,143,2.6140350877193,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021025,235,6.02564102564103,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021026,50,2.65714285714286,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021028,2,1.5,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021031,1,2.65714285714286,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021032,10,2.26923076923077,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021033,18,2.76,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021034,105,2.02803738317757,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021035,42,2.02803738317757,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021036,70,2.02803738317757,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504007021037,6,2.6140350877193,37349,8651.345565,8851.441897,3,104000,83.59375
G24000504008001000,1,2.24208536805645,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001001,53,2.32876963581159,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001002,265,2.73775556962392,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001004,34,2.26666666666667,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001005,29,2.07142857142857,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001006,39,2.6,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001008,43,3.30769230769231,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001009,78,2.6,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001010,36,2.4,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001011,41,3.15384615384615,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001012,26,2.36363636363636,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001013,143,3.07692307692308,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001014,9,3.07692307692308,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001015,8,3.07692307692308,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001016,51,3.1875,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001017,132,2.35714285714286,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001018,26,3.25,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001020,40,2.66666666666667,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001021,169,2.81666666666667,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001022,126,2.625,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001023,126,2.54411764705882,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001024,28,3.5,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001025,30,3.33333333333333,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001026,47,2.54411764705882,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001027,30,2.56521739130435,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001028,20,2.5,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001029,41,3.15384615384615,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001030,30,2.56521739130435,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001031,14,1.75,34850,10262.06362,10797.03915,7,1e+05,78.76984127
G24000504008001032,30,2.5,34850,10262.06362,10797.03915,7,1e+05,78.76984127
