GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504518021030,31,158000,1922.483871,44.25806452,1.467741935,1.290322581,0,0.19740803,0.782248445,0.839243972,-0.928723199,1,-36184.37534
G24000504518021037,33,370000,2247.333333,28.21212121,1.712121212,2.212121212,0,0.248703796,0.879328006,0.755254407,-0.702413355,1,88092.69768
G24000504518022022,54,340000,2402.888889,22.35185185,1.759259259,2.185185185,0,0.273266994,0.914783221,0.739053754,-0.709026392,1,42097.12639
G24000504518022041,38,222500,2007.315789,34.39473684,1.684210526,1.815789474,0,0.210803521,0.841922563,0.7648469,-0.799716357,1,-11016.59755
G24000504518022050,66,267000,2090.575758,44.95454545,1.545454545,1.939393939,0,0.223950792,0.778034665,0.812535291,-0.76937035,1,23184.94795
G24000504518031006,108,112000,1049,35.30555556,2,1.268518519,0,0.059479451,0.836412019,0.6563147,-0.934076292,1,6401.771815
G24000504518031011,97,96500,1080,33.71134021,2,1.082474227,0,0.064374545,0.846057181,0.6563147,-0.979751837,1,-2648.192179
G24000504518031013,176,101600,1057.704545,35.81818182,2,1.204545455,0,0.060853953,0.833310579,0.6563147,-0.949782254,1,-809.6912684
G24000504518031014,75,96900,1065.6,35.78666667,2,1.226666667,0,0.062100695,0.833501249,0.6563147,-0.944351297,1,-7509.218576
G24000504518031017,58,88750,1110.413793,41.62068966,2,1,0,0.069177074,0.798204826,0.6563147,-1,1,-2656.667811
G24000504518031026,192,212000,2045.067708,20.16145833,2.828125,2.453125,0,0.216764786,0.928035321,0.371700311,-0.64324476,1,-42577.96067
G24000504518031028,209,177000,1939.23445,19.64593301,3,2.401913876,0,0.200053051,0.931154301,0.3126294,-0.655817551,1,-60959.79472
G24000504518031029,40,126950,1764.8,22.5,3,1.925,0,0.172508758,0.91388691,0.3126294,-0.772904192,1,-65892.84811
G24000504518031033,99,185000,1875.555556,21.01010101,3,2.343434343,0,0.189997755,0.922900948,0.3126294,-0.670174802,1,-42772.49653
G24000504518031035,62,89000,1124.66129,33.33870968,2,1.370967742,0,0.071426843,0.848311633,0.6563147,-0.908924087,1,-30820.08761
G24000504518031036,60,115000,1270.8,30.26666667,2,1.566666667,0,0.094503061,0.866897801,0.6563147,-0.860878244,1,-31624.82838
G24000504518031037,55,111000,1313.454545,30.05454545,2,1.618181818,0,0.101238481,0.868181155,0.6563147,-0.848230811,1,-42622.28773
G24000504518031038,104,113450,1284.644231,29.40384615,1.951923077,1.442307692,0,0.096689152,0.872117951,0.672838032,-0.891409489,1,-29296.17568
G24000504518032012,137,165000,2053.686131,28.30656934,1.722627737,2.211678832,0,0.218125689,0.878756585,0.751643469,-0.702521963,1,-98690.18229
G24000504518032018,272,156907.5,1290.617647,23.33823529,1.992647059,1.731617647,0,0.097632392,0.908815503,0.658841798,-0.820381296,1,-6199.15462
G24000504518032019,41,155000,2103.756098,25.92682927,1.890243902,2.365853659,0,0.226032051,0.893154251,0.694036257,-0.664670659,1,-119531.639
G24000504519001002,34,155000,1675.970588,57.38235294,1.529411765,1.529411765,0,0.158482037,0.702845188,0.818048959,-0.870024657,1,-18602.37471
G24000504519002008,46,198500,1863.23913,36.47826087,1.586956522,1.782608696,0,0.188052914,0.829317035,0.798271672,-0.807862536,1,-20771.3603
G24000504519002018,59,210000,2091.864407,25.98305085,1.694915254,2.152542373,0,0.224154278,0.892814104,0.761167842,-0.717040495,1,-56307.36929
G24000504519002047,40,132000,1937.6,27.925,1.775,1.975,0,0.199794961,0.881065118,0.733643892,-0.760628743,1,-106590.755
G24000504519003036,30,2.00E+05,1595.2,71.6,1.55,1.666666667,0,0.145727855,0.616827001,0.810973085,-0.836327345,1,37216.07707
G24000504519003043,48,81950,1073.3125,71.875,1.78125,1.354166667,0,0.063318547,0.615163224,0.731495859,-0.913048902,1,-9018.067772
G24000504520001002,124,211500,1627.008065,48.75806452,1.475806452,1.548387097,0,0.150750548,0.755022995,0.836472317,-0.865366042,1,33558.12932
G24000504520001005,36,116450,1552.111111,61.63888889,1.388888889,1.916666667,0,0.138923849,0.67709272,0.866344605,-0.7749501,1,-67968.60299
G24000504520001014,30,128450,1279.866667,76.43333333,1.366666667,1.266666667,0,0.095934745,0.587584852,0.873982057,-0.934530938,1,16265.43292
G24000504520002038,102,81434,1364.147059,62.74509804,1.392156863,1.62745098,0,0.109243147,0.670400044,0.865221451,-0.845955149,1,-68429.11239
G24000504521001003,36,130500,1364.583333,69.91666667,1.361111111,1.166666667,0,0.109312037,0.627011336,0.875891419,-0.959081836,1,11149.7597
G24000504521001004,104,116200,1189.105769,65.55769231,1.6875,1.605769231,0,0.08160303,0.653383567,0.763716356,-0.851278213,1,-6721.770548
G24000504521001006,35,186000,1781.228571,39.91428571,1.2,1.914285714,0,0.175102932,0.808528741,0.93126294,-0.775534645,1,-40381.94604
G24000504521001017,52,240100,1642.923077,34.94230769,1.673076923,1.884615385,0,0.153263628,0.838609705,0.768673356,-0.782818977,1,36425.81182
G24000504521002005,35,208000,1832.085714,41.94285714,1.485714286,2.057142857,0,0.183133594,0.796255681,0.83306714,-0.740461933,1,-22381.01696
G24000504521002012,58,143650,1941.62069,52.72413793,1.543103448,1.775862069,0,0.200429853,0.731027854,0.813343328,-0.809518893,1,-71475.07288
G24000504521002014,43,129000,1540,50.60465116,1.453488372,1.674418605,0,0.137011429,0.743850961,0.844142713,-0.834424175,1,-47219.18602
G24000504521002015,33,175000,1529.030303,52.36363636,1.333333333,1.636363636,0,0.135279245,0.733208925,0.885438233,-0.843767011,1,205.6627666
G24000504521003010,46,114950,1552.065217,76.69565217,1.543478261,1.543478261,0,0.138916602,0.585997796,0.813214511,-0.866571205,1,-33275.28161
G24000504521003023,35,116000,1545.314286,77.11428571,1.471428571,1.4,0,0.137850588,0.583465022,0.83797693,-0.901796407,1,-25021.5489
G24000504523001001,34,64950,1038.117647,65.23529412,2,1,0,0.057761059,0.655334108,0.6563147,-1,1,-2196.386155
G24000504523001002,36,72850,1037.444444,65,2,1.194444444,0,0.057654756,0.656757661,0.6563147,-0.952262142,1,-5379.758234
G24000504523001003,40,69250,1128.1,65,2,1.25,0,0.071969836,0.656757661,0.6563147,-0.938622754,1,-20473.15199
G24000504523001005,54,60450,971.6481481,65.31481481,2,1,0,0.047265108,0.654853,0.6563147,-1,1,-508.1925401
G24000504523001006,44,65903,995.6363636,64.25,2,1,0,0.051052998,0.661295236,0.6563147,-1,1,1939.587355
G24000504523001007,61,62000,1000.918033,60.75409836,2,1,0,0.051887007,0.682445791,0.6563147,-1,1,-5055.043013
G24000504523001008,42,70000,1000.190476,64.95238095,2,1,0,0.051772121,0.657045761,0.6563147,-1,1,6139.976169
G24000504523001009,36,64625,1088,65,2,1,0,0.065637795,0.656757661,0.6563147,-1,1,-7296.189502
G24000504523001010,48,60594.5,1013.166667,65.625,2,1.041666667,0,0.053821143,0.652976349,0.6563147,-0.989770459,1,-6311.627148
G24000504523001011,30,75000,1040,64.5,2,1.066666667,0,0.058058294,0.659782711,0.6563147,-0.983632735,1,3371.02566
G24000504523001012,43,68000,982.3255814,65,2,1,0,0.048951142,0.656757661,0.6563147,-1,1,5822.721402
G24000504523001013,44,77197,959.2727273,65,2,1.090909091,0,0.045310952,0.656757661,0.6563147,-0.977681002,1,12016.45709
G24000504523001014,30,70500,1017.866667,65,2,1.133333333,0,0.054563302,0.656757661,0.6563147,-0.967265469,1,-2476.793698
G24000504523001015,38,66000,997.8947368,65.18421053,2,1,0,0.051409609,0.655643169,0.6563147,-1,1,2524.383974
G24000504523001016,45,76500,975.6444444,59.84444444,2,1.066666667,0,0.047896148,0.687949288,0.6563147,-0.983632735,1,7336.427163
G24000504523001017,35,69900,998.4,65.97142857,2,1,0,0.051489393,0.650880421,0.6563147,-1,1,6964.312589
G24000504523001018,56,62000,963.3571429,66,2,1,0,0.045955907,0.650707561,0.6563147,-1,1,2316.793095
G24000504523001019,47,62000,986.893617,65,2,1,0,0.049672463,0.656757661,0.6563147,-1,1,-598.4830176
G24000504523001020,42,70000,1058.666667,65,2,1,0,0.061005878,0.656757661,0.6563147,-1,1,783.5463302
G24000504523002038,35,84900,936.2285714,69,2,1.228571429,0,0.041672135,0.632557261,0.6563147,-0.943883661,1,17057.87534
G24000504523002044,41,81000,1348.97561,78.29268293,1.951219512,1.243902439,0,0.10684748,0.576335601,0.673079836,-0.94011976,1,-20077.5348
G24000504523002046,34,70400,951.7647059,69,2,1,0,0.044125388,0.632557261,0.6563147,-1,1,14020.84795
G24000504523002047,56,64450,983.2678571,78,2,1,0,0.049099933,0.578106362,0.6563147,-1,1,11871.49635
G24000504523002049,37,70000,919.7837838,69,2,1,0,0.0390754,0.632557261,0.6563147,-1,1,16569.70974
G24000504523002054,92,72000,943.1304348,69,2,1.043478261,0,0.042761983,0.632557261,0.6563147,-0.989325696,1,13964.0368
G24000504523002055,34,72750,941.1764706,69,2,1.176470588,0,0.042453439,0.632557261,0.6563147,-0.956674886,1,7391.062933
G24000504523002056,38,72250,926.3157895,69,2,1.105263158,0,0.040106845,0.632557261,0.6563147,-0.974156949,1,12278.69134
G24000504523002057,40,85000,969.6,69,2,1,0,0.046941693,0.632557261,0.6563147,-1,1,26976.31071
G24000504523002061,51,69900,936.1568627,69,2,1,0,0.041660812,0.632557261,0.6563147,-1,1,14959.99883
G24000504523002070,31,80000,941.4193548,69,2,1.064516129,0,0.042491792,0.632557261,0.6563147,-0.984160711,1,20934.89863
G24000504524001103,41,90000,1008,64.07317073,2,1,0,0.053005294,0.662365071,0.6563147,-1,1,24764.82796
G24000504524001109,39,83900,973.5384615,64.05128205,2,1.025641026,0,0.047563601,0.6624975,0.6563147,-0.993704898,1,20379.49967
G24000504524001110,34,84500,961.8823529,64.11764706,2,1,0,0.045723028,0.662095985,0.6563147,-1,1,23550.3305
G24000504524001111,43,86000,984.5581395,64,2,1.093023256,0,0.049303677,0.662807761,0.6563147,-0.977161955,1,17623.64015
G24000504524001112,69,105000,1002.782609,69,1.927536232,1.028985507,0,0.052181435,0.632557261,0.681219432,-0.992883798,1,40445.46418
G24000504524002002,130,202810.5,1913.046154,36.23076923,1.638461538,1.823076923,0,0.195917755,0.830814384,0.780570154,-0.797927222,1,-22216.049
G24000504524002009,55,213925,2153.072727,24.21818182,1.945454545,2.127272727,0,0.233819456,0.903491739,0.675061171,-0.72324442,1,-51568.00552
G24000504524002024,40,167222.5,1672.825,22.875,1.875,1.925,0,0.157985329,0.911618123,0.699275362,-0.772904192,1,-45362.26999
G24000504524002025,34,183000,1773.176471,41.82352941,1.852941176,2.294117647,0,0.173831455,0.796977625,0.706856656,-0.682282494,1,-46103.94533
G24000504524002027,162,203872.5,1832.234568,20.2037037,1.941358025,2.067901235,0,0.183157099,0.927779732,0.676469085,-0.737820655,1,-31782.17541
G24000504524002028,185,193510,1803.189189,20.45405405,1.940540541,2.108108108,0,0.178570652,0.926265088,0.676750042,-0.727949506,1,-41569.06423
G24000504524002056,37,190000,1473.054054,65.83783784,1.527027027,1.675675676,0,0.126440244,0.651688659,0.818868558,-0.834115553,1,33095.38068
G24000504524002077,93,179555,1732.634409,21.48387097,1.838709677,2.11827957,0,0.167429609,0.920034593,0.711747813,-0.725452321,1,-51404.91308
G24000504525001001,121,170699,1622.396694,71.25619835,1.429752066,1.462809917,0,0.150022383,0.618907036,0.852300532,-0.886376008,1,13605.86686
G24000504525001004,51,75000,1024,65.09803922,2,1.333333333,0,0.055531794,0.656164514,0.6563147,-0.918163673,1,-9752.857712
G24000504525001007,54,75000,1024,64.98148148,2,1.055555556,0,0.055531794,0.6568697,0.6563147,-0.986360612,1,5831.929376
G24000504525002002,99,246000,1928.111111,29.01010101,2.434343434,1.878787879,0,0.198296606,0.874500148,0.507037246,-0.784249682,1,31225.28958
G24000504525002005,62,71083.5,1024,65.80645161,2,1.048387097,0,0.055531794,0.651878548,0.6563147,-0.988120533,1,2934.503084
G24000504525002006,57,82500,1024,65.50877193,2,1.01754386,0,0.055531794,0.65367954,0.6563147,-0.995692825,1,15869.32614
G24000504525002011,30,81500,1024,65.56666667,2,1.133333333,0,0.055531794,0.653329271,0.6563147,-0.967265469,1,8379.866033
G24000504525002014,44,93000,1024,65.86363636,2,1.022727273,0,0.055531794,0.651532575,0.6563147,-0.99442025,1,26341.28105
G24000504525002015,39,80000,1024,66,2,1.025641026,0,0.055531794,0.650707561,0.6563147,-0.993704898,1,13278.49116
G24000504525002016,44,85600,1024,65.09090909,2,1.181818182,0,0.055531794,0.656207652,0.6563147,-0.955362003,1,9389.990989
G24000504525002017,31,71320,1024,65.64516129,2,1.258064516,0,0.055531794,0.652854371,0.6563147,-0.936642843,1,-8778.71823
G24000504525002018,33,75000,1024,65.60606061,2,1.212121212,0,0.055531794,0.653090934,0.6563147,-0.947922337,1,-2535.827208
G24000504525002019,45,76500,1024,66.2,2,1.422222222,0,0.055531794,0.649497541,0.6563147,-0.896340652,1,-12446.76217
G24000504525002020,42,65070,1027.571429,65.5,2,1,0,0.056095745,0.653732611,0.6563147,-1,1,-906.7326992
G24000504525002021,39,82300,1031.692308,64.20512821,2,1.205128205,0,0.056746457,0.661566715,0.6563147,-0.949639183,1,3405.653743
G24000504525002022,62,73750,1024,65.70967742,2,1.112903226,0,0.055531794,0.652464042,0.6563147,-0.972281244,1,1889.039296
G24000504525002023,51,69000,1024,65.35294118,2,1.058823529,0,0.055531794,0.654622332,0.6563147,-0.985558295,1,-75.68641362
G24000504525002024,50,78827.5,1062.24,65.4,2,1.12,0,0.06157013,0.654337621,0.6563147,-0.970538922,1,2809.437098
G24000504525002025,43,80000,1030.697674,65.62790698,2,1.093023256,0,0.056589399,0.652958761,0.6563147,-0.977161955,1,8582.129768
G24000504525002028,53,78000,1028.830189,66.22641509,2,1.056603774,0,0.056294511,0.649337727,0.6563147,-0.986103265,1,9254.953091
G24000504525002029,38,70200,1024,65.63157895,2,1.131578947,0,0.055531794,0.652936546,0.6563147,-0.967696187,1,-2772.79232
G24000504525002030,48,75105,1024,65.20833333,2,1,0,0.055531794,0.655497224,0.6563147,-1,1,9240.271212
G24000504525003001,42,143500,1546.809524,35.5952381,1.523809524,1.714285714,0,0.138086695,0.834659411,0.819974367,-0.824636441,1,-44997.4651
G24000504525003006,51,114900,1124.431373,62.84313725,1.166666667,1.529411765,0,0.071390537,0.669806897,0.942719117,-0.870024657,1,-12968.29244
G24000504525003010,36,125950,1513.861111,54.11111111,1.583333333,1.166666667,0,0.132883934,0.722636528,0.799516908,-0.959081836,1,-13310.58863
G24000504901001004,396,337769.5,2352.025253,45.28030303,1.652777778,2.222222222,0,0.265235307,0.776063799,0.775649873,-0.699933466,1,56852.18873
G24000504901001017,30,429950,2040.833333,49.06666667,1.6,2.266666667,0,0.216096152,0.753155921,0.79378882,-0.689021956,1,176703.1713
G24000504901002001,154,375000,2621.051948,56.31818182,1.428571429,2.428571429,0,0.307716308,0.709283529,0.8527063,-0.649272883,1,60178.2666
G24000504901002007,43,275100,1805.511628,64.93023256,1.441860465,1.813953488,0,0.178937379,0.657179761,0.848139053,-0.800167108,1,76905.23891
G24000504901003000,33,405000,2658.939394,63.33333333,1.303030303,2.575757576,0,0.313698974,0.666841161,0.895852939,-0.613137362,1,80426.89486
G24000504901003005,67,415000,2970.179104,54.01492537,1.388059701,2.567164179,0,0.362845675,0.723218461,0.866629585,-0.615247118,1,57424.81225
G24000504901003008,59,360000,2445.271186,63.96610169,1.084745763,2.440677966,0,0.279959424,0.663012849,0.970874127,-0.646300619,1,57690.65403
G24000504901003010,31,425000,2183.387097,64.35483871,1.096774194,2.451612903,0,0.238606285,0.660660952,0.966740132,-0.643615994,1,146815.6201
G24000504901003011,33,330000,2285.69697,52.39393939,1.454545455,2.121212121,0,0.254761655,0.733025588,0.843779409,-0.724732353,1,61175.16213
G24000504901003014,35,460000,2155.742857,60.45714286,1,2.314285714,0,0.234241086,0.684242401,1,-0.677331052,1,186756.5464
G24000504901003017,35,362000,2296.742857,67.82857143,1.4,2.514285714,0,0.25650587,0.639644521,0.86252588,-0.628229256,1,80097.94931
G24000504901003021,42,375000,2326.785714,61.21428571,1.726190476,2,0,0.261249825,0.679661611,0.750419008,-0.754491018,1,122678.7982
G24000504901003023,50,341500,2267.68,59.32,1.6,2,0,0.251916663,0.691122229,0.79378882,-0.754491018,1,90020.35932
G24000504902001002,36,456000,3328.777778,42.77777778,1.986111111,2.583333333,0,0.419470654,0.791204327,0.661088107,-0.611277445,1,71226.78836
G24000504902002000,64,247750,1729.828125,63.203125,1.6953125,1.65625,0,0.16698648,0.667628935,0.761031315,-0.838884731,1,70565.53717
G24000504902002001,37,205500,1799.783784,67.2972973,1.810810811,1.783783784,0,0.178032917,0.642858783,0.721336243,-0.807574041,1,20646.49224
G24000504902002003,74,217500,1826.094595,67.16216216,1.878378378,1.662162162,0,0.182187559,0.643676364,0.698114263,-0.837433242,1,38693.23785
G24000504902002009,30,210750,1473.866667,55.56666667,1.416666667,1.766666667,0,0.126568561,0.713830271,0.856797792,-0.811776447,1,38188.39506
G24000504902002012,38,241500,1324.789474,67.89473684,1.315789474,1.736842105,0,0.103028337,0.639244214,0.8914678,-0.819098645,1,90996.27787
G24000504902002018,40,257500,1798.175,67.1,1.975,1.725,0,0.17777888,0.644052451,0.664906832,-0.822005988,1,80124.0502
G24000504902003000,43,195000,1931.372093,50.46511628,1.872093023,2.023255814,0,0.198811536,0.744695161,0.700274447,-0.748781507,1,-26485.5927
G24000504902003006,79,215000,1556.835443,68.41772152,1.518987342,1.607594937,0,0.139669851,0.636080104,0.82163168,-0.850829986,1,55929.58555
G24000504902003008,30,183414.5,1380.466667,67.9,1.5,2.066666667,0,0.111820115,0.639212371,0.82815735,-0.738123752,1,13839.88249
G24000504902003015,31,166900,1878.419355,61.48387097,2,1.64516129,0,0.190449966,0.678030593,0.6563147,-0.841607108,1,-16921.62607
G24000504903011007,30,144450,1243.733333,65.56666667,2,1.466666667,0,0.090229065,0.653329271,0.6563147,-0.885429142,1,32262.98159
G24000504903011009,51,107000,1263.215686,66.78431373,2,1.450980392,0,0.09330545,0.645962385,0.6563147,-0.889280263,1,-5191.230955
G24000504903011014,32,166750,1261.5,65.15625,2,1.40625,0,0.093034533,0.655812333,0.6563147,-0.900261976,1,56027.57024
G24000504903011016,62,130500,1256.258065,65.03225806,2,1.193548387,0,0.092206798,0.656562497,0.6563147,-0.952482133,1,32168.70298
G24000504903011017,35,208000,1254.171429,65.54285714,1.985714286,1.314285714,0,0.091877305,0.653473321,0.66122449,-0.922840034,1,103067.8547
G24000504903012003,35,162000,1422.057143,61.14285714,1.4,1.285714286,0.041174595,0.118387512,0.680093761,0.86252588,-0.929854577,0.958825405,26372.4047
G24000504903012004,32,200181.5,1453.9375,63.65625,1.59375,1.6875,0,0.12342162,0.664887483,0.795936853,-0.831212575,1,44437.4989
G24000504903012008,43,309750,2272.883721,72.3255814,1.906976744,2.372093023,0,0.252738363,0.612437161,0.688285425,-0.663138839,1,54264.96738
G24000504903012017,46,208500,1460.695652,63.23913043,1.630434783,1.130434783,0,0.124488775,0.667411098,0.783328832,-0.967977089,1,84179.91884
G24000504903012029,51,255000,1915.137255,65.35294118,1.950980392,1.921568627,0,0.196247953,0.654622332,0.673162018,-0.773746624,1,53839.15321
G24000504903013001,192,190800,1314.895833,59.15104167,2,1.34375,0.04800789,0.10146607,0.692144444,0.6563147,-0.915606287,0.95199211,75710.37685
G24000504903013004,33,235000,1498.30303,48,2,2.03030303,0,0.130427216,0.759609361,0.6563147,-0.747051352,1,54452.68167
G24000504903021001,52,282000,1780.134615,53.78846154,1.75,2.230769231,0,0.17493019,0.72458859,0.742236025,-0.697835099,1,62134.89881
