GISJOIN,pop2020
G24000908610031015,6.666666666672
G24000908610031035,9.333333333328
G24000908610031013,11
G24000908610031037,36
G24000908610031038,66
G24000908610031034,28
G24000908610031031,0
G24000908610031039,21
G24000908610032000,161.30279898208
G24000908610032001,62.69720101792
G24000908610032004,24
G24000908610032002,22
G24000908610032005,25
G24000908610032009,0
G24000908610032003,0
G24000908610032007,0
G24000908610032008,0
G24000908610032018,0
G24000908610032019,0
G24000908610032044,0
G24000908610032010,0
G24000908610032011,0
G24000908610032006,9.910714285635
G24000908610032012,95.026260504225
G24000908610032021,213.371848739715
G24000908610032023,4.663865546475
G24000908610032024,0
G24000908610032025,0
G24000908610032026,6.995798319435
G24000908610032029,0
G24000908610032032,36.1449579831
G24000908610032033,3.49789915944
G24000908610032034,1.74894957972
G24000908610032036,103.18802521014
G24000908610032038,0
G24000908610032040,64.128151260285
G24000908610032043,16.32352941183
G24000908610032059,0
G24000908610032030,48
G24000908610032013,10
G24000908610032016,0
G24000908610032020,16
G24000908610032017,0
G24000908610032057,25
G24000908610032050,29
G24000908610032028,33
G24000908610032037,6
G24000908610032039,16
G24000908610032022,68
G24000908610032031,5
G24000908610032015,8
G24000908610032014,25
G24000908610032056,52
G24000908610032060,52
G24000908610032027,17
G24000908610032048,106
G24000908610032035,5
G24000908610032042,24
G24000908610032041,64
G24000908610032047,0
G24000908610032045,0
G24000908610032046,0
G24000908610032051,172
G24000908610032052,29
G24000908610032053,29
G24000908610032049,14.70588235294
G24000908610032054,0
G24000908610032055,5.29411764706
G24000908610031021,37.269230769222
G24000908610031033,0.730769230778
G24000908610032058,31
G24000908610032061,42
G24000908610033000,113.482028020207
G24000908610033013,5.638478984875
G24000908610033014,0
G24000908610033016,1.879492994918
G24000908610033001,85
G24000908610033002,0
G24000908610033003,0
G24000908610033004,0
G24000908610033005,0
G24000908610033008,0
G24000908610033009,0
G24000908610033006,32
G24000908610033007,0
G24000908610033010,0
G24000908610033011,19.349206349187
G24000908610033012,0
G24000908610033015,0.841269841269
G24000908610041018,32.809523809544
G24000908610041001,399.693689220782
G24000908610041004,30.740801489376
G24000908610041017,40.693362170283
G24000908610033019,695.72752808994
G24000908610033043,3.27247191006
G24000908610033027,23
G24000908610033031,25
G24000908610033041,45
G24000908610033025,42
G24000908610033024,30
G24000908610033022,79
G24000908610033035,9
G24000908610033021,17
G24000908610033033,45
G24000908610033034,9
G24000908610033032,11
G24000908610033020,49
G24000908610033023,27
G24000908610033029,14
G24000908610033028,18
G24000908610033026,66
G24000908610033039,48
G24000908610033030,58
G24000908610033038,26
G24000908610033018,30
G24000908610041016,66.679216078157
G24000908610033017,25
G24000908610033050,0
G24000908610033036,19.365063088008
G24000908610033037,229.519111357404
G24000908610033040,0
G24000908610033044,4.115825554588
G24000908610033042,41.432432432412
G24000908610033070,0.567567567588
G24000908610033071,0
G24000908610033072,0
G24000908610033051,69
G24000908610033053,33
G24000908610033047,38
G24000908610033046,0
G24000908610033048,0
G24000908610033049,30
G24000908610033052,48
G24000908610033069,21
G24000908610033055,13
G24000908610033054,186.658959537576
G24000908610033058,29.341040462424
G24000908610033056,15
G24000908610033057,26
G24000908610033045,0
G24000908610033059,0
G24000908610033062,52
G24000908610033060,0
G24000908610033061,0
G24000908610033064,53
G24000908610033063,8.616541353405
G24000908610033065,175.203007518853
G24000908610033066,0
G24000908610033067,3.590225563871
G24000908610033068,3.590225563871
G24000908610041000,9.192931041816
G24000908610041002,0
G24000908610041003,0
G24000908610041005,0
G24000908610041014,26
G24000908610041011,309
G24000908610041013,0
G24000908610041015,0
G24000908610041012,51
G24000908610041019,82
G24000908610041009,78
G24000908610041006,218
G24000908610041007,0
G24000908610041008,24
G24000908610041010,25
G24000908610041021,646
G24000908610041024,20
G24000908610041022,16
G24000908610041025,44
G24000908610041026,26
G24000908610041023,49
G24000908610041020,40
G24000908610041027,67
G24000908610041028,34
G24000908610011000,0
G24000908610042037,0
G24000908610042000,361.408264462833
G24000908610042011,37.591735537167
G24000908610042025,95.04
G24000908610042026,28.651764705795
G24000908610042027,173.308235294205
G24000908610042009,70
G24000908610042010,45
G24000908610042008,420
G24000908610042007,44
G24000908610042012,36
G24000908610042001,21
G24000908610042006,26
G24000908610042002,28
G24000908610042003,16
G24000908610042005,31
G24000908610042004,31
G24000908610042030,10
G24000908610042029,195
G24000908610042032,28
G24000908610042031,30
G24000908610042020,217
G24000908610042022,29
G24000908610042021,80
G24000908610042023,74
G24000908610042015,237.796766743606
G24000908610042024,24.203233256394
G24000908610042017,42
G24000908610042016,25
G24000908610042013,5.535714285701
G24000908610042014,25.464285714299
G24000908610042018,9
G24000908610042019,25
G24000908610042033,126
G24000908610042034,37
G24000908610042035,27
G24000908610042036,27
G24000908610042028,15
G24000908610043000,313.029311372718
G24000908610043001,2.72207909072
G24000908610043002,0
G24000908610043003,3.402598863488
G24000908610043005,36.067547951776
G24000908610043007,0
G24000908610043004,75
G24000908610043006,48
G24000908610043008,34
G24000908610043009,456.603068320044
G24000908610043010,2.713836959219
G24000908610043015,107.196559873208
G24000908610043017,59.704413093708
G24000908610043019,174.364024603174
G24000908610043020,0
G24000908610043024,68.524383210031
G24000908610043031,38.672176663177
G24000908610043022,30
G24000908610043025,49
G24000908610043011,36
G24000908610043014,84
G24000908610043013,173
G24000908610043021,21
G24000908610043018,19
G24000908610043023,61
G24000908610043012,0
G24000908610043016,0
G24000908610043030,53
G24000908610043029,72
G24000908610043026,135
G24000908610043028,22
G24000908610043027,22
G24000908610043032,15
G24000908608023000,0
G24000908610011004,904.68319916972
G24000908610011095,9.41013292166
G24000908610011096,0
G24000908610011097,0
G24000908610011098,0
G24000908610011101,16.46773261209
G24000908610011103,0
G24000908610011105,5.48924420403
G24000908610011002,0
G24000908610011010,0
G24000908610011012,0
G24000908610011013,0
G24000908610011014,0
G24000908610011030,0
G24000908610011031,0
G24000908610011032,0
G24000908610011040,0
G24000908610011047,0
G24000908610011062,0
G24000908610011001,0
G24000908610011003,4.905664300576
G24000908610011058,0
G24000908610011064,0
G24000908610011065,0
G24000908610011066,0
G24000908610011067,0
G24000908610011069,2.044026791924
G24000908610011070,0
G24000908610011071,0
G24000908610011072,0
G24000908610011073,0
G24000908610011074,0
G24000908610011075,0
G24000908610011076,0
G24000908610011077,0
G24000908610011078,0
G24000908610011079,0
G24000908610011080,0
G24000908610011081,0
G24000908610011082,0
G24000908610011083,0
G24000908610011084,0
G24000908610011090,0
G24000908608023001,33
G24000908608023002,9
G24000908608023003,342.269934576712
G24000908608023004,11.173760750737
G24000908608023005,11.173760750737
G24000908608023006,42.711927827607
G24000908608023008,36.46174560772
G24000908608023009,14.702316777545
G24000908608023015,9.997575408632
G24000908608023019,31.7570042393
G24000908608023021,0
G24000908608023026,0
G24000908608023028,17.054687461755
G24000908608023058,1.176185342105
G24000908608023070,9.997575408632
G24000908608023082,5.880926711018
G24000908610011006,0
G24000908610011007,0
G24000908610011008,0
G24000908610011009,0
G24000908608023022,23
G24000908608023024,18
G24000908608023025,17
G24000908608023016,0
G24000908608023014,10
G24000908608023071,24
G24000908608023023,77
G24000908608023018,0
G24000908608023017,0
G24000908608023027,12.6425991375
G24000908608023012,65
G24000908608023013,28
G24000908608023007,17
G24000908608023084,34
G24000908608023010,28
G24000908608023020,42
G24000908608023083,0
G24000908608023011,48
G24000908608023029,25
G24000908608023030,27
G24000908608023031,29
G24000908608023032,54
G24000908608023033,7.566666666591
G24000908608023034,218.057575757562
G24000908608023035,1.375757575847
G24000908608023036,54.060606060552
G24000908608023037,156.77575757569
G24000908608023038,12.163636363535
G24000908608023039,14
G24000908608023040,2.72390952274
G24000908608023041,214.27609047726
G24000908608023046,0
G24000908608023048,0
G24000908608023049,0
G24000908608023042,0
G24000908608022059,0
G24000908608023043,90.418604651136
G24000908608023044,0
G24000908608023045,0
G24000908608023047,5.581395348864
G24000908608023066,0
G24000908608023064,0
G24000908608023065,0
G24000908608023063,0
G24000908608023079,0
G24000908608023080,0
G24000908608023081,0
G24000908608023067,0
G24000908608023074,0
G24000908608023077,0
G24000908608023078,0
G24000908608023069,0
G24000908608023051,271
G24000908608023052,47.999957659248
G24000908608023053,0
G24000908608023054,53.000042340752
G24000908608023056,30
G24000908608023055,0
G24000908608023057,159
G24000908608023059,79
G24000908608023061,27
G24000908608023060,24
G24000908608023050,57
G24000908610011015,0
G24000908609001069,0
G24000908609001130,0
G24000908610011016,0
G24000908610011017,0
G24000908610011044,0
G24000908610011049,0
G24000908610011050,0
G24000908610011054,0
G24000908610011018,0
G24000908610011019,0
G24000908610011022,15.82978723404
G24000908610011023,1.531914893616
G24000908610011034,0
G24000908610011041,6.638297872344
G24000908610011024,25
G24000908610011042,0
G24000908610011011,0
G24000908610011020,0
G24000908610011021,0
G24000908610011025,0
G24000908610011029,0
G24000908610011028,0
G24000908610011026,0
G24000908610011027,0
G24000908610011038,0
G24000908610011039,0
G24000908608023068,0
G24000908608023075,0
G24000908608023076,0
G24000908608023062,18
G24000908610011053,0
G24000908610011087,0
G24000908610011046,0
G24000908610011051,25
G24000908610011052,0
G24000908609001134,0
G24000908610011035,0
G24000908610011036,0
G24000908610011037,0
G24000908610011043,3.493150684935
G24000908610011045,47.506849315065
G24000908610011048,0
G24000908610011055,14
G24000908610011056,21.533333333322
G24000908610011057,6.8
G24000908610011063,3.4
G24000908610011068,2.266666666678
G24000908610011085,0
G24000908610011086,0
G24000908610011059,8
G24000908610011089,0
G24000908610011088,0
G24000908610011091,0
G24000908610011005,0
G24000908610011033,0
G24000908610011060,0
G24000908610011102,21
G24000908610011061,0
G24000908610011107,9
G24000908610011099,12
G24000908610011092,9
G24000908610011106,14
G24000908610011094,13
G24000908610011093,17
G24000908610011100,11
G24000908610011104,13
G24000908608023072,4
G24000908608023073,14
G24000908608021000,0
G24000908608022000,0
G24000908608021001,9.246268656513
G24000908608021002,152.04975124374
G24000908608021004,0
G24000908608021007,4.623134328463
G24000908608021010,1.541044776292
G24000908608021012,232.697761194073
G24000908608021018,0
G24000908608021020,6.677860696577
G24000908608021021,5.136815920285
G24000908608021026,0
G24000908608021041,0
G24000908608021052,1.027363184057
G24000908608021053,0
G24000908608021024,17
G24000908608021019,8
G24000908608021022,5
G24000908608021023,14
G24000908608021016,4
G24000908608021008,0
G24000908608021011,4
G24000908608021013,0
G24000908608021014,20
G24000908608021015,6
G24000908608021025,5.6126482214
G24000908608021027,1.12252964428
G24000908608021028,16.837944664058
G24000908608021029,49.952569169892
G24000908608021030,6.17391304354
G24000908608021033,1.68379446642
G24000908608021034,1.12252964428
G24000908608021044,15.154150197638
G24000908608021045,32.553359683836
G24000908608021048,0.56126482214
G24000908608021049,0
G24000908608021050,0
G24000908608021059,0
G24000908608022017,1.68379446642
G24000908608022018,1.68379446642
G24000908608022019,3.92885375498
G24000908608022020,3.92885375498
G24000908608021003,2.076923076912
G24000908608021005,9.692307692316
G24000908608021006,0
G24000908608021009,15.230769230772
G24000908608021042,4.84615384614
G24000908608021043,0
G24000908608021062,0
G24000908608021063,4.15384615386
G24000908608021064,0
G24000908608021065,0
G24000908608021039,0
G24000908608021031,0
G24000908608021032,0
G24000908608021035,0
G24000908608021037,0
G24000908608021040,0
G24000908608021051,0
G24000908608021036,0
G24000908608021038,0
G24000908608021046,0
G24000908608021047,0
G24000908608021054,0
G24000908608021055,0
G24000908608021060,0
G24000908608021061,0
G24000908608022021,0
G24000908608022022,0
G24000908608022023,0
G24000908608022049,0
G24000908608022033,53
G24000908608022034,36
G24000908608022001,282.245180135025
G24000908608022011,0
G24000908608022012,15
G24000908608022010,9
G24000908608022005,9
G24000908608022002,9
G24000908608022006,16
G24000908608022003,20.754819864975
G24000908608022004,28.378378378392
G24000908608022062,13.621621621608
G24000908608022008,10
G24000908608022009,0
G24000908608022007,16
G24000908608022013,19
G24000908608022014,0
G24000908608021017,0
G24000908608021056,36.174418604631
G24000908608021057,2.965116279084
G24000908608021058,11.860465116285
G24000908608022015,2.22222222222
G24000908608022016,0
G24000908608022031,2.77777777778
G24000908608022029,2.049350649296
G24000908608022030,6.148051948151
G24000908608022032,6.831168831162
G24000908608022037,15.71168831162
G24000908608022039,8.880519480458
G24000908608022040,83.340259740229
G24000908608022042,16.394805194894
G24000908608022043,12.296103896039
G24000908608022044,2.049350649296
G24000908608022051,25.958441558363
G24000908608022053,34.15584415581
G24000908608022057,49.184415584419
G24000908608022056,42
G24000908608022027,16
G24000908608022028,0
G24000908608022036,19
G24000908608022060,0
G24000908608022041,19
G24000908608022038,0
G24000908608022052,0
G24000908608022050,5
G24000908608022047,57.411764705868
G24000908608022048,64.588235294132
G24000908608022061,0
G24000908608022035,2.073795130216
G24000908608022046,26.959740740691
G24000908608022058,0
G24000908608022024,60
G24000908608022025,17
G24000908608022026,24
G24000908608022045,3.4984756422
G24000908608022054,73.467988486893
G24000908608022055,0
G24000909901000001,0
G24000909901000002,0
G24000909901000003,0
G24000909901000004,0
G24000909901000005,0
G24000909901000006,0
G24000909901000007,0
G24000909901000008,0
G24000909901000011,0
G24000909901000009,0
G24000909901000010,0
G24000909901000012,0
G24000909901000013,0
G24000909901000014,0
G24000909901000015,0
G24000909901000016,0
G24000909901000017,0
G24000909901000019,0
G24000909901000020,0
G24000909901000018,0
G24001109550001000,6.589076650467
G24001109550001001,0
G24001109550001002,66.579747170359
G24001109550001003,5.831176179174
G24001109550001004,27.778312483708
G24001109550001005,20.770382083901
G24001109550001006,97.446648639079
G24001109550001007,0
G24001109550001008,4.004656793439
G24001109550001011,0
G24001109550001009,56.215686274511
G24001109550001010,0
G24001109550001012,0
G24001109550001013,0
G24001109550001014,0
G24001109550001015,0
G24001109550001016,0
G24001109550001017,1.196078431357
G24001109550001119,3.588235294132
G24001109550001018,21
G24001109550001019,0
G24001109550001070,0
G24001109550001069,30
G24001109550001064,44.327150684286
G24001109550001065,1.33456986315
G24001109550001066,5.338279452582
G24001109550001067,0
G24001109550001068,0
G24001109550001063,16
G24001109550001061,3.33333333333
G24001109550001062,6.66666666667
G24001109550001020,128.632530120433
G24001109550001021,0
G24001109550001022,2.367469879567
G24001109550001023,0
G24001109550001024,27.243243243244
G24001109550001035,0.756756756756
G24001109550001034,32.503263759723
G24001109550001036,20.169576803535
G24001109550001047,0
G24001109550001048,48.437102509192
G24001109550001050,0.970246679376
G24001109550001051,0
G24001109550001052,3.395863377873
G24001109550001053,7.276850095434
G24001109550001054,0
G24001109550001117,0
G24001109550001118,8.247096774867
G24001109550001045,15
G24001109550001049,0
G24001109550001025,15.738630553539
G24001109550001037,25.718254998074
G24001109550001038,1.543114448387
G24001109550001029,0
G24001109550001039,22
G24001109550001028,73.752965918859
G24001109550001030,0
G24001109550001040,6.40439630072
G24001109550001041,3.842637780432
G24001109550001042,5
G24001109550001043,0
G24001109550001044,14
G24001109550001099,16
G24001109550001100,0
G24001109550001104,0
G24001109550001058,8.068265138274
G24001109550001097,2.931734861726
G24001109550001055,50.419194696689
G24001109550001057,0
G24001109550001031,260.856648115785
G24001109550001032,0.456841765602
G24001109550001033,71.267315422257
G24001109550001114,0
G24001109550001113,14
G24001109550001059,34.757575757578
G24001109550001060,2.242424242422
G24001109550001074,0
G24001109550001073,29
G24001109550001072,12
G24001109550001071,11
G24001109550001081,4
G24001109550001082,0
G24001109550001083,14
G24001109550001084,0
G24001109550001085,22
G24001109550001086,33
G24001109550001089,23.90304615912
G24001109550001090,4.09695384088
G24001109550001075,45.4749197463
G24001109550001088,12.5250802537
G24001109550001076,2.877358490581
G24001109550001077,1.150943396208
G24001109550001078,56.971698113211
G24001109550001079,0
G24001109550001080,0
G24001109550001087,16
G24001109550001116,0
G24001109550001091,4.960829463138
G24001109550001092,0
G24001109550001105,11.161866292056
G24001109550001106,30.877304244824
G24001109550001056,0
G24001109550001093,4
G24001109550001094,0
G24001109550001095,0.92307692308
G24001109550001096,3.07692307692
G24001109550001101,0
G24001109550001102,0
G24001109550001103,0
G24001109550001111,14
G24001109550001112,0
G24001109550001098,0
G24001109550001109,0
G24001109550001110,8
G24001109550001107,32
G24001109550001108,0
G24001109550001046,18
G24001109550001115,17
G24001109550001026,0
G24001109550001027,0
G24001109550002000,8
G24001109550002001,53.482770549623
G24001109550002005,0
G24001109550002022,0
G24001109550002023,15.532006047777
G24001109550002003,1.483078769016
G24001109550002004,0
G24001109550002006,19.587954737662
G24001109550002007,0.83661390498
G24001109550002008,50.294825462108
G24001109550002101,0
G24001109550002009,1.797527126256
G24001109550002010,47.056364595227
G24001109550002011,333.235887285925
G24001109550002013,1.122273318618
G24001109550002100,0
G24001109550002014,56.58547480023
G24001109550002012,97
G24001109550002016,47
G24001109550002015,29
G24001109550002017,29
G24001109550002018,18
G24001109550002019,0
G24001109550002020,38.926829268306
G24001109550002021,3.073170731694
G24001109550002025,9.99999999999
G24001109550002026,0
G24001109550002027,0
G24001109550002044,5.000000000008
G24001109550002045,1.000000000012
G24001109550002046,5.000000000008
G24001109550002047,5.000000000008
G24001109550002028,25
G24001109550002029,69
G24001109550002031,0
G24001109550002032,0
G24001109550002033,16
G24001109550002036,64.5660470937
G24001109550002037,24.07848657338
G24001109550002080,26.335844689556
G24001109550002081,0
G24001109550002082,6.019621643364
G24001109550002091,0
G24001109550002039,47
G24001109550002040,0
G24001109550002043,0
G24001109550002079,0
G24001109550002093,0
G24001109550002041,10.592060303916
G24001109550002048,11.181289271948
G24001109550002092,0
G24001109550002024,2.92186768585
G24001109550002049,2.504458016425
G24001109550002050,0
G24001109550002051,0
G24001109550002052,18.380431885705
G24001109550002054,0.835361614785
G24001109550002055,12.28202492982
G24001109550002053,15.1553329779
G24001109550002002,0
G24001109550002038,0
G24001109550002034,10
G24001109550002035,11
G24001109550002094,6
G24001109550002095,0
G24001109550002097,10
G24001109550002030,0
G24001109550002096,41
G24001109550002061,33.795290716672
G24001109550002063,0
G24001109550002078,15.204709283328
G24001109550002064,21
G24001109550002062,0
G24001109550002088,13
G24001109550002060,66
G24001109550002099,4.226650424136
G24001109550002056,6.77635396468
G24001109550002057,1.12939232744
G24001109550002058,8.526857728384
G24001109550002059,7.473142271616
G24001109550002066,0
G24001109550002098,0
G24001109550002065,1.66666666667
G24001109550002068,6.66666666667
G24001109550002072,1.66666666667
G24001109550002073,0
G24001109550002074,0
G24001109550002076,0
G24001109550002077,0
G24001109550002067,0
G24001109550002085,0
G24001109550002086,0
G24001109550002069,11.2
G24001109550002070,0
G24001109550002071,2.8
G24001109550002087,30.417829318569
G24001109550002089,26.582170681431
G24001109550002042,0
G24001109550002090,11
G24001109550002075,9
G24001109550002083,0
G24001109550002084,0
G24001109550002102,9
G24001109551001000,0
G24001109551001001,10.658536585358
G24001109551001002,1.682926829284
G24001109551001003,33.658536585358
G24001109551001004,0
G24001109551001005,0
G24001109551001006,0
G24001109551001007,0
G24001109551001009,0
G24001109551001010,114.423913043473
G24001109551001011,0
G24001109551001013,0
G24001109551001015,4.603260869581
G24001109551001020,1.972826086946
G24001109551001037,0
G24001109551001038,0
G24001109551001012,20
G24001109551001016,68
G24001109551001017,0
G24001109551001008,5
G24001109551001024,0
G24001109551001031,5.87096774194
G24001109551001033,1.354838709672
G24001109551001034,18.967741935492
G24001109551001035,1.806451612896
G24001109551001036,0
G24001109551001039,0
G24001109551001014,1.190476190475
G24001109551001021,1.785714285725
G24001109551001022,0
G24001109551001023,22.0238095238
G24001109551001019,40
G24001109551001018,6
G24001109551001044,56.249999999991
G24001109551001131,0
G24001109551001136,6.750000000009
G24001109551001040,0
G24001109551001041,7.23711340209
G24001109551001045,57.896907216486
G24001109551001117,12.865979381424
G24001109551001167,0
G24001109551001046,31.93582992552
G24001109551001047,0
G24001109551001048,0
G24001109551001118,13.892255232066
G24001109551001119,8.171914842414
G24001109551001049,30
G24001109551001050,0
G24001109551001081,0
G24001109551001052,5
G24001109551001053,0.75
G24001109551001054,5.25
G24001109551001055,0
G24001109551001078,33
G24001109551001080,0
G24001109551001083,0
G24001109551001056,15
G24001109551001057,0
G24001109551001058,0
G24001109551001059,38.204554432076
G24001109551001071,0
G24001109551001063,5.196963711937
G24001109551001064,2.598481855987
G24001109551001060,0
G24001109551001061,0
G24001109551001062,21
G24001109551001051,0
G24001109551001171,7
G24001109551001094,182
G24001109551001095,0
G24001109551001102,0
G24001109551001065,15
G24001109551001066,0
G24001109551001067,87.338643391704
G24001109551001069,1.84512442714
G24001109551001072,33.95318460634
G24001109551001070,15
G24001109551001068,0.682926829256
G24001109551001073,19.804878048788
G24001109551001074,0
G24001109551001075,2.73170731708
G24001109551001076,2.048780487796
G24001109551001077,2.73170731708
G24001109551001079,0
G24001109551001170,0
G24001109551001082,39
G24001109551001084,23.068474069261
G24001109551001086,11.889887882035
G24001109551001109,4.458707955766
G24001109551001087,11
G24001109551001088,27.369256195075
G24001109551001089,0
G24001109551001091,0
G24001109551001090,4.86304757478
G24001109551001103,0
G24001109551001104,3
G24001109551001100,0
G24001109551001101,66
G24001109551001092,21.6052514788
G24001109551001093,0
G24001109551001105,2.025492326125
G24001109551001106,0
G24001109551001107,0
G24001109551001108,0
G24001109551001110,14
G24001109551001111,1
G24001109551001126,14.622641509425
G24001109551001127,0
G24001109551001128,0
G24001109551001129,0
G24001109551001130,0
G24001109551001132,1.886792452825
G24001109551001133,0
G24001109551001134,1.415094339625
G24001109551001137,3.30188679245
G24001109551001141,0
G24001109551001153,3.77358490565
G24001109551001154,0
G24001109551001135,51
G24001109551001043,0
G24001109551001139,0
G24001109551001025,0
G24001109551001026,1.294117647058
G24001109551001027,0.35294117647
G24001109551001028,0
G24001109551001030,0
G24001109551001032,0.35294117647
G24001109551001029,3
G24001109551001150,1
G24001109551001151,0
G24001109551001042,0
G24001109551001143,17.33158434879
G24001109551001146,0
G24001109551001147,0
G24001109551001148,1.1320910866
G24001109551001149,0
G24001109551001155,0
G24001109551001156,1.1320910866
G24001109551001144,0
G24001109551001161,1.40423347801
G24001109551001162,0
G24001109551001145,13
G24001109551001138,6.75
G24001109551001142,2.25
G24001109551001114,0.606557377051
G24001109551001123,0
G24001109551001124,5.459016393459
G24001109551001125,25.475409836068
G24001109551001160,5.459016393459
G24001109551001112,20.120529771948
G24001109551001113,1.341022557673
G24001109551001115,1.341022557673
G24001109551001116,2.011533836494
G24001109551001122,26.507407889767
G24001109551001172,36
G24001109551001173,31.678483386453
G24001109551001120,0.753620776204
G24001109551001121,0
G24001109551002027,111.060077122123
G24001109551001085,5.582930092938
G24001109551001152,12
G24001109551001157,13
G24001109551001140,0
G24001109551001158,22
G24001109551001159,0
G24001109551001166,12
G24001109551001165,22.666666666656
G24001109551001168,9.333333333344
G24001109551001169,0
G24001109551001097,8
G24001109551001098,5
G24001109551001096,8
G24001109551001099,9
G24001109551001163,14.399999999991
G24001109551001164,12.600000000009
G24001109551002000,0
G24001109551002001,1.118166240006
G24001109551002002,4.249031712021
G24001109551002003,94.582116067376
G24001109551002007,0
G24001109551002015,2.907232224021
G24001109551002008,0
G24001109551002010,106.330046707552
G24001109551002011,91.863373686224
G24001109551002012,75.9500333628
G24001109551002004,0
G24001109551002014,38
G24001109551002005,42
G24001109551002009,45
G24001109551002016,6
G24001109551002017,44.002040862
G24001109551002021,0
G24001109551002053,0
G24001109551002054,0
G24001109551002082,0
G24001109551002083,5
G24001109551002084,15
G24001109551002045,43.33348769688
G24001109551002046,29.906209818998
G24001109551002047,72.760204751446
G24001109551002049,0
G24001109551002050,0
G24001109551002051,5.355078477124
G24001109551002052,0
G24001109551002057,21.463277153655
G24001109551002058,0
G24001109551002060,0
G24001109551002070,0
G24001109551002043,6.611111111113
G24001109551002044,10.388888888887
G24001109551002087,13
G24001109551002078,24.980315394161
G24001109551002079,5.423308986249
G24001109551002080,0
G24001109551002081,0
G24001109551002061,53
G24001109551002019,42
G24001109551002020,3.997959138
G24001109551002018,20
G24001109551002022,53
G24001109551002013,0
G24001109551002023,38
G24001109551002024,60
G24001109551002025,35
G24001109551002026,0
G24001109551002029,50.057745536784
G24001109551002006,10.20395751911
G24001109551002030,1.569839618321
G24001109551002031,2.354759427505
G24001109551002034,11
G24001109551002033,13
G24001109551002035,0
G24001109551002036,0
G24001109551002037,39
G24001109551002038,34
G24001109551002039,30
G24001109551002040,39
G24001109551002041,17
G24001109551002042,35
G24001109551002048,0
G24001109551002055,0
G24001109551002063,40.75843311549
G24001109551002065,0
G24001109551002059,56
G24001109551002032,26
G24001109551002072,33
G24001109551002028,0
G24001109551002071,8
G24001109551002073,7.099478800946
G24001109551002074,51.964631191879
G24001109551002075,26.400664220416
G24001109551002076,5.280132844032
G24001109551002077,17.8204483488
G24001109551002085,2.640066422016
G24001109551002086,19.140481559808
G24001109551002056,22.435976082039
G24001109551002062,4.895122054251
G24001109551002064,2.039634189294
G24001109551002066,3.263414702847
G24001109551002067,2.039634189294
G24001109551002068,0
G24001109551002069,13
G24001109551003000,0.738759276472
G24001109551003001,48.744220432492
G24001109551003002,2.658775659956
G24001109551003003,61.76470588232
G24001109551003004,0
G24001109551003006,0
G24001109551003010,3.52941176469
G24001109551003013,0
G24001109551003047,2.94117647061
G24001109551003051,1.76470588238
G24001109551003009,3.73944389645
G24001109551003014,26.892711355099
G24001109551003132,0
G24001109551003133,18
G24001109551003017,41.405499263843
G24001109551003134,0
G24001109551003015,22.639994718264
G24001109551003018,9.322350766344
G24001109551003019,0
G24001109551003021,0
G24001109551003016,32
G24001109551003135,0
G24001109551003022,0
G24001109551003023,0
G24001109551003025,0
G24001109551003024,24.996349954934
G24001109551003028,0
G24001109551003029,15.582162327532
G24001109551003030,0.877064910694
G24001109551003031,0
G24001109551003044,1.54442280684
G24001109551003007,0
G24001109551003040,102.602564102594
G24001109551003043,3.397435897406
G24001109551003038,0
G24001109551003042,29
G24001109551003130,0
G24001109551003033,134.9019607844
G24001109551003034,3.9215686274
G24001109551003035,0
G24001109551003036,21.1764705882
G24001109551003037,14.9019607844
G24001109551003039,21.9607843138
G24001109551003045,1.568627451
G24001109551003050,1.568627451
G24001109551003056,0
G24001109551003041,0
G24001109551003129,42
G24001109551003005,2.304878048802
G24001109551003011,3.073170731715
G24001109551003127,57.621951219483
G24001109551003128,0
G24001109551003012,0
G24001109551003063,6.499999999998
G24001109551003064,0
G24001109551003065,2.500000000002
G24001109551003032,3.998700281772
G24001109551003046,107.298457560126
G24001109551003048,1.999350140886
G24001109551003049,1.332900093924
G24001109551003053,8.663850610506
G24001109551003054,2.665800187848
G24001109551003086,24.040941125064
G24001109551003066,7
G24001109551003008,10.500000000008
G24001109551003067,0
G24001109551003068,1.500000000017
G24001109551003069,17.999999999982
G24001109551003072,0
G24001109551003136,6.999999999993
G24001109551003070,10.85824463108
G24001109551003071,0
G24001109551003073,7
G24001109551003074,6
G24001109551003075,5.88235294118
G24001109551003118,4.11764705882
G24001109551003076,0
G24001109551003077,19
G24001109551003078,21.103945367895
G24001109551003082,3.103521377625
G24001109551003083,0
G24001109551003100,17.379719714745
G24001109551003101,0
G24001109551003103,54.456076229165
G24001109551003079,131.114093959728
G24001109551003081,0
G24001109551003085,0.885906040272
G24001109551003061,0
G24001109551003059,22
G24001109551003052,0
G24001109551003055,6.066666666671
G24001109551003060,0
G24001109551003062,6.933333333329
G24001109551003104,8
G24001109551003102,3.95673731057
G24001109551003113,0
G24001109551003106,12.266666666682
G24001109551003107,0
G24001109551003121,19.933333333318
G24001109551003122,0
G24001109551003125,13.8
G24001109551003095,136.079148994191
G24001109551003126,0
G24001109551003097,31
G24001109551003096,16
G24001109551003080,0
G24001109551003084,4.655163175532
G24001109551003089,117.044102697301
G24001109551003092,15.295536147938
G24001109551003093,11.305396283244
G24001109551003094,14.6305128371
G24001109551003098,0
G24001109551003099,3.990139864694
G24001109551003088,6
G24001109551003057,0
