STATEFP,COUNTYFP,TRACTCE,BLOCKCE,GEOID,NAME,MTFCC,UR,UACE,UATYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_area,Shape_len
24,005,402506,2019,240054025062019,Block 2019,G5040,U,04843,U,S,22563,0,+39.3709863,-076.7987727,G24000504025062019,22563.2902094,683.978325076
24,005,402602,2008,240054026022008,Block 2008,G5040,U,04843,U,S,66002,0,+39.3652584,-076.7850792,G24000504026022008,66002.165112,1051.24733024
24,005,402604,2028,240054026042028,Block 2028,G5040,U,04843,U,S,34270,0,+39.3731685,-076.7853460,G24000504026042028,34270.3378184,812.047552372
24,005,402603,3000,240054026033000,Block 3000,G5040,U,04843,U,S,250543,0,+39.3902003,-076.7699907,G24000504026033000,250543.357287,2844.66121822
24,005,402604,2008,240054026042008,Block 2008,G5040,U,04843,U,S,40539,0,+39.3734233,-076.7743820,G24000504026042008,40539.2018528,1002.00388319
24,005,402604,1005,240054026041005,Block 1005,G5040,U,04843,U,S,31384,0,+39.3740960,-076.7530051,G24000504026041005,31383.9589026,769.042606975
24,005,402604,1010,240054026041010,Block 1010,G5040,U,04843,U,S,102497,0,+39.3694230,-076.7522795,G24000504026041010,102496.928869,1355.03377394
24,005,402302,2027,240054023022027,Block 2027,G5040,U,04843,U,S,25922,0,+39.3571369,-076.7877654,G24000504023022027,25921.707079,799.046658246
24,005,402604,3008,240054026043008,Block 3008,G5040,U,04843,U,S,23206,0,+39.3674288,-076.7924483,G24000504026043008,23206.2668485,646.770631515
24,005,402302,2021,240054023022021,Block 2021,G5040,U,04843,U,S,45299,0,+39.3564602,-076.7886409,G24000504023022021,45299.1049468,1092.59403413
24,005,402602,1001,240054026021001,Block 1001,G5040,U,04843,U,S,29609,0,+39.3677583,-076.7707279,G24000504026021001,29609.3516431,799.601394472
24,005,402307,3014,240054023073014,Block 3014,G5040,U,04843,U,S,1346,0,+39.3594240,-076.7560660,G24000504023073014,1345.87643684,164.134705958
24,005,402302,1009,240054023021009,Block 1009,G5040,U,04843,U,S,28128,0,+39.3565048,-076.7704888,G24000504023021009,28128.4114357,727.014017916
24,005,402307,2008,240054023072008,Block 2008,G5040,U,04843,U,S,101640,0,+39.3559669,-076.7587384,G24000504023072008,101640.094291,1426.91483322
24,005,402303,4003,240054023034003,Block 4003,G5040,U,04843,U,S,1595,0,+39.3549197,-076.7616024,G24000504023034003,1595.09029379,339.868077927
24,005,402303,2002,240054023032002,Block 2002,G5040,U,04843,U,S,23167,0,+39.3420833,-076.7551206,G24000504023032002,23166.7579489,634.218904726
24,005,402303,5009,240054023035009,Block 5009,G5040,U,04843,U,S,24714,0,+39.3448330,-076.7567694,G24000504023035009,24713.4815604,618.13040116
24,005,402303,5011,240054023035011,Block 5011,G5040,U,04843,U,S,7896,0,+39.3460288,-076.7543348,G24000504023035011,7895.78115874,359.868636726
24,005,407002,3047,240054070023047,Block 3047,G5040,R,,,S,436212,0,+39.6297585,-076.6316010,G24000504070023047,436211.751234,4387.11902607
24,005,407002,1028,240054070021028,Block 1028,G5040,R,,,S,780680,4542,+39.7036753,-076.6515046,G24000504070021028,785221.387681,3786.88278557
24,005,407002,2015,240054070022015,Block 2015,G5040,R,,,S,219276,0,+39.7195806,-076.6397901,G24000504070022015,219275.707565,3290.25267662
24,005,407002,1053,240054070021053,Block 1053,G5040,R,,,S,561,0,+39.6734970,-076.6472418,G24000504070021053,560.60254066,102.523751418
24,005,407002,1013,240054070021013,Block 1013,G5040,R,,,S,90699,0,+39.7196596,-076.6955956,G24000504070021013,90699.0708603,1482.6724962
24,005,491600,1019,240054916001019,Block 1019,G5040,U,04843,U,S,4965,0,+39.3977193,-076.5558663,G24000504916001019,4965.27987298,291.347805121
24,005,491701,1005,240054917011005,Block 1005,G5040,U,04843,U,S,2516,0,+39.3992116,-076.5363009,G24000504917011005,2515.95228412,202.776180375
24,005,491701,1008,240054917011008,Block 1008,G5040,U,04843,U,S,172583,0,+39.4014143,-076.5424110,G24000504917011008,172581.998194,1674.67705904
24,005,490302,1008,240054903021008,Block 1008,G5040,U,04843,U,S,148551,0,+39.4013506,-076.5769188,G24000504903021008,148551.069602,2641.6144728
24,005,490701,1006,240054907011006,Block 1006,G5040,U,04843,U,S,9593,0,+39.4020055,-076.6296105,G24000504907011006,9593.10874464,1576.90033836
24,005,490500,3036,240054905003036,Block 3036,G5040,U,04843,U,S,20527,66,+39.3726659,-076.6510734,G24000504905003036,20592.9239448,616.437580575
24,005,492200,2010,240054922002010,Block 2010,G5040,U,04843,U,S,71829,0,+39.4023701,-076.5282035,G24000504922002010,71829.2320633,1072.05994354
24,005,490500,2021,240054905002021,Block 2021,G5040,U,04843,U,S,16604,0,+39.3979964,-076.6439318,G24000504905002021,16603.615285,561.476693438
24,005,490200,2009,240054902002009,Block 2009,G5040,U,04843,U,S,76776,0,+39.4173829,-076.6166184,G24000504902002009,76775.805638,1432.19770644
24,005,490500,2018,240054905002018,Block 2018,G5040,U,04843,U,S,26368,0,+39.3997571,-076.6433687,G24000504905002018,26368.3039213,822.452720202
24,005,490301,1027,240054903011027,Block 1027,G5040,U,04843,U,S,674,0,+39.4020201,-076.6028303,G24000504903011027,674.545580012,200.829437573
24,005,490500,2009,240054905002009,Block 2009,G5040,U,04843,U,S,63261,0,+39.3981619,-076.6312605,G24000504905002009,63261.4649276,1054.69112688
24,005,490701,1009,240054907011009,Block 1009,G5040,U,04843,U,S,170659,0,+39.4015108,-076.6225953,G24000504907011009,170658.945207,2581.22469069
24,005,490500,1004,240054905001004,Block 1004,G5040,U,04843,U,S,50153,0,+39.4101664,-076.6321369,G24000504905001004,50152.5647402,1035.64106471
24,005,490701,1001,240054907011001,Block 1001,G5040,U,04843,U,S,30777,0,+39.4073183,-076.6201339,G24000504907011001,30776.8522859,782.399963168
24,005,411309,3019,240054113093019,Block 3019,G5040,U,04843,U,S,9714,0,+39.3968769,-076.4323807,G24000504113093019,9714.14848112,422.332571558
24,005,411307,1008,240054113071008,Block 1008,G5040,U,04843,U,S,5366,0,+39.3819146,-076.4630715,G24000504113071008,5365.57074259,307.878784734
24,005,411302,1148,240054113021148,Block 1148,G5040,U,04843,U,S,52688,0,+39.3799266,-076.4464604,G24000504113021148,52687.825708,1486.24443829
24,005,411303,4004,240054113034004,Block 4004,G5040,U,04843,U,S,860,0,+39.3986912,-076.4792401,G24000504113034004,860.326796565,117.684371205
24,005,411102,2034,240054111022034,Block 2034,G5040,U,00199,U,S,8589,0,+39.4199667,-076.4038094,G24000504111022034,8588.6059316,574.19570237
24,005,411309,2017,240054113092017,Block 2017,G5040,U,04843,U,S,18527,0,+39.4105616,-076.4375904,G24000504113092017,18526.6176816,591.963256979
24,005,411102,2072,240054111022072,Block 2072,G5040,R,,,S,6696,0,+39.4105688,-076.3878061,G24000504111022072,6695.81390312,971.887349393
24,005,411408,3003,240054114083003,Block 3003,G5040,U,04843,U,S,392888,0,+39.3892811,-076.4974403,G24000504114083003,392887.909858,4412.23894857
24,005,411302,1147,240054113021147,Block 1147,G5040,U,04843,U,S,9371,0,+39.3808162,-076.4472255,G24000504113021147,9370.76949337,914.512161831
24,005,440500,1003,240054405001003,Block 1003,G5040,U,04843,U,S,13861,0,+39.3680926,-076.5115026,G24000504405001003,13860.8410795,1098.52550321
24,005,440701,1003,240054407011003,Block 1003,G5040,U,04843,U,S,8292,0,+39.3521977,-076.4852293,G24000504407011003,8291.74860767,761.725590164
24,005,440600,1005,240054406001005,Block 1005,G5040,U,04843,U,S,14599,0,+39.3762385,-076.4611640,G24000504406001005,14598.707922,728.549018714
24,005,440600,1069,240054406001069,Block 1069,G5040,U,04843,U,S,64666,0,+39.3753160,-076.4625110,G24000504406001069,64666.370288,1060.48421869
24,005,440600,1097,240054406001097,Block 1097,G5040,U,04843,U,S,5994,0,+39.3719900,-076.4639897,G24000504406001097,5993.94112142,364.105924893
24,005,440600,1054,240054406001054,Block 1054,G5040,U,04843,U,S,10058,0,+39.3650569,-076.4786467,G24000504406001054,10057.6137967,380.610475706
24,005,440600,1056,240054406001056,Block 1056,G5040,U,04843,U,S,282,0,+39.3716808,-076.4606939,G24000504406001056,281.688058613,76.8796207368
24,005,440600,1001,240054406001001,Block 1001,G5040,U,04843,U,S,1206,0,+39.3745144,-076.4589921,G24000504406001001,1205.66473024,164.767549677
24,005,440600,1044,240054406001044,Block 1044,G5040,U,04843,U,S,1191024,2292,+39.3669063,-076.4738610,G24000504406001044,1193316.55201,8375.22740276
24,005,440600,1008,240054406001008,Block 1008,G5040,U,04843,U,S,65214,0,+39.3769694,-076.4670313,G24000504406001008,65213.6290219,1195.58759251
24,005,441000,1021,240054410001021,Block 1021,G5040,U,04843,U,S,4828,0,+39.3364197,-076.5290919,G24000504410001021,4828.15021949,286.647497678
24,005,441102,2005,240054411022005,Block 2005,G5040,U,04843,U,S,25350,0,+39.3279718,-076.5160116,G24000504411022005,25349.8259284,735.400176357
24,005,440900,2016,240054409002016,Block 2016,G5040,U,04843,U,S,158997,0,+39.3365832,-076.4965563,G24000504409002016,158996.792985,2486.80517975
24,005,440600,1043,240054406001043,Block 1043,G5040,U,04843,U,S,34833,0,+39.3692895,-076.4783491,G24000504406001043,34832.4978584,846.022208021
24,005,451200,1078,240054512001078,Block 1078,G5040,U,04843,U,S,11016,0,+39.3344705,-076.4610283,G24000504512001078,11016.4459921,718.115049632
24,005,451500,1015,240054515001015,Block 1015,G5040,U,04843,U,S,8394,0,+39.3233886,-076.4366400,G24000504515001015,8393.62200416,490.450843089
24,005,451300,1023,240054513001023,Block 1023,G5040,U,04843,U,S,23302,0,+39.3386903,-076.4573238,G24000504513001023,23302.3292442,730.113435845
24,005,451200,2023,240054512002023,Block 2023,G5040,U,04843,U,S,33018,0,+39.3330331,-076.4572677,G24000504512002023,33018.33597,1007.9407241
24,005,451200,2031,240054512002031,Block 2031,G5040,U,04843,U,S,17097,0,+39.3301928,-076.4594695,G24000504512002031,17097.2160915,603.070137004
24,005,451200,2021,240054512002021,Block 2021,G5040,U,04843,U,S,16810,0,+39.3322045,-076.4539135,G24000504512002021,16810.4977614,598.136621809
24,005,492300,2028,240054923002028,Block 2028,G5040,U,04843,U,S,7976,0,+39.3265667,-076.4573801,G24000504923002028,7975.71897982,460.022421006
24,005,492300,2047,240054923002047,Block 2047,G5040,U,04843,U,S,22207,0,+39.3223074,-076.4517047,G24000504923002047,22206.819112,882.625779466
24,005,451200,2002,240054512002002,Block 2002,G5040,U,04843,U,S,1404,0,+39.3332175,-076.4436377,G24000504512002002,1403.77597177,229.606750863
24,005,451200,2009,240054512002009,Block 2009,G5040,U,04843,U,S,11624,0,+39.3327467,-076.4403406,G24000504512002009,11624.7740887,458.441158451
24,005,450800,3008,240054508003008,Block 3008,G5040,U,04843,U,S,3117,0,+39.3226307,-076.4504659,G24000504508003008,3116.84185422,387.532967591
24,005,450800,3004,240054508003004,Block 3004,G5040,U,04843,U,S,10960,0,+39.3240091,-076.4461915,G24000504508003004,10959.8990944,417.430827308
24,005,450800,3005,240054508003005,Block 3005,G5040,U,04843,U,S,11755,0,+39.3233536,-076.4469156,G24000504508003005,11754.5166056,463.264700698
24,005,980000,1160,240059800001160,Block 1160,G5040,U,04843,U,S,22646,0,+39.2162002,-076.4624115,G24000509800001160,22646.3806797,1159.79313675
24,005,980000,1038,240059800001038,Block 1038,G5040,U,04843,U,S,25022,0,+39.2267346,-076.4923723,G24000509800001038,25022.0540748,950.978780601
24,005,980000,1196,240059800001196,Block 1196,G5040,U,04843,U,S,23555,0,+39.2196599,-076.4714698,G24000509800001196,23555.2815611,640.600085733
24,005,450200,1017,240054502001017,Block 1017,G5040,U,04843,U,S,117723,0,+39.3176101,-076.4791215,G24000504502001017,117722.504945,1684.20035712
24,005,450200,1030,240054502001030,Block 1030,G5040,U,04843,U,S,7984,0,+39.3113889,-076.4881857,G24000504502001030,7984.25622135,349.197888677
24,005,450200,1013,240054502001013,Block 1013,G5040,U,04843,U,S,12287,0,+39.3210241,-076.4751188,G24000504502001013,12287.3901667,431.111695949
24,005,404403,1000,240054044031000,Block 1000,G5040,U,04843,U,S,65713,0,+39.4453497,-076.8152692,G24000504044031000,65712.7255688,1121.77065976
24,005,404600,1008,240054046001008,Block 1008,G5040,R,,,S,1663627,2208,+39.5461382,-076.8456257,G24000504046001008,1665834.16207,5726.31560939
24,005,404600,1028,240054046001028,Block 1028,G5040,R,,,S,826373,0,+39.5221365,-076.8565210,G24000504046001028,826372.38972,4753.80331634
24,005,404600,1005,240054046001005,Block 1005,G5040,R,,,S,85608,0,+39.5591920,-076.8430040,G24000504046001005,85607.6261589,1425.23514427
24,005,404600,1015,240054046001015,Block 1015,G5040,U,04843,U,S,1519092,8568,+39.5342464,-076.8320281,G24000504046001015,1527660.33361,5616.13731637
24,005,404600,2014,240054046002014,Block 2014,G5040,R,,,S,6596109,3574,+39.5313970,-076.8078574,G24000504046002014,6599684.96047,10484.0236042
24,005,404600,1040,240054046001040,Block 1040,G5040,R,,,S,46582,0,+39.5201867,-076.8193534,G24000504046001040,46581.7074409,1286.8496174
24,005,404404,2007,240054044042007,Block 2007,G5040,U,04843,U,S,22590,0,+39.4753901,-076.8261644,G24000504044042007,22589.7813584,632.559941342
24,005,404800,2004,240054048002004,Block 2004,G5040,R,,,S,1579715,0,+39.4399369,-076.8767000,G24000504048002004,1579714.26778,8967.75854263
24,005,402303,5015,240054023035015,Block 5015,G5040,U,04843,U,S,21051,0,+39.3443153,-076.7627839,G24000504023035015,21050.6509879,662.075457913
24,005,402303,5013,240054023035013,Block 5013,G5040,U,04843,U,S,16273,0,+39.3426162,-076.7608736,G24000504023035013,16273.482058,505.991067662
24,005,402603,2058,240054026032058,Block 2058,G5040,U,04843,U,S,4787,0,+39.3954238,-076.7762530,G24000504026032058,4787.49821851,271.519677803
24,005,402603,2023,240054026032023,Block 2023,G5040,U,04843,U,S,3354,0,+39.3961442,-076.7779563,G24000504026032023,3354.21852785,230.81301359
24,005,492401,1002,240054924011002,Block 1002,G5040,U,04843,U,S,5330,0,+39.3900397,-076.8177885,G24000504924011002,5329.50967415,303.399961822
24,005,402504,1002,240054025041002,Block 1002,G5040,U,04843,U,S,309807,1194,+39.3760128,-076.8204781,G24000504025041002,311001.857601,3130.92189626
24,005,402603,2008,240054026032008,Block 2008,G5040,U,04843,U,S,1778,0,+39.3960207,-076.7869630,G24000504026032008,1778.44446956,218.649105181
24,005,402603,2059,240054026032059,Block 2059,G5040,U,04843,U,S,7665,0,+39.3947523,-076.7878978,G24000504026032059,7664.92575548,353.15357399
24,005,402603,2020,240054026032020,Block 2020,G5040,U,04843,U,S,1395,0,+39.3942843,-076.7880932,G24000504026032020,1395.0003578,213.804270809
24,005,402509,2011,240054025092011,Block 2011,G5040,U,04843,U,S,6711,0,+39.3979314,-076.8006828,G24000504025092011,6711.37567243,346.389485698
24,005,402504,1019,240054025041019,Block 1019,G5040,U,04843,U,S,54074,0,+39.3654249,-076.8203970,G24000504025041019,54074.3731557,1080.40188763
24,005,402404,1002,240054024041002,Block 1002,G5040,U,04843,U,S,343706,0,+39.3328289,-076.7370434,G24000504024041002,343705.824231,3570.30869388
24,005,402405,2011,240054024052011,Block 2011,G5040,U,04843,U,S,202249,0,+39.3271064,-076.7410123,G24000504024052011,202248.489103,1911.49076441
24,005,402303,2013,240054023032013,Block 2013,G5040,U,04843,U,S,4842,0,+39.3374018,-076.7512110,G24000504023032013,4841.6458491,273.117536506
24,005,402407,1008,240054024071008,Block 1008,G5040,U,04843,U,S,106389,0,+39.3344985,-076.7503276,G24000504024071008,106388.995611,1451.47907398
24,005,402503,2015,240054025032015,Block 2015,G5040,U,04843,U,S,68726,0,+39.3490574,-076.8180150,G24000504025032015,68725.5533874,1153.76977785
24,005,406000,1037,240054060001037,Block 1037,G5040,R,,,S,1319866,0,+39.6806375,-076.7365020,G24000504060001037,1319866.23406,4810.94497687
24,005,406000,3021,240054060003021,Block 3021,G5040,R,,,S,29386,0,+39.6773513,-076.7246146,G24000504060003021,29386.5113742,726.618925872
24,005,406000,2002,240054060002002,Block 2002,G5040,R,,,S,438,0,+39.7141582,-076.7074045,G24000504060002002,437.586951454,79.9719455325
24,005,406000,2003,240054060002003,Block 2003,G5040,U,62353,C,S,55118,0,+39.7193264,-076.7060272,G24000504060002003,55117.969484,1085.84889173
24,005,406000,2028,240054060002028,Block 2028,G5040,R,,,S,71779,0,+39.6984980,-076.7094744,G24000504060002028,71778.4680648,1284.46031591
24,005,406000,1039,240054060001039,Block 1039,G5040,R,,,S,48759,0,+39.6753710,-076.7432772,G24000504060001039,48758.9746512,963.064203647
24,005,406000,3035,240054060003035,Block 3035,G5040,R,,,S,461136,0,+39.6626878,-076.7325894,G24000504060003035,461136.090561,3272.63550883
24,005,406000,2038,240054060002038,Block 2038,G5040,R,,,S,33375,0,+39.6915237,-076.7193479,G24000504060002038,33374.6979743,843.750516877
24,005,407001,2045,240054070012045,Block 2045,G5040,R,,,S,1236,0,+39.5828569,-076.6291502,G24000504070012045,1236.36256605,125.359119807
24,005,407002,3016,240054070023016,Block 3016,G5040,R,,,S,7297,0,+39.6532068,-076.6113335,G24000504070023016,7297.17945783,356.105950082
24,005,407002,3025,240054070023025,Block 3025,G5040,R,,,S,2372,0,+39.6537238,-076.6119711,G24000504070023025,2371.66210668,187.638557197
24,005,407002,3041,240054070023041,Block 3041,G5040,R,,,S,2897,0,+39.6778627,-076.5673865,G24000504070023041,2896.85136838,279.528816468
24,005,407002,3013,240054070023013,Block 3013,G5040,R,,,S,350781,0,+39.6800560,-076.5704288,G24000504070023013,350781.047422,2943.15887503
24,005,407002,2132,240054070022132,Block 2132,G5040,R,,,S,7517,0,+39.6851807,-076.5974474,G24000504070022132,7516.77770376,343.682892194
24,005,491202,2002,240054912022002,Block 2002,G5040,U,04843,U,S,2750,0,+39.3901408,-076.5754708,G24000504912022002,2750.42105707,210.899771188
24,005,490605,1010,240054906051010,Block 1010,G5040,U,04843,U,S,11551,0,+39.3919830,-076.6283318,G24000504906051010,11551.0620248,2010.59983026
24,005,490603,2008,240054906032008,Block 2008,G5040,U,04843,U,S,703,0,+39.3750906,-076.6223894,G24000504906032008,702.56841847,115.746234153
24,005,490701,1014,240054907011014,Block 1014,G5040,U,04843,U,S,3093,0,+39.3996357,-076.6261967,G24000504907011014,3092.84830559,339.801905004
24,005,490602,1003,240054906021003,Block 1003,G5040,U,04843,U,S,4642,0,+39.3841811,-076.6073006,G24000504906021003,4642.40985041,282.845763828
24,005,490800,2010,240054908002010,Block 2010,G5040,U,04843,U,S,15959,0,+39.3904529,-076.6044170,G24000504908002010,15958.8169424,603.321439583
24,005,491201,2012,240054912012012,Block 2012,G5040,U,04843,U,S,51854,0,+39.3943432,-076.5758547,G24000504912012012,51853.928868,1011.14014557
24,005,491600,3009,240054916003009,Block 3009,G5040,U,04843,U,S,6107,0,+39.3924770,-076.5614948,G24000504916003009,6107.04608456,329.526528054
24,005,490605,1005,240054906051005,Block 1005,G5040,U,04843,U,S,1906,0,+39.3898151,-076.6249893,G24000504906051005,1906.06108605,169.53569708
24,005,490605,2000,240054906052000,Block 2000,G5040,U,04843,U,S,64657,0,+39.3961209,-076.6087700,G24000504906052000,64657.3648219,1428.77894417
24,005,491201,1006,240054912011006,Block 1006,G5040,U,04843,U,S,1978,0,+39.3970224,-076.5667456,G24000504912011006,1978.27287182,199.706089771
24,005,491201,1010,240054912011010,Block 1010,G5040,U,04843,U,S,1450,0,+39.3960543,-076.5754817,G24000504912011010,1449.67513404,198.371069126
24,005,490703,1020,240054907031020,Block 1020,G5040,U,04843,U,S,6735,0,+39.4026175,-076.6102779,G24000504907031020,6735.3740941,341.335376342
24,005,490605,2003,240054906052003,Block 2003,G5040,U,04843,U,S,59579,0,+39.3949594,-076.6129683,G24000504906052003,59579.2254553,1066.97778807
24,005,491201,2020,240054912012020,Block 2020,G5040,U,04843,U,S,19243,0,+39.3940176,-076.5718989,G24000504912012020,19243.1796606,852.938710525
24,005,491202,1027,240054912021027,Block 1027,G5040,U,04843,U,S,2626,0,+39.3921965,-076.5778454,G24000504912021027,2625.71395371,210.787540339
24,005,490900,1019,240054909001019,Block 1019,G5040,U,04843,U,S,2645,0,+39.3976050,-076.5964124,G24000504909001019,2644.63179197,231.985352411
24,005,490200,1000,240054902001000,Block 1000,G5040,U,04843,U,S,88523,0,+39.4236254,-076.6043009,G24000504902001000,88522.6630342,2215.89825327
24,005,490301,3006,240054903013006,Block 3006,G5040,U,04843,U,S,1066,0,+39.4123534,-076.6032988,G24000504903013006,1066.1107852,151.498580175
24,005,411201,1024,240054112011024,Block 1024,G5040,R,,,S,1280546,3117,+39.4792843,-076.5127050,G24000504112011024,1283662.41416,5472.06703215
24,005,411410,2005,240054114102005,Block 2005,G5040,U,04843,U,S,271575,0,+39.4044117,-076.4830470,G24000504114102005,271576.236505,3041.48039752
24,005,411406,1013,240054114061013,Block 1013,G5040,U,04843,U,S,82310,0,+39.4192059,-076.4606504,G24000504114061013,82310.3172462,1853.17697529
24,005,411201,1021,240054112011021,Block 1021,G5040,R,,,S,526,0,+39.4811103,-076.5055937,G24000504112011021,526.320839318,151.274306134
24,005,411406,3000,240054114063000,Block 3000,G5040,U,04843,U,S,261087,0,+39.4101968,-076.4730572,G24000504114063000,261086.362449,2516.43228872
24,005,411307,1018,240054113071018,Block 1018,G5040,U,04843,U,S,661,0,+39.3808043,-076.4642729,G24000504113071018,660.978353288,102.898678941
24,005,411302,1079,240054113021079,Block 1079,G5040,U,04843,U,S,25713,0,+39.3967344,-076.4186957,G24000504113021079,25713.4018101,697.176350543
24,005,411302,1045,240054113021045,Block 1045,G5040,U,04843,U,S,12581,0,+39.4074085,-076.4072794,G24000504113021045,12581.4470864,660.316795811
24,005,411102,3026,240054111023026,Block 3026,G5040,U,00199,U,S,1310,0,+39.4481302,-076.3951094,G24000504111023026,1310.18197922,143.493155083
24,005,411102,2020,240054111022020,Block 2020,G5040,U,00199,U,S,7865,0,+39.4312965,-076.4062409,G24000504111022020,7864.56092317,399.836782664
24,005,411102,2059,240054111022059,Block 2059,G5040,U,00199,U,S,6917,0,+39.4190251,-076.4037326,G24000504111022059,6916.51146511,365.708374319
24,005,411407,1004,240054114071004,Block 1004,G5040,U,04843,U,S,1899,0,+39.3943237,-076.5203411,G24000504114071004,1899.3654366,407.322494622
24,005,411408,3009,240054114083009,Block 3009,G5040,U,04843,U,S,1210,0,+39.3943799,-076.5001479,G24000504114083009,1210.14484907,149.014804711
24,005,430200,1015,240054302001015,Block 1015,G5040,U,04843,U,S,9935,0,+39.2517218,-076.6522505,G24000504302001015,9935.31161652,482.509630417
24,005,430800,1024,240054308001024,Block 1024,G5040,U,04843,U,S,1087,0,+39.2515363,-076.6951891,G24000504308001024,1086.92996639,130.027169295
24,005,430400,1058,240054304001058,Block 1058,G5040,U,04843,U,S,21979,0,+39.2510237,-076.6709678,G24000504304001058,21978.5438751,609.504488009
24,005,430400,1055,240054304001055,Block 1055,G5040,U,04843,U,S,2178,0,+39.2512280,-076.6720168,G24000504304001055,2178.00084895,273.937649423
24,005,430400,1056,240054304001056,Block 1056,G5040,U,04843,U,S,1937,0,+39.2504086,-076.6723035,G24000504304001056,1937.16367951,243.509288928
24,005,430400,1025,240054304001025,Block 1025,G5040,U,04843,U,S,3457,0,+39.2556286,-076.6822472,G24000504304001025,3456.600709,369.000394047
24,005,430400,1039,240054304001039,Block 1039,G5040,U,04843,U,S,1717,0,+39.2595730,-076.6695289,G24000504304001039,1716.52502049,188.653316764
24,005,430900,3006,240054309003006,Block 3006,G5040,U,04843,U,S,8326,0,+39.2625091,-076.7013058,G24000504309003006,8326.37041822,470.519322138
24,005,430900,3024,240054309003024,Block 3024,G5040,U,04843,U,S,4029,0,+39.2618699,-076.6979645,G24000504309003024,4028.7373269,257.152419711
24,005,430800,3009,240054308003009,Block 3009,G5040,U,04843,U,S,43295,0,+39.2498601,-076.6993143,G24000504308003009,43295.1027006,985.608926111
24,005,430700,3007,240054307003007,Block 3007,G5040,U,04843,U,S,328734,0,+39.2419415,-076.7086290,G24000504307003007,328734.301442,5207.37828333
24,005,430800,1021,240054308001021,Block 1021,G5040,U,04843,U,S,41489,0,+39.2535780,-076.6955746,G24000504308001021,41489.3813354,1227.80174521
24,005,430800,1029,240054308001029,Block 1029,G5040,U,04843,U,S,22651,0,+39.2498496,-076.6950200,G24000504308001029,22650.5966805,766.351162353
24,005,430700,3004,240054307003004,Block 3004,G5040,U,04843,U,S,6916,0,+39.2462928,-076.7017914,G24000504307003004,6916.41726519,417.514261633
24,005,430700,3000,240054307003000,Block 3000,G5040,U,04843,U,S,6179,0,+39.2466889,-076.6996294,G24000504307003000,6179.22784416,361.541115018
24,005,430700,3032,240054307003032,Block 3032,G5040,U,04843,U,S,39053,0,+39.2432704,-076.6976099,G24000504307003032,39052.6613974,1007.0344689
24,005,430700,1017,240054307001017,Block 1017,G5040,U,04843,U,S,18644,0,+39.2438983,-076.6944707,G24000504307001017,18644.17395,587.937165007
24,005,430600,2062,240054306002062,Block 2062,G5040,U,04843,U,S,33421,0,+39.2190842,-076.7029779,G24000504306002062,33421.3663221,926.998662978
24,005,430700,2015,240054307002015,Block 2015,G5040,U,04843,U,S,4940,0,+39.2403691,-076.7073666,G24000504307002015,4939.72023298,306.402937382
24,005,430700,2008,240054307002008,Block 2008,G5040,U,04843,U,S,16274,0,+39.2410554,-076.7035418,G24000504307002008,16274.2243207,814.725860868
24,005,430600,1019,240054306001019,Block 1019,G5040,U,04843,U,S,20732,0,+39.2312235,-076.7026905,G24000504306001019,20732.4274139,894.956695699
24,005,430600,1028,240054306001028,Block 1028,G5040,U,04843,U,S,10019,0,+39.2293305,-076.7019356,G24000504306001028,10019.1613188,992.206679006
24,005,430600,1021,240054306001021,Block 1021,G5040,U,04843,U,S,19872,0,+39.2303590,-076.7006760,G24000504306001021,19872.0466595,728.1771199
24,005,430600,2015,240054306002015,Block 2015,G5040,U,04843,U,S,4983,0,+39.2253633,-076.7079259,G24000504306002015,4983.22431116,284.538814324
24,005,430600,1038,240054306001038,Block 1038,G5040,U,04843,U,S,83950,0,+39.2247500,-076.6992510,G24000504306001038,83950.2460105,1362.45989254
24,005,430600,1037,240054306001037,Block 1037,G5040,U,04843,U,S,16116,0,+39.2223088,-076.7012310,G24000504306001037,16116.8569394,550.446790582
24,005,430600,2051,240054306002051,Block 2051,G5040,U,04843,U,S,7480,0,+39.2180365,-076.7046753,G24000504306002051,7480.46975388,774.339846629
24,005,430800,1017,240054308001017,Block 1017,G5040,U,04843,U,S,10769,0,+39.2497251,-076.6930563,G24000504308001017,10768.6505614,466.843159193
24,005,430400,1009,240054304001009,Block 1009,G5040,U,04843,U,S,27596,0,+39.2608699,-076.6830594,G24000504304001009,27595.6502971,844.8450354
24,005,430700,1005,240054307001005,Block 1005,G5040,U,04843,U,S,11444,0,+39.2443781,-076.6938101,G24000504307001005,11443.9927589,1247.30705798
24,005,430400,2004,240054304002004,Block 2004,G5040,U,04843,U,S,19132,0,+39.2525776,-076.6880264,G24000504304002004,19131.8202933,575.718672192
24,005,430400,2014,240054304002014,Block 2014,G5040,U,04843,U,S,26814,0,+39.2483781,-076.6810998,G24000504304002014,26813.820331,1081.05353257
24,005,430400,1010,240054304001010,Block 1010,G5040,U,04843,U,S,11271,0,+39.2634286,-076.6803745,G24000504304001010,11271.3391766,427.30194755
24,005,430400,1074,240054304001074,Block 1074,G5040,U,04843,U,S,2997,0,+39.2507877,-076.6799599,G24000504304001074,2996.60773958,425.627484671
