STATEFP,COUNTYFP,TRACTCE,BLOCKCE,GEOID,NAME,MTFCC,UR,UACE,UATYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_area,Shape_len
24,005,407002,2033,240054070022033,Block 2033,G5040,R,,,S,1366,0,+39.7086104,-076.6080518,G24000504070022033,1366.47038886,143.637927089
24,005,407001,2064,240054070012064,Block 2064,G5040,R,,,S,4085,0,+39.5886908,-076.6526246,G24000504070012064,4085.45169642,263.649286056
24,005,407001,2055,240054070012055,Block 2055,G5040,R,,,S,12516,0,+39.5898390,-076.6627705,G24000504070012055,12516.0837958,478.85292857
24,005,407001,2048,240054070012048,Block 2048,G5040,R,,,S,1098,0,+39.5909129,-076.6655470,G24000504070012048,1097.64184802,151.888699383
24,005,407001,1027,240054070011027,Block 1027,G5040,R,,,S,168235,0,+39.5894888,-076.6856669,G24000504070011027,168235.3434,1757.34374925
24,005,407001,2026,240054070012026,Block 2026,G5040,R,,,S,4800,0,+39.5913091,-076.6461676,G24000504070012026,4799.6276677,275.26711955
24,005,407001,2021,240054070012021,Block 2021,G5040,R,,,S,4462,0,+39.5914430,-076.6453430,G24000504070012021,4461.82015203,285.667990848
24,005,407002,1046,240054070021046,Block 1046,G5040,R,,,S,3125,0,+39.6811264,-076.6461048,G24000504070021046,3124.94878613,258.699121343
24,005,407002,1043,240054070021043,Block 1043,G5040,R,,,S,743,0,+39.6817917,-076.6551026,G24000504070021043,742.540833122,116.310517081
24,005,407001,2028,240054070012028,Block 2028,G5040,R,,,S,498,0,+39.5918295,-076.6450485,G24000504070012028,498.207058174,110.838552547
24,005,407002,1063,240054070021063,Block 1063,G5040,R,,,S,1012,0,+39.6695916,-076.6492200,G24000504070021063,1011.59791439,122.426793298
24,005,407002,2075,240054070022075,Block 2075,G5040,R,,,S,497,0,+39.6662558,-076.6296230,G24000504070022075,497.129719022,87.5106526033
24,005,407002,1059,240054070021059,Block 1059,G5040,R,,,S,859,0,+39.6634629,-076.6514942,G24000504070021059,859.393392504,125.750372619
24,005,407001,1007,240054070011007,Block 1007,G5040,R,,,S,1322867,0,+39.6095301,-076.6974345,G24000504070011007,1322868.62966,6432.23901467
24,005,407002,2016,240054070022016,Block 2016,G5040,R,,,S,3049,0,+39.7208697,-076.6450879,G24000504070022016,3049.05790115,257.139714105
24,005,407002,1007,240054070021007,Block 1007,G5040,R,,,S,493812,0,+39.7180378,-076.6620890,G24000504070021007,493811.821003,2867.51280219
24,005,490602,1007,240054906021007,Block 1007,G5040,U,04843,U,S,7470,0,+39.3832550,-076.6112777,G24000504906021007,7470.09046339,423.943209972
24,005,491900,2002,240054919002002,Block 2002,G5040,U,04843,U,S,2075,0,+39.3989192,-076.5436590,G24000504919002002,2075.36691592,383.846209132
24,005,492002,4009,240054920024009,Block 4009,G5040,U,04843,U,S,19768,0,+39.3845917,-076.5454540,G24000504920024009,19767.8904779,652.979939219
24,005,491202,1003,240054912021003,Block 1003,G5040,U,04843,U,S,30409,0,+39.3923360,-076.5724091,G24000504912021003,30408.8639921,913.491272887
24,005,490603,1016,240054906031016,Block 1016,G5040,U,04843,U,S,13453,0,+39.3827849,-076.6183688,G24000504906031016,13452.9498038,715.130205344
24,005,492102,2024,240054921022024,Block 2024,G5040,U,04843,U,S,13810,0,+39.3724734,-076.5683357,G24000504921022024,13810.1428619,543.59972335
24,005,490400,1015,240054904001015,Block 1015,G5040,U,04843,U,S,122334,0,+39.4069788,-076.6501165,G24000504904001015,122334.37868,1513.17256817
24,005,490400,2025,240054904002025,Block 2025,G5040,U,04843,U,S,95279,0,+39.3784418,-076.6485609,G24000504904002025,95279.2967622,1505.00649298
24,005,490500,2026,240054905002026,Block 2026,G5040,U,04843,U,S,106238,0,+39.3949944,-076.6419549,G24000504905002026,106238.257949,1514.52789857
24,005,490400,2032,240054904002032,Block 2032,G5040,U,04843,U,S,2042,0,+39.3763435,-076.6505846,G24000504904002032,2042.42044739,272.786591863
24,005,490100,1017,240054901001017,Block 1017,G5040,U,04843,U,S,126083,0,+39.4077940,-076.5635001,G24000504901001017,126082.689611,2234.50023722
24,005,492102,2001,240054921022001,Block 2001,G5040,U,04843,U,S,157580,0,+39.3754588,-076.5555563,G24000504921022001,157580.072833,3123.80307502
24,005,491600,3017,240054916003017,Block 3017,G5040,U,04843,U,S,29866,0,+39.3914377,-076.5585189,G24000504916003017,29866.5423697,775.274825684
24,005,490603,1014,240054906031014,Block 1014,G5040,U,04843,U,S,8062,0,+39.3836468,-076.6159403,G24000504906031014,8062.14168592,462.857299999
24,005,490601,2007,240054906012007,Block 2007,G5040,U,04843,U,S,5120,0,+39.3757225,-076.6105135,G24000504906012007,5119.50991797,339.536144082
24,005,490602,2000,240054906022000,Block 2000,G5040,U,04843,U,S,6016,0,+39.3789265,-076.6086923,G24000504906022000,6015.80135012,329.578693946
24,005,491600,1002,240054916001002,Block 1002,G5040,U,04843,U,S,21849,0,+39.3990577,-076.5603164,G24000504916001002,21849.6728453,626.394497325
24,005,491500,3005,240054915003005,Block 3005,G5040,U,04843,U,S,9739,0,+39.3871338,-076.5684562,G24000504915003005,9738.65065634,543.214007626
24,005,411407,2002,240054114072002,Block 2002,G5040,U,04843,U,S,152051,0,+39.3939598,-076.5075544,G24000504114072002,152049.917019,2286.71985193
24,005,411408,2013,240054114082013,Block 2013,G5040,U,04843,U,S,95457,0,+39.3909253,-076.4937107,G24000504114082013,95457.114576,1715.17280996
24,005,411302,1082,240054113021082,Block 1082,G5040,U,04843,U,S,12004,0,+39.4031398,-076.4089273,G24000504113021082,12004.2376483,608.189696958
24,005,411407,2026,240054114072026,Block 2026,G5040,U,04843,U,S,2552,0,+39.3932393,-076.5099803,G24000504114072026,2552.46365607,203.891216938
24,005,411407,2029,240054114072029,Block 2029,G5040,U,04843,U,S,404,0,+39.3918381,-076.5084064,G24000504114072029,404.376210873,71.8596794666
24,005,411404,2007,240054114042007,Block 2007,G5040,U,04843,U,S,2051,0,+39.3949178,-076.5228370,G24000504114042007,2051.09015315,196.751702601
24,005,411309,1002,240054113091002,Block 1002,G5040,U,04843,U,S,32106,0,+39.4222528,-076.4513886,G24000504113091002,32105.7872657,708.19113012
24,005,411404,1014,240054114041014,Block 1014,G5040,U,04843,U,S,14504,0,+39.3960993,-076.5021450,G24000504114041014,14503.7689607,482.709777349
24,005,411302,1123,240054113021123,Block 1123,G5040,U,04843,U,S,22382,0,+39.3835720,-076.4225852,G24000504113021123,22381.5686233,870.781403168
24,005,411407,4011,240054114074011,Block 4011,G5040,U,04843,U,S,45066,0,+39.3836071,-076.5086267,G24000504114074011,45065.8393418,1147.28011845
24,005,411303,1018,240054113031018,Block 1018,G5040,U,04843,U,S,1892,0,+39.4098357,-076.4672975,G24000504113031018,1892.26227021,369.676777192
24,005,411408,2008,240054114082008,Block 2008,G5040,U,04843,U,S,2439,0,+39.3947611,-076.4924949,G24000504114082008,2439.28897682,526.713585375
24,005,411309,2043,240054113092043,Block 2043,G5040,U,04843,U,S,5997,0,+39.4030950,-076.4396917,G24000504113092043,5996.63149411,425.952471054
24,005,411102,2054,240054111022054,Block 2054,G5040,U,00199,U,S,8197,0,+39.4173999,-076.4037459,G24000504111022054,8197.0804476,540.966202661
24,005,411302,1154,240054113021154,Block 1154,G5040,U,04843,U,S,31286,0,+39.3801104,-076.4290416,G24000504113021154,31286.3406598,984.049836033
24,005,980200,1005,240059802001005,Block 1005,G5040,U,04843,U,S,718291,3891,+39.2290263,-076.6782253,G24000509802001005,722182.146065,6809.96135237
24,005,430400,3052,240054304003052,Block 3052,G5040,U,04843,U,S,15002,0,+39.2399698,-076.6794498,G24000504304003052,15002.4886988,542.415046925
24,005,430400,3015,240054304003015,Block 3015,G5040,U,04843,U,S,43139,0,+39.2384624,-076.6813951,G24000504304003015,43138.7994802,867.878233495
24,005,430200,2009,240054302002009,Block 2009,G5040,U,04843,U,S,9364,0,+39.2477624,-076.6641176,G24000504302002009,9364.1843452,394.733128276
24,005,430200,3013,240054302003013,Block 3013,G5040,U,04843,U,S,10604,0,+39.2439781,-076.6640542,G24000504302003013,10603.915722,479.661286077
24,005,430200,1021,240054302001021,Block 1021,G5040,U,04843,U,S,3782,0,+39.2466921,-076.6508855,G24000504302001021,3782.30260844,349.124679192
24,005,430200,2013,240054302002013,Block 2013,G5040,U,04843,U,S,21257,0,+39.2464770,-076.6596563,G24000504302002013,21257.2935609,684.744843036
24,005,430200,2021,240054302002021,Block 2021,G5040,U,04843,U,S,14718,0,+39.2456918,-076.6593111,G24000504302002021,14718.3541379,680.1589901
24,005,430200,1007,240054302001007,Block 1007,G5040,U,04843,U,S,3222,0,+39.2531638,-076.6547711,G24000504302001007,3222.24995865,245.841135685
24,005,430200,2014,240054302002014,Block 2014,G5040,U,04843,U,S,20186,0,+39.2467411,-076.6577079,G24000504302002014,20186.2160198,683.672859972
24,005,430200,2015,240054302002015,Block 2015,G5040,U,04843,U,S,20087,0,+39.2468062,-076.6568290,G24000504302002015,20086.7825716,682.340015321
24,005,430101,2007,240054301012007,Block 2007,G5040,U,04843,U,S,4212,0,+39.2453710,-076.6463743,G24000504301012007,4211.60321132,272.163263856
24,005,430200,3006,240054302003006,Block 3006,G5040,U,04843,U,S,15019,0,+39.2435329,-076.6597397,G24000504302003006,15019.4856626,543.864741398
24,005,430101,2026,240054301012026,Block 2026,G5040,U,04843,U,S,47744,0,+39.2340994,-076.6477596,G24000504301012026,47744.4212094,921.07534614
24,005,430300,2005,240054303002005,Block 2005,G5040,U,04843,U,S,32515,0,+39.2388747,-076.6510734,G24000504303002005,32514.8534394,727.561466065
24,005,430300,1020,240054303001020,Block 1020,G5040,U,04843,U,S,596,0,+39.2322737,-076.6602487,G24000504303001020,595.749712574,127.305699006
24,005,430104,2011,240054301042011,Block 2011,G5040,U,04843,U,S,22281,0,+39.2413403,-076.6378594,G24000504301042011,22281.1660867,667.416547223
24,005,430104,2010,240054301042010,Block 2010,G5040,U,04843,U,S,85647,0,+39.2399681,-076.6341327,G24000504301042010,85646.6861867,1291.19549237
24,005,980100,1005,240059801001005,Block 1005,G5040,U,04843,U,S,8636,0,+39.2283825,-076.6274856,G24000509801001005,8636.34600301,1614.05664986
24,005,430104,1008,240054301041008,Block 1008,G5040,U,04843,U,S,17564,0,+39.2340697,-076.6405371,G24000504301041008,17564.150632,561.502846824
24,005,430104,1020,240054301041020,Block 1020,G5040,U,04843,U,S,21716,0,+39.2318586,-076.6389520,G24000504301041020,21716.3786677,640.804330565
24,005,430104,2029,240054301042029,Block 2029,G5040,U,04843,U,S,22251,0,+39.2368665,-076.6340461,G24000504301042029,22251.3750381,657.214542865
24,005,430400,1086,240054304001086,Block 1086,G5040,U,04843,U,S,10150,0,+39.2435463,-076.6659825,G24000504304001086,10149.5780086,596.069962405
24,005,430101,2030,240054301012030,Block 2030,G5040,U,04843,U,S,14201,0,+39.2339996,-076.6496423,G24000504301012030,14200.996819,826.6129601
24,005,430900,3020,240054309003020,Block 3020,G5040,U,04843,U,S,7832,0,+39.2622884,-076.7022329,G24000504309003020,7832.30346588,411.280453777
24,005,440400,1022,240054404001022,Block 1022,G5040,U,04843,U,S,7284,0,+39.3537492,-076.5260080,G24000504404001022,7284.40412919,388.191140328
24,005,440600,1096,240054406001096,Block 1096,G5040,U,04843,U,S,9636,0,+39.3643118,-076.4905182,G24000504406001096,9636.39470257,521.933373078
24,005,441000,2015,240054410002015,Block 2015,G5040,U,04843,U,S,6651,0,+39.3303795,-076.5278435,G24000504410002015,6650.74550261,368.790534965
24,005,441000,1031,240054410001031,Block 1031,G5040,U,04843,U,S,8849,0,+39.3316815,-076.5288136,G24000504410001031,8849.27202929,432.187412066
24,005,440200,2014,240054402002014,Block 2014,G5040,U,04843,U,S,2576,0,+39.3682767,-076.5295873,G24000504402002014,2575.91988179,233.438950278
24,005,440200,2013,240054402002013,Block 2013,G5040,U,04843,U,S,3013,0,+39.3674380,-076.5295516,G24000504402002013,3012.69909805,230.329788745
24,005,440200,1008,240054402001008,Block 1008,G5040,U,04843,U,S,9568,0,+39.3599557,-076.5271816,G24000504402001008,9568.43259606,532.946109023
24,005,440500,1031,240054405001031,Block 1031,G5040,U,04843,U,S,28159,0,+39.3544695,-076.5094008,G24000504405001031,28158.6928761,727.293254932
24,005,440500,1030,240054405001030,Block 1030,G5040,U,04843,U,S,24530,0,+39.3538570,-076.5092890,G24000504405001030,24530.1827563,1214.16309025
24,005,440500,1027,240054405001027,Block 1027,G5040,U,04843,U,S,33352,0,+39.3534845,-076.5062993,G24000504405001027,33352.2881471,757.24620751
24,005,440800,1018,240054408001018,Block 1018,G5040,U,04843,U,S,25143,0,+39.3686988,-076.4990121,G24000504408001018,25142.5487242,653.840980786
24,005,440800,1050,240054408001050,Block 1050,G5040,U,04843,U,S,1451,0,+39.3544202,-076.4953913,G24000504408001050,1450.66960245,180.60246241
24,005,440800,1051,240054408001051,Block 1051,G5040,U,04843,U,S,2549,0,+39.3541390,-076.4955733,G24000504408001051,2548.98483209,218.439538226
24,005,440701,2029,240054407012029,Block 2029,G5040,U,04843,U,S,7153,0,+39.3522813,-076.4849996,G24000504407012029,7152.75751063,932.644244828
24,005,441000,1004,240054410001004,Block 1004,G5040,U,04843,U,S,643,0,+39.3379389,-076.5172274,G24000504410001004,643.230021303,102.184310521
24,005,441000,1023,240054410001023,Block 1023,G5040,U,04843,U,S,4304,0,+39.3369824,-076.5243257,G24000504410001023,4304.40203739,276.595021604
24,005,440600,1020,240054406001020,Block 1020,G5040,U,04843,U,S,9146,0,+39.3714528,-076.4818923,G24000504406001020,9145.55142967,403.054877779
24,005,440600,1050,240054406001050,Block 1050,G5040,U,04843,U,S,70081,0,+39.3708038,-076.4646688,G24000504406001050,70080.9679226,1287.84569644
24,005,440900,2006,240054409002006,Block 2006,G5040,U,04843,U,S,33120,0,+39.3422801,-076.4972336,G24000504409002006,33119.9765394,882.600847961
24,005,440300,1013,240054403001013,Block 1013,G5040,U,04843,U,S,12602,0,+39.3818922,-076.5194281,G24000504403001013,12602.4322115,1236.15386538
24,005,440100,1004,240054401001004,Block 1004,G5040,U,04843,U,S,143982,0,+39.3824474,-076.5309979,G24000504401001004,143982.405953,1722.5461966
24,005,440100,4006,240054401004006,Block 4006,G5040,U,04843,U,S,46914,0,+39.3783694,-076.5352562,G24000504401004006,46913.8460147,1255.28161685
24,005,440100,4003,240054401004003,Block 4003,G5040,U,04843,U,S,27124,0,+39.3793696,-076.5320146,G24000504401004003,27123.6654916,763.711065986
24,005,440200,2010,240054402002010,Block 2010,G5040,U,04843,U,S,50905,0,+39.3788532,-076.5224097,G24000504402002010,50905.2162854,918.583155625
24,005,440400,1006,240054404001006,Block 1006,G5040,U,04843,U,S,24619,0,+39.3574182,-076.5258621,G24000504404001006,24618.6655359,674.376872455
24,005,440200,2008,240054402002008,Block 2008,G5040,U,04843,U,S,11869,0,+39.3757965,-076.5220010,G24000504402002008,11869.4751447,454.202424777
24,005,440300,1018,240054403001018,Block 1018,G5040,U,04843,U,S,23284,0,+39.3770631,-076.5131813,G24000504403001018,23283.7621413,682.822435634
24,005,440400,4006,240054404004006,Block 4006,G5040,U,04843,U,S,21524,0,+39.3511185,-076.5282544,G24000504404004006,21523.6158985,611.479721154
24,005,440200,1004,240054402001004,Block 1004,G5040,U,04843,U,S,17208,0,+39.3610997,-076.5256098,G24000504402001004,17208.0082574,736.257058758
24,005,440400,1008,240054404001008,Block 1008,G5040,U,04843,U,S,21519,0,+39.3589259,-076.5197316,G24000504404001008,21518.5855062,593.660155442
24,005,440200,1010,240054402001010,Block 1010,G5040,U,04843,U,S,12197,0,+39.3589455,-076.5291460,G24000504402001010,12196.9963444,448.709587344
24,005,440400,1013,240054404001013,Block 1013,G5040,U,04843,U,S,17489,0,+39.3561913,-076.5228777,G24000504404001013,17489.2880036,574.48265208
24,005,440400,3023,240054404003023,Block 3023,G5040,U,04843,U,S,25452,0,+39.3459337,-076.5288073,G24000504404003023,25452.0691977,806.639968728
24,005,440400,3004,240054404003004,Block 3004,G5040,U,04843,U,S,9103,0,+39.3481153,-076.5263602,G24000504404003004,9103.45265748,384.997219997
24,005,440400,3028,240054404003028,Block 3028,G5040,U,04843,U,S,11077,0,+39.3414908,-076.5293526,G24000504404003028,11077.3487004,452.622139695
24,005,440400,3001,240054404003001,Block 3001,G5040,U,04843,U,S,14417,0,+39.3480960,-076.5232114,G24000504404003001,14417.2478882,502.643337566
24,005,440400,3006,240054404003006,Block 3006,G5040,U,04843,U,S,31084,0,+39.3452784,-076.5232537,G24000504404003006,31083.739319,769.397828486
24,005,440400,3029,240054404003029,Block 3029,G5040,U,04843,U,S,10154,0,+39.3375019,-076.5289348,G24000504404003029,10153.8652196,525.907010325
24,005,440400,3032,240054404003032,Block 3032,G5040,U,04843,U,S,29589,0,+39.3419319,-076.5231534,G24000504404003032,29589.4140737,789.669199689
24,005,441000,2006,240054410002006,Block 2006,G5040,U,04843,U,S,9589,0,+39.3274360,-076.5275156,G24000504410002006,9589.00897994,506.017797763
24,005,441102,2004,240054411022004,Block 2004,G5040,U,04843,U,S,30788,0,+39.3288553,-076.5159840,G24000504411022004,30787.7449227,862.696306364
24,005,407001,1013,240054070011013,Block 1013,G5040,R,,,S,586193,0,+39.6127638,-076.6781936,G24000504070011013,586193.358238,3839.97749639
24,005,407002,1016,240054070021016,Block 1016,G5040,R,,,S,2840,0,+39.7053314,-076.6819437,G24000504070021016,2840.43499242,494.888588496
24,005,407002,1031,240054070021031,Block 1031,G5040,R,,,S,2470193,23414,+39.6948622,-076.6614441,G24000504070021031,2493606.02121,9170.27265501
24,005,407002,1036,240054070021036,Block 1036,G5040,R,,,S,87477,0,+39.6961669,-076.6433342,G24000504070021036,87476.92563,1262.92549505
24,005,407002,1002,240054070021002,Block 1002,G5040,R,,,S,70292,0,+39.7175235,-076.6538964,G24000504070021002,70292.3583259,1082.28947777
24,005,407002,2020,240054070022020,Block 2020,G5040,R,,,S,128589,0,+39.7193637,-076.6498179,G24000504070022020,128588.42177,1614.65755488
24,005,407002,1022,240054070021022,Block 1022,G5040,R,,,S,230312,0,+39.7128148,-076.6504571,G24000504070021022,230312.161305,2680.90314095
24,005,407002,2101,240054070022101,Block 2101,G5040,R,,,S,9889,0,+39.6398153,-076.6604450,G24000504070022101,9888.77305632,560.662225967
24,005,407002,2115,240054070022115,Block 2115,G5040,R,,,S,45544,0,+39.6338378,-076.6478444,G24000504070022115,45544.3138565,2992.04544884
24,005,407002,2116,240054070022116,Block 2116,G5040,R,,,S,24254,0,+39.6317014,-076.6437090,G24000504070022116,24254.3541562,1134.20354561
24,005,407002,2066,240054070022066,Block 2066,G5040,R,,,S,3280837,2118,+39.6890572,-076.6272068,G24000504070022066,3282953.81668,7694.82892258
24,005,407002,3010,240054070023010,Block 3010,G5040,R,,,S,35482,0,+39.6759214,-076.5828845,G24000504070023010,35481.6976427,1293.30319752
24,005,407001,1008,240054070011008,Block 1008,G5040,R,,,S,637974,0,+39.6198475,-076.6833955,G24000504070011008,637974.547949,3441.40254658
24,005,407001,1017,240054070011017,Block 1017,G5040,R,,,S,3115501,0,+39.6014993,-076.6757719,G24000504070011017,3115501.17995,8716.30112769
24,005,407001,2006,240054070012006,Block 2006,G5040,R,,,S,16911,0,+39.6227741,-076.6570726,G24000504070012006,16910.5464734,520.984842089
24,005,407001,2049,240054070012049,Block 2049,G5040,R,,,S,41453,0,+39.5922199,-076.6730488,G24000504070012049,41452.8865889,3443.38668999
24,005,407001,2050,240054070012050,Block 2050,G5040,R,,,S,40711,0,+39.6107853,-076.6586760,G24000504070012050,40711.1118314,2726.73007923
24,005,407002,3035,240054070023035,Block 3035,G5040,R,,,S,2440948,3584,+39.6345757,-076.6164670,G24000504070023035,2444533.14925,8963.61182138
24,005,407001,1000,240054070011000,Block 1000,G5040,R,,,S,14189,0,+39.6316828,-076.6723600,G24000504070011000,14188.9308857,859.966772658
24,005,407001,1022,240054070011022,Block 1022,G5040,R,,,S,3138,0,+39.5936199,-076.7344015,G24000504070011022,3138.29917509,265.124356898
24,005,407002,2069,240054070022069,Block 2069,G5040,R,,,S,53304,0,+39.6907700,-076.6435036,G24000504070022069,53304.0652902,3118.09108657
24,005,407002,3038,240054070023038,Block 3038,G5040,R,,,S,2118106,2948,+39.6496226,-076.5720969,G24000504070023038,2121053.15217,6594.18958727
24,005,407002,2127,240054070022127,Block 2127,G5040,R,,,S,298469,0,+39.6286210,-076.6413708,G24000504070022127,298468.55008,2599.29029705
24,005,408703,2001,240054087032001,Block 2001,G5040,U,04843,U,S,513357,0,+39.4461975,-076.6487859,G24000504087032001,513356.798917,4483.30818848
24,005,408703,2008,240054087032008,Block 2008,G5040,U,04843,U,S,18422,0,+39.4427515,-076.6502323,G24000504087032008,18422.3145761,533.493512538
24,005,408400,1099,240054084001099,Block 1099,G5040,U,04843,U,S,45492,0,+39.4674338,-076.6521816,G24000504084001099,45491.8738288,1073.38369892
24,005,408503,1018,240054085031018,Block 1018,G5040,U,04843,U,S,3081,0,+39.4644540,-076.6365635,G24000504085031018,3080.52126502,563.622275697
24,005,408400,1162,240054084001162,Block 1162,G5040,U,04843,U,S,465788,14506,+39.4604510,-076.6384032,G24000504084001162,480293.729468,3231.81803432
24,005,408400,1115,240054084001115,Block 1115,G5040,U,04843,U,S,112113,0,+39.4788509,-076.6495079,G24000504084001115,112112.85919,1478.94356838
24,005,408400,1173,240054084001173,Block 1173,G5040,U,04843,U,S,80510,0,+39.4685418,-076.6624298,G24000504084001173,80509.8958874,5607.33029664
24,005,408400,1138,240054084001138,Block 1138,G5040,U,04843,U,S,14777,0,+39.4704922,-076.6456018,G24000504084001138,14777.0854592,532.366671623
24,005,408400,1131,240054084001131,Block 1131,G5040,U,04843,U,S,40174,0,+39.4678840,-076.6508293,G24000504084001131,40174.5136418,1668.02694
24,005,408400,1146,240054084001146,Block 1146,G5040,U,04843,U,S,6872,0,+39.4559516,-076.6426952,G24000504084001146,6871.54436189,332.371030922
24,005,408703,4007,240054087034007,Block 4007,G5040,U,04843,U,S,1580,0,+39.4518729,-076.6501131,G24000504087034007,1579.91491357,173.290329033
24,005,408304,3010,240054083043010,Block 3010,G5040,U,04843,U,S,377336,0,+39.4520624,-076.6847604,G24000504083043010,377336.177205,2877.11681793
24,005,408400,1150,240054084001150,Block 1150,G5040,U,04843,U,S,33455,0,+39.4776022,-076.6613087,G24000504084001150,33455.0582902,742.652515611
24,005,408400,1121,240054084001121,Block 1121,G5040,U,04843,U,S,3993,0,+39.4788915,-076.6545549,G24000504084001121,3992.71027925,244.751012416
24,005,408400,1122,240054084001122,Block 1122,G5040,U,04843,U,S,16156,0,+39.4778825,-076.6542270,G24000504084001122,16155.7458619,516.920604746
24,005,421300,2002,240054213002002,Block 2002,G5040,U,04843,U,S,14773,0,+39.2406225,-076.5035649,G24000504213002002,14772.6307394,810.368598308
24,005,420200,2012,240054202002012,Block 2012,G5040,U,04843,U,S,34140,0,+39.2570782,-076.4954685,G24000504202002012,34140.4529582,1157.39405387
24,005,420600,1029,240054206001029,Block 1029,G5040,U,04843,U,S,12675,0,+39.2859196,-076.5088790,G24000504206001029,12675.8423408,568.85482781
24,005,420401,4009,240054204014009,Block 4009,G5040,U,04843,U,S,17129,0,+39.2633250,-076.4960261,G24000504204014009,17128.5544942,562.490435827
24,005,420401,4016,240054204014016,Block 4016,G5040,U,04843,U,S,3534,0,+39.2618247,-076.4954866,G24000504204014016,3533.94689189,250.262595322
24,005,420900,2011,240054209002011,Block 2011,G5040,U,04843,U,S,4515,0,+39.2633006,-076.5244502,G24000504209002011,4514.94839616,320.121605876
24,005,420302,1012,240054203021012,Block 1012,G5040,U,04843,U,S,8538,0,+39.2685944,-076.4860286,G24000504203021012,8537.64577933,478.973614591
24,005,420303,1041,240054203031041,Block 1041,G5040,U,04843,U,S,8294,0,+39.2645805,-076.4852518,G24000504203031041,8293.51931865,432.546498156
24,005,420100,1008,240054201001008,Block 1008,G5040,U,04843,U,S,16103,0,+39.2782561,-076.4885132,G24000504201001008,16103.0566144,515.10192132
24,005,420303,1027,240054203031027,Block 1027,G5040,U,04843,U,S,7267,0,+39.2662242,-076.4907621,G24000504203031027,7266.61400487,396.028312905
24,005,420402,1018,240054204021018,Block 1018,G5040,U,04843,U,S,2281,0,+39.2622669,-076.4884450,G24000504204021018,2281.37305564,193.281237187
24,005,420402,2003,240054204022003,Block 2003,G5040,U,04843,U,S,8977,0,+39.2638043,-076.4923969,G24000504204022003,8977.42641337,504.164796642
24,005,420600,1037,240054206001037,Block 1037,G5040,U,04843,U,S,5303,0,+39.2849981,-076.5100197,G24000504206001037,5303.27083507,337.26997122
24,005,420100,1017,240054201001017,Block 1017,G5040,U,04843,U,S,2317,0,+39.2712701,-076.5025862,G24000504201001017,2317.25710392,356.579991081
24,005,421101,2025,240054211012025,Block 2025,G5040,U,04843,U,S,4485,0,+39.2549333,-076.5169758,G24000504211012025,4485.01165699,299.807565373
24,005,420200,1028,240054202001028,Block 1028,G5040,U,04843,U,S,3669,0,+39.2609038,-076.5047314,G24000504202001028,3669.1165756,264.404915824
24,005,420303,1026,240054203031026,Block 1026,G5040,U,04843,U,S,7155,0,+39.2660678,-076.4902412,G24000504203031026,7154.87494565,398.680959056
24,005,420303,1029,240054203031029,Block 1029,G5040,U,04843,U,S,8163,0,+39.2675560,-076.4901789,G24000504203031029,8162.87024054,429.671284275
24,005,420303,1031,240054203031031,Block 1031,G5040,U,04843,U,S,7197,0,+39.2662415,-076.4856635,G24000504203031031,7196.65251325,411.545061069
24,005,420301,1002,240054203011002,Block 1002,G5040,U,04843,U,S,10146,0,+39.2758730,-076.4842567,G24000504203011002,10146.3821752,551.058106918
24,005,420401,3015,240054204013015,Block 3015,G5040,U,04843,U,S,3286,0,+39.2604779,-076.4931365,G24000504204013015,3285.94536524,237.702735292
24,005,420401,4011,240054204014011,Block 4011,G5040,U,04843,U,S,3858,0,+39.2649389,-076.4997505,G24000504204014011,3857.9915035,269.018545635
24,005,402201,2011,240054022012011,Block 2011,G5040,R,,,S,1826183,0,+39.4085709,-076.8486824,G24000504022012011,1826183.04529,6583.70915459
24,005,402603,2039,240054026032039,Block 2039,G5040,U,04843,U,S,656,0,+39.3856269,-076.7824567,G24000504026032039,656.099007856,114.33850207
24,005,402407,1013,240054024071013,Block 1013,G5040,U,04843,U,S,2121,0,+39.3318660,-076.7485161,G24000504024071013,2121.25154287,203.725124072
24,005,402201,1018,240054022011018,Block 1018,G5040,R,,,S,1592697,1353,+39.3863601,-076.8509140,G24000504022011018,1594049.69426,6416.08952996
24,005,402603,2040,240054026032040,Block 2040,G5040,U,04843,U,S,781,0,+39.3865759,-076.7823980,G24000504026032040,780.600562042,107.425194498
24,005,402509,3013,240054025093013,Block 3013,G5040,U,04843,U,S,199503,3003,+39.3964455,-076.7936001,G24000504025093013,202505.649124,2336.82130092
24,005,402201,2009,240054022012009,Block 2009,G5040,R,,,S,691,0,+39.4002474,-076.8347517,G24000504022012009,691.480835336,115.504929866
24,005,402603,2000,240054026032000,Block 2000,G5040,U,04843,U,S,1005961,8021,+39.3989063,-076.7720273,G24000504026032000,1013983.28062,5491.99963323
24,005,402407,1069,240054024071069,Block 1069,G5040,U,04843,U,S,950,0,+39.3326814,-076.7521500,G24000504024071069,949.708268655,132.760659959
24,005,402407,1029,240054024071029,Block 1029,G5040,U,04843,U,S,1076,0,+39.3321587,-076.7508065,G24000504024071029,1076.41141116,129.051690441
24,005,402403,2014,240054024032014,Block 2014,G5040,U,04843,U,S,323,0,+39.3394562,-076.7239000,G24000504024032014,322.946114777,70.3049463186
