GISJOIN,perc_fld_area
G24000504011021076,0.1333305
G24000504011021011,0.1333305
G24000504011021039,0.1333305
G24000504011021080,0.1333305
G24000504011021071,0.1333305
G24000504011021024,0.1333305
G24000504011021025,0.1333305
G24000504011021042,0.1333305
G24000504011021054,0.1333305
G24000504011021058,0.1333305
G24000504011021066,0.1333305
G24000504011021082,0.1333305
G24000504011021005,0.1333305
G24000504011021055,0.1333305
G24000504011021057,0.1333305
G24000504011021026,0.1333305
G24000504012001019,0.007249397
G24000504012001013,0.007249397
G24000504012001011,0.007249397
G24000504012001005,0.007249397
G24000504012001009,0.007249397
G24000504012001010,0.007249397
G24000504012001014,0.007249397
G24000504012001040,0.007249397
G24000504012001022,0.007249397
G24000504012001032,0.007249397
G24000504012001025,0.007249397
G24000504012001037,0.007249397
G24000504012001036,0.007249397
G24000504012001024,0.007249397
G24000504012001039,0.007249397
G24000504012001012,0.007249397
G24000504012001007,0.007249397
G24000504012001015,0.007249397
G24000504012001042,0.007249397
G24000504012001031,0.007249397
G24000504012001034,0.007249397
G24000504012001035,0.007249397
G24000504012001006,0.007249397
G24000504012001003,0.007249397
G24000504012001021,0.007249397
G24000504012001033,0.007249397
G24000504012001000,0.007249397
G24000504012001038,0.007249397
G24000504012001026,0.007249397
G24000504012001028,0.007249397
G24000504012001004,0.007249397
G24000504012001018,0.007249397
G24000504012001020,0.007249397
G24000504012001016,0.007249397
G24000504012001017,0.007249397
G24000504012001029,0.007249397
G24000504012001030,0.007249397
G24000504012001008,0.007249397
G24000504012001001,0.007249397
G24000504012001023,0.007249397
G24000504012001027,0.007249397
G24000504012001041,0.007249397
G24000504012001002,0.007249397
G24000504012002003,0.060970042
G24000504012002005,0.060970042
G24000504012002022,0.060970042
G24000504012002023,0.060970042
G24000504012002024,0.060970042
G24000504012002020,0.060970042
G24000504012002014,0.060970042
G24000504012002008,0.060970042
G24000504012002025,0.060970042
G24000504012002007,0.060970042
G24000504012002011,0.060970042
G24000504012002015,0.060970042
G24000504012002004,0.060970042
G24000504012002001,0.060970042
G24000504012002032,0.060970042
G24000504012002021,0.060970042
G24000504012002012,0.060970042
G24000504012002018,0.060970042
G24000504012002006,0.060970042
G24000504012002019,0.060970042
G24000504012002010,0.060970042
G24000504012002009,0.060970042
G24000504012002028,0.060970042
G24000504012002031,0.060970042
G24000504012002017,0.060970042
G24000504012002030,0.060970042
G24000504012002026,0.060970042
G24000504012002013,0.060970042
G24000504012002002,0.060970042
G24000504012002016,0.060970042
G24000504012002027,0.060970042
G24000504012002000,0.060970042
G24000504012002029,0.060970042
G24000504013011001,0.024785304
G24000504013011010,0.024785304
G24000504013011027,0.024785304
G24000504013011013,0.024785304
G24000504013011002,0.024785304
G24000504013011029,0.024785304
G24000504013011022,0.024785304
G24000504013011028,0.024785304
G24000504013011026,0.024785304
G24000504013011000,0.024785304
G24000504013011008,0.024785304
G24000504013011004,0.024785304
G24000504013011016,0.024785304
G24000504013011015,0.024785304
G24000504013011007,0.024785304
G24000504013011019,0.024785304
G24000504013011021,0.024785304
G24000504013011003,0.024785304
G24000504013011014,0.024785304
G24000504013011009,0.024785304
G24000504013011006,0.024785304
G24000504013011025,0.024785304
G24000504013011005,0.024785304
G24000504013011018,0.024785304
G24000504013011012,0.024785304
G24000504013011020,0.024785304
G24000504013011017,0.024785304
G24000504013011011,0.024785304
G24000504013011032,0.024785304
G24000504013011031,0.024785304
G24000504013011024,0.024785304
G24000504013011023,0.024785304
G24000504013011030,0.024785304
G24000504014001031,0.051436106
G24000504014001005,0.051436106
G24000504014001028,0.051436106
G24000504014001023,0.051436106
G24000504014001000,0.051436106
G24000504014001004,0.051436106
G24000504014001012,0.051436106
G24000504014001001,0.051436106
G24000504014001021,0.051436106
G24000504014001009,0.051436106
G24000504014001008,0.051436106
G24000504014001007,0.051436106
G24000504014001011,0.051436106
G24000504014001003,0.051436106
G24000504014001020,0.051436106
G24000504014001027,0.051436106
G24000504014001022,0.051436106
G24000504014001010,0.051436106
G24000504014001016,0.051436106
G24000504014001024,0.051436106
G24000504014001015,0.051436106
G24000504014001025,0.051436106
G24000504014001002,0.051436106
G24000504014001032,0.051436106
G24000504014001017,0.051436106
G24000504014001029,0.051436106
G24000504014001014,0.051436106
G24000504014001006,0.051436106
G24000504014001019,0.051436106
G24000504014001030,0.051436106
G24000504014001018,0.051436106
G24000504014001026,0.051436106
G24000504015033001,0.020453136
G24000504015033000,0.020453136
G24000504015033007,0.020453136
G24000504015033005,0.020453136
G24000504015033004,0.020453136
G24000504015033003,0.020453136
G24000504015033006,0.020453136
G24000504015033002,0.020453136
G24000504015034012,0.022121802
G24000504015034001,0.022121802
G24000504015034002,0.022121802
G24000504015034003,0.022121802
G24000504015034008,0.022121802
G24000504015034013,0.022121802
G24000504015034004,0.022121802
G24000504015034014,0.022121802
G24000504015034015,0.022121802
G24000504015034016,0.022121802
G24000504015034005,0.022121802
G24000504015034000,0.022121802
G24000504015034006,0.022121802
G24000504015034011,0.022121802
G24000504015034010,0.022121802
G24000504015034009,0.022121802
G24000504015034007,0.022121802
G24000504015061009,0.000879052
G24000504015061004,0.000879052
G24000504015061007,0.000879052
G24000504015061002,0.000879052
G24000504015061012,0.000879052
G24000504015061006,0.000879052
G24000504015061010,0.000879052
G24000504015061000,0.000879052
G24000504015061005,0.000879052
G24000504015061008,0.000879052
G24000504015061011,0.000879052
G24000504015061003,0.000879052
G24000504015061001,0.000879052
G24000504015071029,0.056433143
G24000504015071030,0.056433143
G24000504015071014,0.056433143
G24000504015071003,0.056433143
G24000504015071001,0.056433143
G24000504015071004,0.056433143
G24000504015071022,0.056433143
G24000504015071041,0.056433143
G24000504015071050,0.056433143
G24000504015071012,0.056433143
G24000504015071048,0.056433143
G24000504015071038,0.056433143
G24000504015071046,0.056433143
G24000504015071005,0.056433143
G24000504015071000,0.056433143
G24000504015071031,0.056433143
G24000504015071020,0.056433143
G24000504015071037,0.056433143
G24000504015071002,0.056433143
G24000504015071034,0.056433143
G24000504015071027,0.056433143
G24000504015071019,0.056433143
G24000504015071007,0.056433143
G24000504015071040,0.056433143
G24000504015071039,0.056433143
G24000504015071047,0.056433143
G24000504015071008,0.056433143
G24000504015071018,0.056433143
G24000504015071026,0.056433143
G24000504015071024,0.056433143
G24000504015071013,0.056433143
G24000504015071045,0.056433143
G24000504015071035,0.056433143
G24000504015071017,0.056433143
G24000504015071006,0.056433143
G24000504015071036,0.056433143
G24000504015071021,0.056433143
G24000504015071028,0.056433143
G24000504015071033,0.056433143
G24000504015071023,0.056433143
G24000504015071016,0.056433143
G24000504015071011,0.056433143
G24000504015071015,0.056433143
G24000504015071042,0.056433143
G24000504015071010,0.056433143
G24000504015071009,0.056433143
G24000504015071049,0.056433143
G24000504015071043,0.056433143
G24000504015071025,0.056433143
G24000504015071044,0.056433143
G24000504015071032,0.056433143
G24000504015072003,0.009332038
G24000504015072017,0.009332038
G24000504015072013,0.009332038
G24000504015072002,0.009332038
G24000504015072020,0.009332038
G24000504015072016,0.009332038
G24000504015072011,0.009332038
G24000504015072015,0.009332038
G24000504015072007,0.009332038
G24000504015072009,0.009332038
G24000504015072006,0.009332038
G24000504015072019,0.009332038
G24000504015072000,0.009332038
G24000504015072010,0.009332038
G24000504015072001,0.009332038
G24000504015072014,0.009332038
G24000504015072012,0.009332038
G24000504015072008,0.009332038
G24000504015072018,0.009332038
G24000504015072005,0.009332038
G24000504015072004,0.009332038
G24000504022011022,0.015508659
G24000504022011026,0.015508659
G24000504022011033,0.015508659
G24000504022011018,0.015508659
G24000504022011023,0.015508659
G24000504022011044,0.015508659
G24000504022011034,0.015508659
G24000504022011040,0.015508659
G24000504022011039,0.015508659
G24000504022011001,0.015508659
G24000504022011014,0.015508659
G24000504022011035,0.015508659
G24000504022011031,0.015508659
G24000504022011015,0.015508659
G24000504022011005,0.015508659
G24000504022011043,0.015508659
G24000504022011046,0.015508659
G24000504022011004,0.015508659
G24000504022011011,0.015508659
G24000504022011002,0.015508659
G24000504022011020,0.015508659
G24000504022011029,0.015508659
G24000504022011000,0.015508659
G24000504022011045,0.015508659
G24000504022011009,0.015508659
G24000504022011013,0.015508659
G24000504022011036,0.015508659
G24000504022011041,0.015508659
G24000504022011012,0.015508659
G24000504022011025,0.015508659
G24000504022011027,0.015508659
G24000504022011006,0.015508659
G24000504022011019,0.015508659
G24000504022011021,0.015508659
G24000504022011016,0.015508659
G24000504022011017,0.015508659
G24000504022011032,0.015508659
G24000504022011007,0.015508659
G24000504022011042,0.015508659
G24000504022011037,0.015508659
G24000504022011008,0.015508659
G24000504022011028,0.015508659
G24000504022011030,0.015508659
G24000504022011003,0.015508659
G24000504022011010,0.015508659
G24000504022011038,0.015508659
G24000504022011024,0.015508659
G24000504022012018,0.006568326
G24000504022012011,0.006568326
G24000504022012009,0.006568326
G24000504022012032,0.006568326
G24000504022012020,0.006568326
G24000504022012002,0.006568326
G24000504022012036,0.006568326
G24000504022012022,0.006568326
G24000504022012031,0.006568326
G24000504022012008,0.006568326
G24000504022012007,0.006568326
G24000504022012025,0.006568326
G24000504022012013,0.006568326
G24000504022012015,0.006568326
G24000504022012027,0.006568326
G24000504022012010,0.006568326
G24000504022012044,0.006568326
G24000504022012024,0.006568326
G24000504022012041,0.006568326
G24000504022012023,0.006568326
G24000504022012037,0.006568326
G24000504022012026,0.006568326
G24000504022012019,0.006568326
G24000504022012003,0.006568326
G24000504022012016,0.006568326
G24000504022012038,0.006568326
G24000504022012021,0.006568326
G24000504022012000,0.006568326
G24000504022012012,0.006568326
G24000504022012001,0.006568326
G24000504022012006,0.006568326
G24000504022012017,0.006568326
G24000504022012014,0.006568326
G24000504022012028,0.006568326
G24000504022012030,0.006568326
G24000504022021000,0.023561858
G24000504022021034,0.023561858
G24000504022021009,0.023561858
G24000504022021010,0.023561858
G24000504022021019,0.023561858
G24000504022021037,0.023561858
G24000504022021039,0.023561858
G24000504022021013,0.023561858
G24000504022021030,0.023561858
G24000504022021014,0.023561858
G24000504022021008,0.023561858
G24000504022021005,0.023561858
G24000504022021022,0.023561858
G24000504022021015,0.023561858
G24000504022021024,0.023561858
G24000504022021023,0.023561858
G24000504022021011,0.023561858
G24000504022021031,0.023561858
G24000504022021029,0.023561858
G24000504022021003,0.023561858
G24000504022021040,0.023561858
G24000504022021007,0.023561858
G24000504022021017,0.023561858
G24000504022021018,0.023561858
G24000504022021004,0.023561858
G24000504022021041,0.023561858
G24000504022021035,0.023561858
G24000504022021016,0.023561858
G24000504022021043,0.023561858
G24000504022021028,0.023561858
G24000504022021026,0.023561858
G24000504022021027,0.023561858
G24000504022021006,0.023561858
G24000504022021020,0.023561858
G24000504022021025,0.023561858
G24000504022021036,0.023561858
G24000504022021002,0.023561858
G24000504022021033,0.023561858
G24000504022021032,0.023561858
G24000504022021042,0.023561858
G24000504022021001,0.023561858
G24000504022021021,0.023561858
G24000504023022027,0.044408794
G24000504023022021,0.044408794
G24000504023022017,0.044408794
G24000504023022018,0.044408794
G24000504023022026,0.044408794
G24000504023022004,0.044408794
G24000504023022025,0.044408794
G24000504023022006,0.044408794
G24000504023022020,0.044408794
G24000504023022016,0.044408794
G24000504023022019,0.044408794
G24000504023022000,0.044408794
G24000504023022009,0.044408794
G24000504023022007,0.044408794
G24000504023022010,0.044408794
G24000504023022008,0.044408794
G24000504023022003,0.044408794
G24000504023022014,0.044408794
G24000504023022023,0.044408794
G24000504023022015,0.044408794
G24000504023022005,0.044408794
G24000504023022022,0.044408794
G24000504023022013,0.044408794
G24000504023022002,0.044408794
G24000504023022024,0.044408794
G24000504023022012,0.044408794
G24000504023022001,0.044408794
G24000504023022011,0.044408794
G24000504023041004,0.001845802
G24000504023041013,0.001845802
G24000504023041002,0.001845802
G24000504023041008,0.001845802
G24000504023041009,0.001845802
G24000504023041017,0.001845802
G24000504023041006,0.001845802
G24000504023041018,0.001845802
G24000504023041007,0.001845802
G24000504023041000,0.001845802
G24000504023041001,0.001845802
G24000504023041020,0.001845802
G24000504023041010,0.001845802
G24000504023041011,0.001845802
G24000504023041015,0.001845802
G24000504023041016,0.001845802
G24000504023041005,0.001845802
G24000504023041014,0.001845802
G24000504023041003,0.001845802
G24000504023041012,0.001845802
G24000504023041019,0.001845802
G24000504023051013,0.193806543
G24000504023051001,0.193806543
G24000504023051008,0.193806543
G24000504023051009,0.193806543
G24000504023051004,0.193806543
G24000504023051012,0.193806543
G24000504023051011,0.193806543
G24000504023051010,0.193806543
G24000504023051014,0.193806543
G24000504023051003,0.193806543
G24000504023051005,0.193806543
G24000504023051000,0.193806543
G24000504023051002,0.193806543
G24000504023051006,0.193806543
G24000504023051007,0.193806543
G24000504023052005,0.255628007
G24000504023052003,0.255628007
G24000504023052010,0.255628007
G24000504023052013,0.255628007
G24000504023052007,0.255628007
G24000504023052000,0.255628007
G24000504023052001,0.255628007
G24000504023052012,0.255628007
G24000504023052008,0.255628007
G24000504023052002,0.255628007
G24000504023052011,0.255628007
G24000504023052009,0.255628007
G24000504023052014,0.255628007
G24000504023052004,0.255628007
G24000504023052006,0.255628007
G24000504023062005,0.163719233
G24000504023062002,0.163719233
G24000504023062006,0.163719233
G24000504023062003,0.163719233
G24000504023062001,0.163719233
G24000504023062004,0.163719233
G24000504023062000,0.163719233
G24000504023071003,0.019389271
G24000504023071001,0.019389271
G24000504023071011,0.019389271
G24000504023071012,0.019389271
G24000504023071007,0.019389271
G24000504023071004,0.019389271
G24000504023071010,0.019389271
G24000504023071002,0.019389271
G24000504023071008,0.019389271
G24000504023071005,0.019389271
G24000504023071006,0.019389271
G24000504023071009,0.019389271
G24000504023071000,0.019389271
G24000504023072008,0.044613676
G24000504023072013,0.044613676
G24000504023072001,0.044613676
G24000504023072012,0.044613676
G24000504023072022,0.044613676
G24000504023072025,0.044613676
G24000504023072011,0.044613676
G24000504023072029,0.044613676
G24000504023072000,0.044613676
G24000504023072010,0.044613676
G24000504023072003,0.044613676
G24000504023072005,0.044613676
G24000504023072027,0.044613676
G24000504023072015,0.044613676
G24000504023072017,0.044613676
G24000504023072014,0.044613676
G24000504023072007,0.044613676
G24000504023072016,0.044613676
G24000504023072024,0.044613676
G24000504023072006,0.044613676
G24000504023072020,0.044613676
G24000504023072026,0.044613676
G24000504023072019,0.044613676
G24000504023072018,0.044613676
G24000504023072021,0.044613676
G24000504023072002,0.044613676
G24000504023072028,0.044613676
G24000504023072009,0.044613676
G24000504023072023,0.044613676
G24000504023072004,0.044613676
G24000504023073014,0.033679738
G24000504023073010,0.033679738
G24000504023073001,0.033679738
G24000504023073013,0.033679738
G24000504023073002,0.033679738
G24000504023073004,0.033679738
G24000504023073015,0.033679738
G24000504023073006,0.033679738
G24000504023073007,0.033679738
G24000504023073012,0.033679738
G24000504023073005,0.033679738
G24000504023073000,0.033679738
G24000504023073003,0.033679738
G24000504023073008,0.033679738
G24000504023073011,0.033679738
G24000504023073009,0.033679738
G24000504024031002,0.142705972
G24000504024031007,0.142705972
G24000504024031008,0.142705972
G24000504024031006,0.142705972
G24000504024031004,0.142705972
G24000504024031001,0.142705972
G24000504024031000,0.142705972
G24000504024031011,0.142705972
G24000504024031009,0.142705972
G24000504024031003,0.142705972
G24000504024031010,0.142705972
G24000504024032007,0.240606881
G24000504024032016,0.240606881
G24000504024032008,0.240606881
G24000504024032020,0.240606881
G24000504024032036,0.240606881
G24000504024032038,0.240606881
G24000504024032014,0.240606881
G24000504024032012,0.240606881
G24000504024032003,0.240606881
G24000504024032013,0.240606881
G24000504024032022,0.240606881
G24000504024032025,0.240606881
G24000504024032009,0.240606881
G24000504024032029,0.240606881
G24000504024032030,0.240606881
G24000504024032005,0.240606881
G24000504024032031,0.240606881
G24000504024032040,0.240606881
G24000504024032019,0.240606881
G24000504024032018,0.240606881
G24000504024032026,0.240606881
G24000504024032017,0.240606881
G24000504024032034,0.240606881
G24000504024032021,0.240606881
G24000504024032032,0.240606881
G24000504024032037,0.240606881
G24000504024032033,0.240606881
G24000504024032011,0.240606881
G24000504024032027,0.240606881
G24000504024032024,0.240606881
G24000504024032023,0.240606881
G24000504024032006,0.240606881
G24000504024032000,0.240606881
G24000504024032028,0.240606881
G24000504024032001,0.240606881
G24000504024032035,0.240606881
G24000504024032004,0.240606881
G24000504024032002,0.240606881
G24000504024042013,0.02114601
G24000504024042001,0.02114601
G24000504024042006,0.02114601
G24000504024042007,0.02114601
G24000504024042009,0.02114601
G24000504024042004,0.02114601
G24000504024042003,0.02114601
G24000504024042012,0.02114601
G24000504024042011,0.02114601
G24000504024042005,0.02114601
G24000504024042002,0.02114601
G24000504024042008,0.02114601
G24000504024042000,0.02114601
G24000504024042010,0.02114601
G24000504024051007,0.010073114
G24000504024051018,0.010073114
G24000504024051014,0.010073114
G24000504024051004,0.010073114
G24000504024051008,0.010073114
G24000504024051009,0.010073114
G24000504024051000,0.010073114
G24000504024051021,0.010073114
G24000504024051019,0.010073114
G24000504024051006,0.010073114
G24000504024051011,0.010073114
G24000504024051005,0.010073114
G24000504024051012,0.010073114
G24000504024051015,0.010073114
G24000504024051020,0.010073114
G24000504024051002,0.010073114
G24000504024051001,0.010073114
G24000504024051022,0.010073114
G24000504024051013,0.010073114
G24000504024051010,0.010073114
G24000504024051016,0.010073114
G24000504024051017,0.010073114
G24000504024051003,0.010073114
G24000504024052011,0.006039634
G24000504024052007,0.006039634
G24000504024052001,0.006039634
G24000504024052003,0.006039634
