GISJOIN,Shape_Area,fld_area,perc_fld_area
G24000504010002005,2657.594859,0,0
G24000504010002006,3958.447062,0,0
G24000504010002007,10853.79186,0,0
G24000504010002008,2495.320468,0,0
G24000504010002009,15467.44845,0,0
G24000504010002012,7635.18232,0,0
G24000504010002013,1113.714385,0,0
G24000504010002014,491.3329152,105.3647583,0.214446773
G24000504010002017,4748.624011,0,0
G24000504010002018,2842.790813,0,0
G24000504011011001,30195.80007,0,0
G24000504011011003,11419.36952,0,0
G24000504011011006,2527.758896,0,0
G24000504011011007,5881.9519,0,0
G24000504011011008,6290.457173,0,0
G24000504011011009,2278.249054,0,0
G24000504011011011,5623.75916,0,0
G24000504011011012,2492.825707,0,0
G24000504011011013,4645.983961,0,0
G24000504011011014,6484.15594,0,0
G24000504011012000,1362.132592,0,0
G24000504011012001,3253.345386,0,0
G24000504011012002,2379.434773,0,0
G24000504011012003,2539.012653,0,0
G24000504011012004,5131.715475,0,0
G24000504011012005,9719.030928,0,0
G24000504011012007,4339.395625,0,0
G24000504011012008,59396.32672,0,0
G24000504011012009,1487.143575,0,0
G24000504011012010,1930.368002,0,0
G24000504011012011,1619.240222,0,0
G24000504011012013,1967.550562,0,0
G24000504011012014,5432.088775,0,0
G24000504011012016,4661.957105,0,0
G24000504011012017,2978.980147,0,0
G24000504011012018,5365.418373,0,0
G24000504011012019,4076.135362,0,0
G24000504011012020,5524.892489,0,0
G24000504011012022,1180.8081,0,0
G24000504011012023,200.0843212,0,0
G24000504011012024,1760.097408,0,0
G24000504011012025,4124.060757,0,0
G24000504011012028,380.9811859,0,0
G24000504011012029,439.1743184,0,0
G24000504011012030,337.2192373,0,0
G24000504011012032,3792.645466,0,0
G24000504011013001,11859.3485,0,0
G24000504011013002,7984.003421,0,0
G24000504011013003,2332.443838,0,0
G24000504011013004,2398.531823,0,0
G24000504011013005,3591.724409,0,0
G24000504011013006,1058.645211,0,0
G24000504011013007,2659.340925,0,0
G24000504011013008,3617.505599,0,0
G24000504011013009,3667.67572,0,0
G24000504011013010,2445.158148,0,0
G24000504011013011,2584.335461,0,0
G24000504011013012,2626.059995,0,0
G24000504011013013,1874.589263,0,0
G24000504011013014,3080.689864,0,0
G24000504011013015,2564.195826,0,0
G24000504011013016,3295.291219,0,0
G24000504011013017,3228.924537,0,0
G24000504011013018,2948.694924,0,0
G24000504011013019,2426.290077,0,0
G24000504011013020,2757.972955,0,0
G24000504011013021,1936.036959,0,0
G24000504011013022,2253.29465,0,0
G24000504011013023,2916.71631,0,0
G24000504011013024,2426.661523,0,0
G24000504011013025,2653.814795,0,0
G24000504011013026,3449.539117,0,0
G24000504011013027,2568.076903,0,0
G24000504011013028,3544.422418,0,0
G24000504011013029,2712.936568,0,0
G24000504011013030,3084.108702,0,0
G24000504011013031,852.9339711,0,0
G24000504011013032,1495.371141,0,0
G24000504011013034,1414.638873,0,0
G24000504011013035,2998.972729,0,0
G24000504011014003,7411.212363,0,0
G24000504011014004,7170.503512,0,0
G24000504011014005,1333.313891,0,0
G24000504011014006,5547.764099,0,0
G24000504011014007,4751.859081,0,0
G24000504011014008,2259.665903,0,0
G24000504011014009,3822.488358,0,0
G24000504011014010,4062.281388,0,0
G24000504011014012,2408.980097,0,0
G24000504011021002,17920.65019,3108.309815,0.173448496
G24000504011021003,627.6688799,0,0
G24000504011021004,3962.184941,0,0
G24000504011021005,26927.21416,3690.978572,0.137072426
G24000504011021009,1901.804994,0,0
G24000504011021013,20276.06207,0,0
G24000504011021014,2773.432742,0,0
G24000504011021015,2351.049725,0,0
G24000504011021016,4232.877437,0,0
G24000504011021019,20806.48251,0,0
G24000504011021020,2081.216553,0,0
G24000504011021021,4579.914446,0,0
G24000504011021023,3045.079342,0,0
G24000504011021024,896.2599034,0,0
G24000504011021025,5158.366046,0,0
G24000504011021026,3446.372214,0,0
G24000504011021027,79484.52229,0,0
G24000504011021028,416.0134819,0,0
G24000504011021030,1918.590377,0,0
G24000504011021042,505.09798,0,0
G24000504011021043,210.5040203,0,0
G24000504011021046,33011.64614,0,0
G24000504011021048,1416.903806,0,0
G24000504011021049,29970.19347,29970.19347,1
G24000504011021051,573.8823959,0,0
G24000504011021052,263.6629312,0,0
G24000504011021058,20490.30587,0,0
G24000504011021062,220.6919792,0,0
G24000504011021067,5103.372405,0,0
G24000504011021068,9314.604045,0,0
G24000504011021073,11240.76719,0,0
G24000504011021076,139.8918184,0,0
G24000504011021078,59176.41015,0,0
G24000504011021080,3654.550182,0,0
G24000504011021081,100.829029,0,0
G24000504012001000,3205.794968,0,0
G24000504012001001,4965.533132,0,0
G24000504012001002,1754.786879,0,0
G24000504012001003,8793.650176,0,0
G24000504012001011,50.74436633,0,0
G24000504012001021,5377.127092,0,0
G24000504012001022,1742.913002,0,0
G24000504012001023,2649.697761,0,0
G24000504012001024,3740.383329,0,0
G24000504012001025,2676.071349,0,0
G24000504012001026,1285.271412,0,0
G24000504012001027,1190.998426,0,0
G24000504012001028,1113.71785,0,0
G24000504012001029,2802.447319,0,0
G24000504012001030,2175.771428,0,0
G24000504012001031,2138.735422,0,0
G24000504012001032,1256.044199,0,0
G24000504012001033,4366.316667,0,0
G24000504012001034,1814.432646,0,0
G24000504012001035,1047.291567,0,0
G24000504012001037,1285.108301,0,0
G24000504012001038,1969.145139,0,0
G24000504012001039,2912.763722,0,0
G24000504012001040,390.1736474,0,0
G24000504012002001,197.0565128,0,0
G24000504012002002,1548.599441,0,0
G24000504012002006,37108.43469,0,0
G24000504012002007,1542.370128,0,0
G24000504012002008,133.9991811,0,0
G24000504012002012,1704.464871,0,0
G24000504012002015,2158.901158,0,0
G24000504012002018,845.3032953,0,0
G24000504012002019,3000.096064,0,0
G24000504012002020,5277.769645,0,0
G24000504012002022,11078.85107,0,0
G24000504012002023,1868.735281,0,0
G24000504012002025,3490.540054,0,0
G24000504012002026,8473.166477,444.3041334,0.052436611
G24000504012002027,5879.504913,0,0
G24000504012002028,4396.090263,0,0
G24000504012002029,191.5786432,0,0
G24000504013011001,800.1992195,593.8245547,0.742095893
G24000504013011007,1782.610524,0,0
G24000504013011009,9886.128696,0,0
G24000504013011010,6228.709381,0,0
G24000504013011013,3538.067879,0,0
G24000504013011014,3770.522868,0,0
G24000504013011015,3669.378242,0,0
G24000504013011016,4222.544159,0,0
G24000504013011017,2169.952341,0,0
G24000504013011018,2300.235505,0,0
G24000504013011019,2259.262156,0,0
G24000504013011020,1603.071528,0,0
G24000504013011021,497.1404469,0,0
G24000504013011022,466.5427442,0,0
G24000504013011023,481.9170465,0,0
G24000504013011024,2275.856456,0,0
G24000504013011025,2117.210201,0,0
G24000504013011026,2168.833032,0,0
G24000504013011027,2541.80826,0,0
G24000504013012000,2346.501965,0,0
G24000504013012001,2470.918699,0,0
G24000504013012002,591.2277047,0,0
G24000504013012003,2320.053815,0,0
G24000504013012004,2387.392431,0,0
G24000504013012005,510.1344252,0,0
G24000504013012006,493.2497554,0,0
G24000504013012007,2363.551479,0,0
G24000504013012008,500.934177,0,0
G24000504013012009,527.6971426,0,0
G24000504013012010,2152.038642,0,0
G24000504013012011,537.5308703,0,0
G24000504013012012,2238.50672,0,0
G24000504013012013,3296.907986,0,0
G24000504013012014,2044.212508,0,0
G24000504013012016,2041.645528,0,0
G24000504013013000,1820.754526,0,0
G24000504013013001,1805.113889,0,0
G24000504013013002,3160.636799,0,0
G24000504013013003,13127.33772,0,0
G24000504013013004,1409.982309,0,0
G24000504013013005,1646.435822,0,0
G24000504013013007,1648.548307,0,0
G24000504013013008,5618.195806,0,0
G24000504013013009,2397.476669,0,0
G24000504013013010,2147.842995,0,0
G24000504013013011,2466.823441,0,0
G24000504013013012,2229.244236,0,0
G24000504013013013,2113.922495,0,0
G24000504013013014,1304.882255,0,0
G24000504013013015,1609.705574,0,0
G24000504013013016,2042.313845,0,0
G24000504013013017,2776.118261,0,0
G24000504013013018,1850.86001,0,0
G24000504013013019,1003.984619,0,0
G24000504013013020,176.0724723,0,0
G24000504013013021,742.1163249,0,0
G24000504013013022,2431.049029,0,0
G24000504013013023,2857.245566,0,0
G24000504013013024,1174.611932,0,0
G24000504013013025,18268.27298,0,0
G24000504013013027,1595.55933,0,0
G24000504013013030,649.279267,0,0
G24000504013021001,1327.544345,157.866517,0.118916191
G24000504013021002,1324.202382,0,0
G24000504013021003,1762.040301,0,0
G24000504013021004,3115.650172,0,0
G24000504013021005,3146.545184,0,0
G24000504013021006,4498.71742,0,0
G24000504013021007,3193.058319,0,0
G24000504013021009,2359.00922,0,0
G24000504013021010,2589.653513,0,0
G24000504013021011,7666.368183,0,0
G24000504013021012,3337.905149,0,0
G24000504013021013,1138.647504,0,0
G24000504013021014,1360.260748,0,0
G24000504013021015,4022.23167,0,0
G24000504013021016,877.7229569,0,0
G24000504013021017,2704.184248,0,0
G24000504013021018,3175.24637,0,0
G24000504013021019,2747.873915,0,0
G24000504013021020,1254.158972,0,0
G24000504013021021,1316.188475,0,0
G24000504013021022,1502.748369,0,0
G24000504013022000,8783.70518,0,0
G24000504013022001,20.22627854,0,0
G24000504013022002,3902.33307,0,0
G24000504013022004,3183.308754,0,0
G24000504013022005,2329.837971,0,0
G24000504013022006,2455.603161,0,0
G24000504014001003,17429.52615,0,0
G24000504014001005,5744.982863,0,0
G24000504014001006,7097.26341,0,0
G24000504014001007,7258.285128,0,0
G24000504014001008,10821.33438,0,0
G24000504014001010,8572.675771,326.4778066,0.038083536
G24000504014001011,406.6749996,229.9848069,0.565524822
G24000504014001012,5620.453197,5620.453197,1
G24000504014001014,5725.512932,0,0
G24000504014001015,9151.672108,142.6560148,0.015587973
G24000504014001017,2195.068328,0,0
G24000504014001018,6066.85074,0,0
G24000504014001019,6226.543447,0,0
G24000504014001020,2639.663501,0,0
G24000504014001021,3222.379026,0,0
G24000504014001022,6129.966252,0,0
G24000504014001023,3885.549143,0,0
G24000504014001024,3428.991023,0,0
G24000504014001025,1774.868288,0,0
G24000504014001026,3321.929763,0,0
G24000504014001027,2617.83188,0,0
G24000504014001028,1850.683921,0,0
G24000504014001029,1892.804178,0,0
G24000504014001030,310.4270213,0,0
G24000504015031001,3073.789319,0,0
G24000504015031002,32903.68898,0,0
G24000504015031003,1508.137281,0,0
G24000504015031004,4657.346097,0,0
G24000504015031005,6230.477322,0,0
G24000504015031006,187.1389988,0,0
G24000504015031009,4139.265252,0,0
G24000504015031011,6723.358013,0,0
G24000504015031012,1624.459824,0,0
G24000504015031014,12830.95624,0,0
G24000504015031015,8498.689175,0,0
G24000504015031016,2231.576474,0,0
G24000504015031017,4346.21224,0,0
G24000504015032000,3519.403848,0,0
G24000504015032001,2802.366741,0,0
G24000504015032002,2199.389345,0,0
G24000504015032003,3985.0154,0,0
G24000504015032004,3523.18864,0,0
G24000504015032005,9068.157753,0,0
G24000504015032006,5146.854783,0,0
G24000504015032007,7518.329159,0,0
G24000504015032008,1692.704759,0,0
G24000504015032009,8582.112898,0,0
G24000504015032012,11255.97671,0,0
G24000504015032013,3361.261725,0,0
G24000504015032014,3728.526787,0,0
G24000504015032015,25572.80747,0,0
G24000504015032016,3505.716873,0,0
G24000504015033000,12421.53532,0,0
G24000504015033001,134.3835666,0,0
G24000504015033002,1260.767512,0,0
G24000504015033003,17724.28146,0,0
G24000504015033004,10856.01466,4804.782672,0.442591763
G24000504015033005,15140.89702,0,0
G24000504015034000,6837.814272,0,0
G24000504015034001,396.1112745,0,0
G24000504015034002,204.5210976,0,0
G24000504015034003,873.5805373,0,0
G24000504015034004,3248.239896,0,0
G24000504015034006,5024.501057,0,0
G24000504015034007,7610.859241,0,0
G24000504015034009,8498.581538,0,0
G24000504015034010,15957.66544,0,0
G24000504015034012,1807.699468,0,0
G24000504015034013,9734.936375,54.36769807,0.005584803
G24000504015034014,95.76261846,0,0
G24000504015034015,548.4751095,475.4408827,0.86684131
G24000504015035003,3695.030331,0,0
G24000504015035004,975.7436359,0,0
G24000504015035005,53560.66424,0,0
G24000504015035006,570.1014621,0,0
G24000504015035007,5738.077687,0,0
G24000504015035009,3661.122681,0,0
G24000504015035010,3317.098815,0,0
G24000504015035012,822.7683788,0,0
G24000504015035013,4382.904499,0,0
G24000504015035016,1327.299124,0,0
G24000504015035018,528.4801425,0,0
G24000504015035019,370.6545936,0,0
G24000504015035020,885.8413828,0,0
G24000504015035021,1476.531741,0,0
G24000504015035022,14519.29579,0,0
G24000504015035024,2579.40513,0,0
G24000504015035025,1754.570586,0,0
G24000504015035026,2308.598632,0,0
G24000504015035027,1377.139183,0,0
G24000504015035028,16202.83441,0,0
G24000504015035030,2378.176251,0,0
G24000504015035031,4773.889705,0,0
G24000504015035032,4702.474696,0,0
G24000504015035033,2033.210839,0,0
G24000504015035034,2086.396548,0,0
G24000504015035035,2159.166565,0,0
G24000504015035036,2094.913704,0,0
G24000504015041002,16265.44593,0,0
G24000504015041003,2952.611421,0,0
G24000504015041004,1992.231724,0,0
G24000504015041005,691.5307461,0,0
G24000504015041006,5499.119687,0,0
G24000504015041007,9497.717192,0,0
G24000504015041008,4510.131712,0,0
G24000504015041009,1742.068842,0,0
G24000504015041010,8399.886803,0,0
G24000504015041011,4175.37526,0,0
G24000504015041012,23821.47942,0,0
G24000504015041013,3509.534281,0,0
G24000504015041015,193.0551067,0,0
